match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,captain,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
12117250,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,23.0,21.0,7.0,5.0,0.0,19.0,19.0,2.0,4.0,7.0,2.0,2.0,2.0,90.0,34.0,7.0,2.0,0.00099152,0,-0.1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117250,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,38.0,33.0,6.0,3.0,0.0,17.0,19.0,16.0,21.0,5.0,,,,70.0,46.0,6.9,7.0,0.101048,0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117250,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,42.0,34.0,5.0,2.0,0.0,29.0,35.0,5.0,7.0,6.0,,,,90.0,52.0,7.5,8.0,0.0010226,1,,,1.0,2.0,6.0,,1.0,,,,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.077,0.7397,,,,,,,,,,,,,,,,
12117250,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,29.0,24.0,4.0,1.0,0.0,19.0,22.0,5.0,7.0,2.0,,,,90.0,40.0,6.2,8.0,0.00180271,1,,,4.0,7.0,3.0,,2.0,,,,,1.0,,,2.0,,,,0.4907,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
12117250,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,27.0,23.0,5.0,4.0,0.0,12.0,13.0,11.0,16.0,5.0,,,,84.0,44.0,6.8,9.0,0.00484876,0,,2.0,1.0,4.0,2.0,,1.0,,,,2.0,8.0,,,,2.0,2.0,4.0,,,1.0,1.0,,,,2.0,,,,,,,,,,
12117250,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,22.0,20.0,4.0,4.0,0.0,9.0,9.0,11.0,14.0,3.0,,,,71.0,26.0,6.7,3.0,0.0125421,0,,1.0,1.0,5.0,,,1.0,1.0,,,,2.0,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,
12117250,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,51.0,45.0,6.0,4.0,0.0,26.0,30.0,19.0,21.0,4.0,,,,90.0,62.0,7.3,8.0,0.0206102,1,,,2.0,2.0,1.0,1.0,,,,,1.0,6.0,1.0,,1.0,4.0,3.0,1.0,0.0273,0.1236,,,,,,2.0,,,,,,,,,,
12117250,home,São Paulo,Wellington Rato,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,False,25.0,24.0,4.0,4.0,1.0,10.0,10.0,17.0,22.0,4.0,,,,84.0,43.0,6.7,8.0,0.19133,5,,7.0,,3.0,,,1.0,2.0,,,1.0,1.0,,,,,,,0.7598,,1.0,,,2.0,3.0,2.0,3.0,1.0,2.0,,,,,,,
12117250,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,21.0,17.0,2.0,,0.0,6.0,8.0,11.0,13.0,2.0,,,,71.0,29.0,6.8,7.0,0.0146476,2,,,1.0,4.0,,,1.0,1.0,,,1.0,2.0,1.0,,,1.0,1.0,,0.0569,0.1285,1.0,1.0,,,,2.0,,,1.0,luciano10,1.0,,,,,
12117250,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,30.0,25.0,6.0,5.0,0.0,8.0,8.0,18.0,24.0,2.0,,,,90.0,56.0,8.1,13.0,0.0855671,2,,2.0,,6.0,1.0,,1.0,3.0,,,1.0,9.0,1.0,1.0,2.0,,,5.0,0.8346,0.8489,2.0,5.0,3.0,,1.0,3.0,1.0,1.0,,lucasmoura7,,True,,,,
