match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_keyPass,stat_unsuccessfulTouch,stat_bigChanceCreated,captain,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_accurateCross,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12436449,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,37.0,33.0,6.0,3.0,0.0,31.0,34.0,2.0,3.0,2.0,1.0,90.0,38.0,5.1,4.0,0.00131823,0,-1.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436449,home,Manchester United,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,YL15,1153315,EUR,1131840000,D,15,15,False,44.0,42.0,,,0.0,32.0,33.0,10.0,11.0,2.0,,66.0,46.0,6.2,2.0,0.00320391,0,,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436449,home,Manchester United,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188,32684,M,mdeligt,803031,EUR,934416000,D,4,4,False,69.0,60.0,6.0,1.0,0.0,50.0,55.0,10.0,15.0,1.0,,65.0,75.0,6.4,10.0,0.00215493,0,,,,2.0,,1.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436449,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,90.0,84.0,4.0,1.0,0.0,56.0,57.0,28.0,33.0,10.0,,90.0,95.0,6.5,6.0,0.0278352,2,,2.0,4.0,,1.0,,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.0882,,,,,,,,,,,,,,,,,,,,
12436449,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104228,M,AmadDiallo19,971037,EUR,1026345600,M,16,16,False,44.0,37.0,,,1.0,18.0,19.0,19.0,25.0,2.0,,90.0,69.0,7.2,14.0,0.0704707,4,,1.0,9.0,,1.0,,,5.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.3367,4.0,5.0,3.0,1.0,1.0,0.0126,2.0,,,,,,,,,,,,,
12436449,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,False,51.0,47.0,2.0,1.0,0.0,15.0,16.0,32.0,35.0,2.0,,90.0,65.0,6.9,10.0,0.0605602,0,,2.0,6.0,,,,3.0,7.0,,2.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,1.0,,2.0,4.0,,,,,,,,,,,,
12436449,home,Manchester United,Manuel Ugarte,,,manuel-ugarte,M. Ugarte,M,25,182,19122,M,ugartemanu,846425,EUR,986947200,M,25,25,False,47.0,44.0,3.0,2.0,0.0,13.0,13.0,31.0,34.0,6.0,,76.0,60.0,7.3,7.0,0.295505,0,,,5.0,1.0,,,2.0,7.0,1.0,1.0,1.0,,,3.0,2.0,,2.0,2.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,
12436449,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,M,20,20,False,46.0,38.0,3.0,1.0,0.0,13.0,16.0,25.0,39.0,7.0,,90.0,76.0,7.4,21.0,0.0431693,3,,,3.0,,2.0,9.0,,6.0,,,,2.0,,4.0,2.0,0.1079,,2.0,2.0,1.0,3.0,0.0875,1.0,4.0,,,,,,,,,,,,
12436449,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,F,8,8,False,48.0,36.0,6.0,3.0,0.0,5.0,7.0,31.0,47.0,4.0,1.0,76.0,71.0,7.5,19.0,0.132172,3,,2.0,6.0,,1.0,6.0,1.0,4.0,1.0,3.0,3.0,1.0,,,,0.2267,,,,2.0,1.0,0.4688,2.0,1.0,,True,1.0,1.0,,,,,,,,
12436449,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,F,17,17,False,21.0,20.0,1.0,1.0,0.0,5.0,5.0,15.0,17.0,4.0,,59.0,31.0,7.1,5.0,0.0231028,2,,,2.0,,,1.0,,3.0,,3.0,,,,,,0.2099,1.0,,,2.0,1.0,0.2618,,2.0,,,,,1.0,,,,,,,
12436449,home,Manchester United,Rasmus Højlund,,,rasmus-hojlund,R. Højlund,F,19,191,70296,M,RHøjlund,1086417,EUR,1044316800,F,9,9,False,16.0,15.0,,,0.0,8.0,8.0,7.0,8.0,1.0,,90.0,27.0,6.9,4.0,0.0175294,2,,4.0,5.0,,1.0,,1.0,2.0,,1.0,,,1.0,,,0.7122,,1.0,,1.0,,0.9907,,2.0,,,,1.0,,,,,,,,
12436449,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,F,10,10,True,16.0,13.0,1.0,1.0,0.0,4.0,5.0,11.0,15.0,3.0,,31.0,24.0,6.9,6.0,0.0657405,1,,,1.0,,,4.0,,,,,,,1.0,,,0.0257,,1.0,,,,,2.0,,,,,,,2.0,,,,,,
12436449,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,True,35.0,28.0,4.0,2.0,0.0,15.0,18.0,13.0,17.0,1.0,,25.0,38.0,6.9,7.0,0.00710507,0,,,,,2.0,,3.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12436449,home,Manchester United,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183,53635,M,nousmaz97,847030,EUR,879465600,D,3,3,True,21.0,18.0,3.0,1.0,0.0,8.0,8.0,10.0,13.0,1.0,,24.0,27.0,6.9,4.0,0.00730173,0,,,1.0,,,,,3.0,,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,
