match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14566636,home,Liverpool,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200.0,17245,M,mamardashvili,930997,EUR,970185600,G,25,25,False,22.0,11.0,14.0,3.0,0.0,10.0,10.0,1.0,12.0,2.0,1.0,2.0,90.0,26.0,6.7,12.0,0.00143677,18.612,5.12815,0.0,0.1864,0,0.2202,0.04,-0.05,0.16,0.22,4.08,0.96,0.07,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566636,home,Liverpool,Conor Bradley,bradley-conor,C. Bradley,D,12,181.0,15948,M,conorbradley03,1008402,EUR,1057708800,D,12,12,False,32.0,22.0,6.0,1.0,0.0,10.0,13.0,12.0,19.0,7.0,,,90.0,59.0,7.2,15.0,0.049677,30.888,9.7179,12.0,,0,,0.27,0.23,-0.05,,3.22,4.44,1.28,0.49,0.28,,,1.0,1.0,1.0,5.0,8.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14566636,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195.0,27486,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,30.0,23.0,2.0,,0.0,18.0,20.0,5.0,10.0,8.0,,,90.0,39.0,6.7,8.0,0.00304312,29.232,8.9461,6.0,,0,,-0.01,0.13,0.19,,3.35,3.87,1.19,0.39,0.16,,,,,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14566636,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195.0,97860,M,VvD,151545,EUR,678931200,D,4,4,False,36.0,29.0,12.0,6.0,0.0,16.0,17.0,13.0,19.0,5.0,,,90.0,39.0,6.7,7.0,0.00943088,28.656,9.09856,5.0,,2,,0.17,0.04,0.15,,3.44,4.02,1.18,0.34,0.13,,,,,1.0,3.0,1.0,,,,1.0,,,,,3.0,,True,1.0,1.0,1.0,0.3482,0.3371,-0.31,,,,,,,,,,,
14566636,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178.0,24708,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,29.0,24.0,2.0,1.0,0.0,11.0,11.0,13.0,18.0,3.0,,,88.0,48.0,7.2,8.0,0.1191,29.304,9.67011,9.0,,0,,0.11,0.06,0.23,,2.85,4.43,1.57,0.61,0.2,,,3.0,,1.0,2.0,4.0,,1.0,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
14566636,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190.0,31041,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,29.0,25.0,1.0,,0.0,12.0,12.0,13.0,17.0,6.0,,,90.0,44.0,6.8,5.0,0.0159564,27.216,10.68576,7.0,,0,,0.06,0.26,0.18,,2.92,5.36,1.63,0.67,0.12,,,,1.0,,3.0,2.0,1.0,,,1.0,4.0,,,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,
14566636,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176.0,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,35.0,32.0,,,0.0,10.0,11.0,22.0,24.0,2.0,,,79.0,52.0,7.6,7.0,0.0372669,28.512,9.27004,9.0,,4,,-0.09,0.12,0.13,,2.35,4.57,1.53,0.62,0.2,,,,1.0,,5.0,4.0,1.0,1.0,1.0,,1.0,3.0,3.0,,2.0,,,,1.0,2.0,0.4353,0.3232,0.48,,1.0,2.0,,1.0,1.0,1.0,,,,
14566636,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175.0,564007,M,MoSalah,159665,EUR,708566400,M,11,11,False,17.0,11.0,,,0.0,5.0,5.0,6.0,12.0,3.0,,,90.0,43.0,7.8,18.0,0.199712,31.248,10.66811,12.0,,2,,0.57,0.6,-0.1,,3.08,4.93,1.72,0.64,0.29,,,3.0,,1.0,9.0,10.0,2.0,10.0,5.0,,1.0,2.0,,2.0,1.0,2.0,,,,,0.2751,,-0.4,1.0,,2.0,,1.0,2.0,,,,,
14566636,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187.0,77108,M,DomSzobo,869856,EUR,972432000,M,8,8,False,39.0,30.0,7.0,3.0,1.0,9.0,14.0,21.0,25.0,6.0,,,90.0,54.0,6.9,11.0,0.421155,30.204,11.70648,14.0,,5,,0.43,0.26,-0.11,,2.86,5.44,2.2,0.87,0.34,,,3.0,2.0,1.0,7.0,2.0,2.0,,,,1.0,,,1.0,2.0,3.0,,1.0,,4.0,0.5433,0.5245,0.01,3.0,,1.0,,1.0,1.0,,1.0,,,
14566636,home,Liverpool,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175.0,148828,M,FWirtz,1019322,EUR,1051920000,M,7,7,False,36.0,31.0,,,0.0,8.0,9.0,23.0,27.0,6.0,,,88.0,47.0,7.2,9.0,0.247727,29.844,11.24647,11.0,,0,,0.42,0.15,-0.09,,2.43,5.36,2.23,0.96,0.27,,,2.0,,,4.0,4.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,1.0,,1.0,,,1.0,,,
