match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_penaltyConceded,stat_keyPass,stat_totalCross,stat_accurateCross,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves
11406889,home,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,15.0,9.0,9.0,3.0,8.0,9.0,1.0,6.0,2.0,1.0,90.0,16.0,6.2,6.0,0.00015192,0,-0.4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406889,home,Salernitana,Niccolò Pierozzi,,,niccolo-pierozzi,N. Pierozzi,M,27,184,211,M,,970938,EUR,1000252800,D,27,27,False,32.0,23.0,8.0,4.0,9.0,12.0,14.0,20.0,1.0,,78.0,43.0,6.3,11.0,0.00701463,2,,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0528,,,,,,,,,,,,,,,,,,,,,,,
11406889,home,Salernitana,Norbert Gyömbér,,,norbert-gyomber,N. Gyömbér,D,23,189,301,M,,224456,EUR,710121600,D,23,23,False,20.0,17.0,2.0,1.0,10.0,12.0,7.0,8.0,2.0,,73.0,25.0,6.4,3.0,0.00462963,0,,1.0,2.0,1.0,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11406889,home,Salernitana,Flavius Daniliuc,,,flavius-daniliuc,F. Daniliuc,D,24,186,441,M,,901885,EUR,988329600,D,5,5,False,45.0,41.0,4.0,2.0,24.0,24.0,17.0,21.0,4.0,,90.0,52.0,6.6,6.0,0.00696292,0,,3.0,2.0,5.0,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11406889,home,Salernitana,Junior Sambia,,,junior-sambia,J. Sambia,M,,185,154,M,,603738,EUR,842054400,M,6,6,False,18.0,15.0,2.0,1.0,4.0,4.0,11.0,14.0,3.0,,62.0,25.0,6.8,3.0,0.00931236,1,,,,2.0,,1.0,1.0,,,,0.1115,,,,,,2.0,,,,,,,,,,,,,,,,,
11406889,home,Salernitana,Giulio Maggiore,,,giulio-maggiore,G. Maggiore,M,18,184,222,M,,848185,EUR,889660800,M,25,25,False,42.0,35.0,4.0,1.0,19.0,20.0,16.0,22.0,7.0,,90.0,56.0,6.6,8.0,0.0167581,0,,3.0,7.0,8.0,1.0,,,3.0,,2.0,,4.0,,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11406889,home,Salernitana,Toma Bašić,,,toma-basic,T. Bašić,M,26,189,1423,M,,798002,EUR,848880000,M,26,26,False,14.0,14.0,,,8.0,8.0,7.0,7.0,1.0,,62.0,26.0,6.8,3.0,0.0475359,0,,1.0,2.0,4.0,1.0,,2.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11406889,home,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,,897594,EUR,944784000,M,3,3,False,43.0,39.0,1.0,1.0,20.0,22.0,22.0,25.0,7.0,,90.0,65.0,7.1,9.0,0.111369,1,,1.0,2.0,4.0,,,3.0,,,,0.0269,,,1.0,3.0,2.0,,,2.0,4.0,3.0,,1.0,1.0,0.2572,,,,,,,,,
11406889,home,Salernitana,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,,1004505,EUR,1062979200,F,33,33,False,25.0,17.0,3.0,2.0,5.0,7.0,15.0,24.0,5.0,,90.0,41.0,7.4,16.0,0.165383,1,,1.0,6.0,2.0,,,,,3.0,1.0,0.0846,3.0,,1.0,,,,,3.0,6.0,3.0,1.0,2.0,1.0,0.2938,1.0,1.0,1.0,,,,,,
11406889,home,Salernitana,Antonio Candreva,,,antonio-candreva,A. Candreva,F,87,180,936,M,,27982,EUR,541468800,F,87,87,False,33.0,29.0,2.0,2.0,8.0,8.0,24.0,40.0,4.0,,90.0,64.0,7.9,23.0,0.408252,4,,,1.0,3.0,,,,,4.0,,0.1425,,,2.0,,,1.0,,4.0,15.0,3.0,2.0,1.0,2.0,0.1741,,1.0,1.0,True,2.0,,,,
11406889,home,Salernitana,Simy,,,simy,Simy,F,9,198,516,M,,170499,EUR,705196800,F,9,9,False,10.0,6.0,,,3.0,3.0,3.0,7.0,,,73.0,23.0,6.5,7.0,0.0324349,2,,2.0,6.0,6.0,,1.0,,,1.0,2.0,0.4809,2.0,,,1.0,,3.0,,1.0,,,,2.0,,,,,,,1.0,1.0,,,
11406889,home,Salernitana,Agustín Martegani,,,agustin-martegani,A. Martegani,M,19,183,565,M,,984926,EUR,958780800,M,7,7,True,12.0,10.0,2.0,1.0,5.0,5.0,5.0,7.0,1.0,,28.0,15.0,6.6,3.0,0.00107012,1,,,1.0,1.0,1.0,,,,1.0,,0.0471,,,,,,1.0,,,,,,,1.0,0.0451,,,,,,,,,
11406889,home,Salernitana,Grigoris Kastanos,,,grigoris-kastanos,G. Kastanos,M,28,179,526,M,,791566,EUR,886118400,M,20,20,True,21.0,17.0,2.0,1.0,3.0,3.0,14.0,18.0,3.0,,28.0,27.0,7.4,5.0,0.0235981,2,,1.0,1.0,3.0,,,,,,,0.1792,,,1.0,2.0,1.0,,,1.0,,,,,1.0,0.3292,,,1.0,,1.0,,1.0,,
11406889,home,Salernitana,Matteo Lovato,,,lovato-matteo,M. Lovato,D,20,188,274,M,,982601,EUR,950486400,D,66,66,True,16.0,13.0,1.0,1.0,6.0,7.0,7.0,9.0,2.0,,17.0,19.0,6.5,3.0,0.00221959,0,,,4.0,1.0,1.0,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,
11406889,home,Salernitana,Chukwubuikem Ikwuemesi,,,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195,414,M,,1143547,EUR,996969600,F,22,22,True,2.0,1.0,,,,,1.0,2.0,,,17.0,4.0,6.7,1.0,0.00070921,1,,1.0,5.0,1.0,,,,,,2.0,0.0554,3.0,,,,,,,,,,,,1.0,0.2468,,,,,,,,,
