match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_shotValueNormalized,captain,player_firstName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_penaltyWon
14015674,home,FC Viktoria Köln,Eduardo Dos Santos Haesler,eduardo-dos-santos-haesler,E. D. S. Haesler,G,13,195,50,M,939692,EUR,918604800,G,1,1,False,32.0,26.0,9.0,4.0,0.0,24.0,27.0,2.0,5.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,90.0,46.0,7.0,7.0,0.3357,0,0.05,0.01,0.26,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015674,home,FC Viktoria Köln,Lars Dietz,lars-dietz,L. Dietz,D,2,187,9,M,823970,EUR,852595200,D,2,2,False,66.0,55.0,9.0,6.0,0.0,38.0,41.0,17.0,25.0,8.0,3.0,3.0,2.0,8.0,,,,,,,,90.0,74.0,6.3,11.0,,1,-0.12,0.1,-0.52,,3.0,5.0,4.0,1.0,1.0,1.0,-0.51,,,,,,,,,,,,,,,,,,,,,,
14015674,home,FC Viktoria Köln,Christoph Greger,christoph-greger,C. Greger,D,15,193,4,M,842186,EUR,853200000,D,15,15,False,94.0,87.0,7.0,2.0,0.0,56.0,57.0,31.0,37.0,7.0,,,2.0,3.0,4.0,3.0,,,,,,90.0,106.0,6.5,8.0,,0,0.23,0.12,-0.48,,5.0,3.0,6.0,1.0,,4.0,,True,,,,,,,,,,,,,,,,,,,,,
14015674,home,FC Viktoria Köln,Jonah Sticker,sticker-jonah,J. Sticker,D,3,180,9,M,1517850,EUR,1083974400,D,33,33,False,40.0,37.0,2.0,1.0,1.0,23.0,24.0,14.0,16.0,6.0,,,1.0,7.0,2.0,2.0,,,,,,90.0,58.0,6.3,8.0,,0,0.21,-0.69,-0.58,,,,3.0,1.0,,2.0,,,Jonah Sticker,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,
14015674,home,FC Viktoria Köln,Lucas Wolf,wolf-lucas,L. Wolf,M,21,173,6,M,1067231,EUR,998956800,M,21,21,False,23.0,17.0,1.0,1.0,0.0,8.0,9.0,9.0,14.0,2.0,1.0,1.0,,2.0,,,,,,,,45.0,28.0,6.2,8.0,,0,-0.06,0.03,-0.23,,,,3.0,,,,,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
14015674,home,FC Viktoria Köln,Tobias Eisenhuth,tobias-eisenhuth,T. Eisenhuth,M,6,183,10,M,990388,EUR,1001030400,M,6,6,False,61.0,58.0,3.0,2.0,0.0,35.0,36.0,23.0,25.0,2.0,1.0,1.0,,3.0,,,,,,,,87.0,71.0,6.8,6.0,,1,0.34,0.04,-0.2,,,,2.0,1.0,1.0,2.0,0.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
14015674,home,FC Viktoria Köln,Florian Engelhardt,florian-engelhardt,F. Engelhardt,M,8,175,9,M,1174232,EUR,1055721600,M,8,8,False,32.0,27.0,2.0,1.0,0.0,16.0,20.0,11.0,12.0,,,,1.0,2.0,,,,,,,,45.0,38.0,5.7,6.0,,1,-0.04,0.01,-0.51,,,,2.0,,1.0,1.0,-0.02,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,
14015674,home,FC Viktoria Köln,Simon Handle,simon-handle,S. Handle,D,7,169,2,M,126344,EUR,727920000,M,7,7,False,31.0,24.0,3.0,1.0,0.0,7.0,12.0,17.0,19.0,2.0,1.0,,,8.0,2.0,1.0,,,,,,78.0,44.0,6.7,18.0,,0,0.34,0.2,-0.17,,,,3.0,,,,,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,
14015674,home,FC Viktoria Köln,David Otto,david-otto,D. Otto,F,10,184,48,M,905784,EUR,920419200,F,10,10,False,27.0,17.0,1.0,,0.0,3.0,7.0,14.0,20.0,5.0,2.0,1.0,,3.0,1.0,1.0,,,,,,90.0,43.0,7.8,14.0,,3,0.19,0.22,-0.49,,1.0,1.0,5.0,2.0,,,0.51,,,2.0,1.0,1.0,1.0,3.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,
14015674,home,FC Viktoria Köln,Robin Velasco,velasco-robin,R. Velasco,M,11,169,13,M,1134517,EUR,1024876800,F,11,11,False,7.0,4.0,,,0.0,1.0,1.0,3.0,6.0,3.0,1.0,,,,1.0,,,,,,,45.0,15.0,6.6,6.0,,2,-0.1,0.5,-0.05,,1.0,,3.0,1.0,1.0,,-0.67,,,1.0,,,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,,
