match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_lastManTackle,player_sofascoreId,stat_accurateCross,player_firstName,player_lastName,stat_hitWoodwork,stat_goals,stat_outfielderBlock
12530785,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192.0,577,M,798375,EUR,857001600,G,97,97,False,True,28.0,15.0,25.0,12.0,0.0,4.0,4.0,11.0,24.0,1.0,13.0,1.0,1.0,2.0,2.0,2.0,90.0,35.0,7.3,13.0,0.00854714,0,0.3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193.0,545,M,1122632,EUR,950313600,D,26,26,False,,27.0,19.0,9.0,4.0,0.0,15.0,18.0,4.0,10.0,2.0,3.0,,,,,,90.0,36.0,6.6,11.0,0.00082179,1,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3647,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,Héliton,heliton,Héliton,D,5,196.0,324,M,922725,EUR,816220800,D,5,5,False,,24.0,19.0,2.0,,0.0,16.0,17.0,3.0,7.0,,2.0,,,,,,90.0,34.0,6.8,7.0,0.00085501,1,,,2.0,4.0,2.0,7.0,,,,2.0,1.0,0.0281,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12530785,home,Göztepe,Koray Günter,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,False,,45.0,30.0,18.0,9.0,0.0,13.0,19.0,17.0,26.0,2.0,7.0,,,,,,90.0,56.0,8.0,15.0,0.0176936,3,,,2.0,5.0,2.0,8.0,,1.0,1.0,,,0.5226,,,,3.0,1.0,1.0,,,1.0,2.0,2.0,0.305,3.0,,,,,,,,,
12530785,home,Göztepe,Lasse Nielsen,lasse-nielsen,L. Nielsen,D,4,185.0,71,M,21547,EUR,568598400,M,24,24,False,,35.0,18.0,8.0,1.0,1.0,9.0,12.0,9.0,30.0,2.0,4.0,,,,,,90.0,74.0,8.0,28.0,0.342312,1,,7.0,4.0,9.0,6.0,14.0,,,,2.0,1.0,0.1098,,,1.0,3.0,5.0,3.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,
12530785,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180.0,461,M,1484438,EUR,1087776000,M,16,16,False,,35.0,26.0,2.0,2.0,0.0,16.0,21.0,10.0,16.0,,12.0,,,,,,89.0,47.0,6.9,14.0,0.0576226,1,,2.0,2.0,3.0,5.0,5.0,1.0,,1.0,1.0,2.0,0.0379,3.0,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,
12530785,home,Göztepe,Novatus Miroshi,novatus-miroshi,N. Miroshi,M,20,185.0,3867,M,1103597,EUR,1030924800,M,20,20,False,,37.0,23.0,4.0,,0.0,12.0,16.0,12.0,22.0,3.0,5.0,,,,,,90.0,51.0,7.5,14.0,0.0573871,1,,1.0,7.0,5.0,8.0,8.0,,,1.0,,1.0,0.2529,1.0,1.0,,2.0,2.0,1.0,,,1.0,,,,3.0,,,novatus_40,1.0,,,,,
12530785,home,Göztepe,Djalma,djalma-silva,Djalma,M,,180.0,97,M,973933,EUR,779932800,M,66,66,False,,18.0,13.0,2.0,1.0,0.0,8.0,9.0,6.0,13.0,,5.0,,,,,,90.0,45.0,7.1,21.0,0.0535416,3,,4.0,3.0,1.0,3.0,2.0,,,3.0,4.0,,0.0477,1.0,1.0,,3.0,,,,,,,,,1.0,,,,1.0,,,,,
12530785,home,Göztepe,David Tijanič,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,F,43,43,False,,16.0,12.0,,,0.0,3.0,6.0,13.0,17.0,1.0,7.0,,,,,,84.0,43.0,7.1,15.0,0.285829,2,,7.0,1.0,,7.0,5.0,5.0,,1.0,2.0,1.0,0.067,1.0,1.0,1.0,,2.0,,,,,,2.0,,4.0,,,,4.0,,,,,
12530785,home,Göztepe,Kuryu Matsuki,kuryu-matsuki,K. Matsuki,M,27,178.0,1417,M,1154637,EUR,1051660800,F,7,7,False,,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,,,,,,,68.0,22.0,6.6,10.0,0.00318842,3,,,8.0,2.0,12.0,3.0,2.0,1.0,2.0,5.0,1.0,0.7423,2.0,1.0,,,,,,1.0,1.0,1.0,,0.5285,1.0,,,,,Kuryu Matsuki,,,,
12530785,home,Göztepe,Juan Santos da Silva,juan,Juan,F,9,176.0,1031,M,1009928,EUR,1015459200,F,11,11,False,,15.0,9.0,1.0,,0.0,2.0,2.0,7.0,13.0,,5.0,,,,,,89.0,40.0,7.6,13.0,0.654142,5,,,9.0,2.0,14.0,6.0,2.0,2.0,4.0,3.0,2.0,1.4738,2.0,1.0,,,1.0,1.0,,,2.0,1.0,2.0,0.686,2.0,1.0,,,,,,1.0,1.0,
12530785,home,Göztepe,Victor Hugo,victor-hugo,V. Hugo,M,30,184.0,3548,M,1170954,EUR,1084233600,M,6,6,True,,5.0,2.0,,,0.0,1.0,2.0,1.0,3.0,,,,,,,,22.0,11.0,6.7,4.0,0.00061015,1,,,1.0,3.0,2.0,5.0,1.0,,,,,0.0937,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
12530785,home,Göztepe,Ahmed Ildız,ahmed-ildiz,A. Ildız,M,66,181.0,50,M,849329,EUR,849139200,M,8,8,True,,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,,,,,,,,10.0,5.0,6.5,2.0,0.00229331,0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,İsmail Köybaşı,ismail-koybasi,İ. Köybaşı,M,12,177.0,93,M,43605,EUR,616032000,D,12,12,True,,1.0,,,,0.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,Ogün Bayrak,ogun-bayrak,O. Bayrak,M,77,175.0,45,M,903999,EUR,907977600,D,77,77,True,,3.0,1.0,1.0,1.0,0.0,1.0,3.0,,,,,,,,,,1.0,3.0,,2.0,3.51e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,Arda Özçimen,arda-ozcimen,A. Özçimen,G,1,202.0,62,M,964196,EUR,1010448000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,Emircan Secgin,emircan-secgin,E. Secgin,G,,192.0,20,M,997159,EUR,1017792000,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,Nazım Sangaré,nazim-sangare,N. Sangaré,M,30,180.0,168,M,169425,EUR,770256000,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,İzzet Furkan Malak,malak-izzet-furkan,İ. F. Malak,M,18,,56,M,1397819,EUR,1105660800,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,home,Göztepe,Tibet Durakcay,tibet-durakcay,T. Durakcay,F,33,,15,M,2023967,EUR,1138752000,F,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,away,Antalyaspor,Kenan Pirić,kenan-piric,K. Pirić,G,13,193.0,309,M,840898,EUR,773539200,G,13,13,False,,54.0,21.0,44.0,11.0,0.0,12.0,15.0,9.0,39.0,,6.0,1.0,3.0,3.0,1.0,1.0,90.0,62.0,6.8,33.0,0.00202982,0,0.5195,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530785,away,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184.0,112,M,863277,EUR,894499200,D,2,2,False,,39.0,31.0,9.0,2.0,0.0,23.0,26.0,8.0,14.0,11.0,4.0,,,,,,90.0,66.0,7.1,11.0,0.00337336,0,,1.0,6.0,4.0,6.0,6.0,,,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0
