match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_shotOffTarget,player_firstName,player_lastName,stat_dispossessed,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_errorLeadToAGoal,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
10434102,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,32.0,12.0,31.0,11.0,5.0,7.0,7.0,25.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,2.0,3.0,90.0,45.0,7.4,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Bruno Peres,bruno-peres,B. Peres,D,13,178,204,M,243175,EUR,636249600,D,33,33,False,,31.0,27.0,1.0,1.0,20.0,22.0,8.0,10.0,1.0,5.0,2.0,3.0,2.0,,,,,81.0,49.0,7.1,7.0,0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,3,3,False,,49.0,35.0,8.0,3.0,24.0,31.0,11.0,18.0,1.0,3.0,2.0,8.0,,2.0,,,,85.0,61.0,7.1,14.0,0,,,3.0,4.0,,,3.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,32.0,30.0,1.0,1.0,24.0,24.0,6.0,8.0,2.0,3.0,3.0,7.0,,1.0,,,,90.0,37.0,7.1,2.0,1,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,33.0,22.0,5.0,2.0,10.0,12.0,14.0,25.0,1.0,6.0,1.0,4.0,3.0,1.0,,,,90.0,58.0,7.3,17.0,0,4.0,2.0,1.0,3.0,2.0,1.0,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,971,M,136675,EUR,768873600,M,6,6,False,,32.0,26.0,1.0,1.0,9.0,11.0,17.0,21.0,1.0,2.0,,3.0,1.0,1.0,,,,90.0,40.0,6.8,7.0,1,,,2.0,3.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Djaniny,djaniny,Djaniny,F,,190,371,M,975869,EUR,669513600,M,21,21,False,,29.0,21.0,,,3.0,3.0,18.0,27.0,5.0,8.0,,3.0,4.0,1.0,,,,66.0,45.0,6.6,16.0,0,1.0,,5.0,9.0,3.0,2.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,
10434102,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,26.0,24.0,2.0,,6.0,7.0,18.0,19.0,1.0,7.0,1.0,7.0,1.0,,,,,66.0,40.0,7.2,4.0,0,,,1.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
10434102,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2113,M,114076,EUR,741225600,M,11,11,False,,34.0,29.0,3.0,2.0,10.0,12.0,20.0,26.0,,4.0,3.0,5.0,,2.0,,,,80.0,52.0,7.6,10.0,3,4.0,1.0,1.0,3.0,1.0,,,2.0,2.0,,2.0,1.0,,,,1.0,,2.0,1.0,1.0,,,,,,,,,
10434102,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,27,27,False,,22.0,14.0,,,4.0,6.0,10.0,17.0,1.0,4.0,1.0,,2.0,1.0,,,,90.0,37.0,6.9,12.0,1,1.0,,1.0,4.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,,,,,1.0,,,mahmoudtrezeguet,,,,,,,,
10434102,home,Trabzonspor,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1052,M,805245,EUR,839980800,F,30,30,False,,20.0,14.0,,,7.0,8.0,7.0,13.0,4.0,7.0,1.0,3.0,1.0,3.0,,,,90.0,31.0,6.9,10.0,2,1.0,,2.0,8.0,1.0,,,,,5.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,
10434102,home,Trabzonspor,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1163,M,954317,EUR,1055462400,F,23,23,True,,3.0,1.0,,,,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,24.0,7.0,6.5,4.0,0,,,,3.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,
10434102,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,456,M,846087,EUR,950227200,M,34,34,True,,3.0,2.0,,,2.0,2.0,,1.0,,1.0,,,,,,,,24.0,4.0,6.5,1.0,0,,,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,True,,5.0,5.0,,,1.0,1.0,4.0,4.0,,,,,1.0,,,,,10.0,7.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,19,19,True,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,9.0,4.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183,128,M,913994,EUR,883612800,D,4,4,True,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,,,12.0,4.0,6.6,1.0,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,72,72,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Arif Bosluk,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Marek Hamšík,marek-hamsik,M. Hamšík,M,17,183,1354,,25985,EUR,554342400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434102,away,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,,45.0,31.0,27.0,14.0,25.0,33.0,6.0,12.0,,,2.0,5.0,,,1.0,3.0,3.0,90.0,54.0,6.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
