match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_outfielderBlock,stat_errorLeadToAShot,stat_challengeLost,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_saves,stat_punches,stat_goalsPrevented,stat_totalOffside
12764043,home,Bayer 04 Leverkusen,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,False,34.0,29.0,9.0,5.0,0.0,26.0,28.0,3.0,6.0,6.0,1.0,90.0,36.0,6.9,5.0,0.00035296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764043,home,Bayer 04 Leverkusen,Nordi Mukiele,,,nordi-mukiele,N. Mukiele,D,20,185,6333,M,780014,EUR,878342400,D,23,23,False,73.0,63.0,1.0,,0.0,10.0,12.0,54.0,64.0,3.0,,90.0,96.0,8.5,15.0,0.11129,3,3.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.3196,0.1474,,,,,,,,,,,,,,,,
12764043,home,Bayer 04 Leverkusen,Jonathan Tah,,,jonathan-tah,J. Tah,D,4,194,9464,M,227672,EUR,823996800,D,4,4,False,84.0,80.0,5.0,2.0,0.0,35.0,37.0,45.0,47.0,3.0,,90.0,87.0,7.1,4.0,0.0537653,1,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,0.0296,,jonatah,True,1.0,1.0,,,,,,,,,,,,
12764043,home,Bayer 04 Leverkusen,Edmond Tapsoba,,,edmond-tapsoba,E. Tapsoba,D,12,193,33854,M,883262,EUR,917913600,D,12,12,False,117.0,105.0,11.0,6.0,0.0,44.0,48.0,61.0,69.0,2.0,,90.0,127.0,7.6,12.0,0.0689259,1,,,1.0,1.0,4.0,1.0,,,1.0,,,3.0,1.0,,,,,0.0454,,edmondtapsoba,,1.0,,1.0,2.0,1.0,,,,,,,,,
12764043,home,Bayer 04 Leverkusen,Piero Hincapié,,,piero-hincapie,P. Hincapié,D,5,184,31055,M,1002837,EUR,1010534400,D,3,3,False,44.0,41.0,1.0,1.0,0.0,6.0,6.0,37.0,42.0,2.0,,90.0,67.0,7.3,7.0,0.0840575,1,4.0,2.0,3.0,3.0,6.0,4.0,2.0,,,,,1.0,1.0,1.0,1.0,,,0.0498,,pierohincapie,,,,,1.0,1.0,1.0,,,,,,,,
12764043,home,Bayer 04 Leverkusen,Exequiel Palacios,,,exequiel-palacios,E. Palacios,M,25,177,12686,M,822600,EUR,907545600,M,25,25,False,100.0,96.0,5.0,3.0,0.0,23.0,24.0,73.0,77.0,3.0,,90.0,108.0,7.5,6.0,0.326145,1,1.0,,1.0,,3.0,3.0,,,,,,,,,,1.0,3.0,0.0778,,exepalaciosok,,,,,3.0,,1.0,,,,,,,,
12764043,home,Bayer 04 Leverkusen,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15693,M,117777,EUR,717552000,M,34,34,False,105.0,98.0,2.0,2.0,0.0,22.0,22.0,76.0,83.0,5.0,,90.0,113.0,7.9,7.0,0.14661,1,,,1.0,,1.0,3.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,0.0159,0.0703,Granit_Xhaka,,,,,,2.0,,,,,,,,,
12764043,home,Bayer 04 Leverkusen,Jeremie Frimpong,,,jeremie-frimpong,J. Frimpong,M,30,171,32688,M,970361,EUR,976406400,M,30,30,False,26.0,25.0,,,0.0,4.0,4.0,23.0,28.0,2.0,,90.0,43.0,6.7,9.0,0.153122,1,6.0,2.0,,,2.0,,,,1.0,,,1.0,,,,3.0,,0.168,,jeremie_frimpong,,,,,1.0,1.0,,1.0,1.0,,,,,,
12764043,home,Bayer 04 Leverkusen,Florian Wirtz,,,florian-wirtz,F. Wirtz,F,7,175,148828,M,1019322,EUR,1051920000,M,10,10,False,63.0,55.0,3.0,1.0,0.0,9.0,11.0,46.0,53.0,2.0,,89.0,77.0,7.6,13.0,0.291005,4,1.0,,2.0,1.0,6.0,1.0,2.0,,1.0,2.0,,,,,,,,0.1422,0.0923,FWirtz,,,,,,3.0,1.0,2.0,,1.0,,,,,
12764043,home,Bayer 04 Leverkusen,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13084,M,177177,EUR,811555200,M,20,20,False,68.0,59.0,,,0.0,16.0,17.0,43.0,57.0,2.0,,89.0,81.0,7.7,15.0,0.490989,2,6.0,,,1.0,,3.0,,,,1.0,,1.0,,2.0,1.0,,,0.0826,0.1834,grimaldo35,,,,,,2.0,1.0,,,,,,,,
