match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_fouls,stat_goalAssist,stat_shotOffTarget,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goals,stat_goodHighClaim,stat_punches,stat_outfielderBlock
11408464,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,33.0,22.0,13.0,3.0,22.0,25.0,8.0,4.0,7.0,3.0,3.0,2.0,2.0,90.0,42.0,6.9,11.0,0.00015544,0,-0.5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408464,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,41.0,36.0,6.0,2.0,12.0,12.0,35.0,6.0,6.0,,,,,90.0,69.0,7.7,11.0,0.168995,1,,25.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.018,0.284,2.0,,,,,,,,,,,,,,,,
11408464,home,Vizela,Jota Gonçalves,,,jota-goncalves,J. Gonçalves,D,6,186,40,M,987565,EUR,961200000,D,4,4,False,57.0,50.0,5.0,3.0,34.0,38.0,19.0,4.0,2.0,,,,,90.0,68.0,6.6,7.0,0.0100103,0,,16.0,,,2.0,8.0,5.0,,,,,,1.0,,,,,,6.0,2.0,2.0,,,,,,,,,,,,,
11408464,home,Vizela,Rodrigo Escoval,,,rodrigo-escoval,R. Escoval,D,26,188,59,M,825675,EUR,863049600,D,25,25,False,49.0,39.0,4.0,2.0,25.0,27.0,22.0,3.0,6.0,,,,,90.0,59.0,7.1,11.0,0.0068385,2,,14.0,,,5.0,6.0,6.0,,,,1.0,,1.0,,1.0,0.1175,0.0351,1.0,5.0,,1.0,1.0,1.0,,,,,,,,,,,
11408464,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,6,6,False,43.0,34.0,2.0,,14.0,19.0,30.0,3.0,4.0,,,,,82.0,86.0,6.9,22.0,0.0467118,0,,22.0,6.0,2.0,2.0,8.0,5.0,2.0,2.0,1.0,,1.0,,,3.0,,,3.0,1.0,2.0,2.0,,,2.0,,,,,,,,,,
11408464,home,Vizela,Bruno Costa,,,bruno-costa,B. Costa,M,,174,140,M,343619,EUR,861408000,M,28,28,False,21.0,19.0,1.0,1.0,6.0,7.0,20.0,,1.0,,,,,58.0,37.0,7.3,10.0,0.171768,1,,15.0,6.0,2.0,,5.0,3.0,1.0,1.0,1.0,,2.0,1.0,,2.0,0.0138,,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,
11408464,home,Vizela,Pedro Ortiz,,,ortiz-pedro,P. Ortiz,M,24,184,91,M,964981,EUR,966643200,M,34,34,False,33.0,30.0,,,14.0,16.0,17.0,,2.0,,,,,62.0,40.0,6.7,4.0,0.010007,0,,16.0,,,1.0,3.0,4.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,
11408464,home,Vizela,Jason Lokilo,,,jason-lokilo,J. Lokilo,M,98,175,217,M,818036,EUR,905990400,M,75,75,False,17.0,16.0,,,4.0,4.0,18.0,,,,,,,58.0,27.0,6.6,8.0,0.0496418,2,,13.0,5.0,1.0,,1.0,,,,,,,,,1.0,0.0357,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,
11408464,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,48.0,42.0,3.0,2.0,12.0,15.0,42.0,,6.0,,,,,90.0,71.0,7.0,15.0,0.260624,1,,32.0,9.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,,,,,1.0,0.039,,1.0,1.0,2.0,2.0,,,,,1.0,True,,,,,,,
11408464,home,Vizela,Domingos Quina,,,domingos-quina,D. Quina,M,8,173,417,M,842582,EUR,942883200,M,10,10,False,14.0,9.0,1.0,,2.0,3.0,13.0,,4.0,,,,,45.0,34.0,6.5,15.0,0.00691182,1,,7.0,2.0,,,5.0,5.0,,5.0,2.0,,1.0,3.0,3.0,4.0,0.2258,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,
