match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wonTackle,stat_keyPass,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside
12421127,home,K. Beerschot V.A.,Nick Shinton,,,nick-shinton,N. Shinton,G,33,196,117,M,909962,EUR,989452800,G,33,33,False,25.0,18.0,13.0,6.0,0.0,15.0,15.0,3.0,10.0,2.0,8.0,6.0,6.0,2.0,1.0,1.0,90.0,36.0,7.9,7.0,0.00072906,0,1.2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421127,home,K. Beerschot V.A.,Apostolos Konstantopoulos,,,konstantopoulos-apostolos,A. Konstantopoulos,D,44,188,197,M,1033264,EUR,1028246400,D,66,66,False,35.0,25.0,9.0,2.0,0.0,19.0,25.0,6.0,11.0,4.0,2.0,,,,,,90.0,56.0,6.7,13.0,0.00744258,1,,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0312,0.3062,,,,,,,,,,,,,,,,
12421127,home,K. Beerschot V.A.,Loïc Mbe Soh,,,loic-mbe-soh,L. M. Soh,D,4,186,287,M,904992,EUR,992390400,D,5,5,False,46.0,33.0,7.0,2.0,0.0,20.0,26.0,13.0,20.0,4.0,4.0,,,,,,90.0,54.0,6.5,14.0,0.00723142,0,,,,3.0,2.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
12421127,home,K. Beerschot V.A.,Omar Fayed,Omar Fayed,,omar-fayed,O. Fayed,D,66,189,1607,M,1393731,EUR,1057276800,D,6,6,False,51.0,45.0,5.0,3.0,1.0,20.0,22.0,25.0,29.0,6.0,4.0,,,,,,90.0,71.0,7.6,8.0,0.0275488,0,,,,6.0,4.0,10.0,,,1.0,6.0,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12421127,home,K. Beerschot V.A.,Brian Plat,,,brian-plat,B. Plat,D,4,191,60,M,980673,EUR,954892800,D,4,4,False,33.0,23.0,5.0,,0.0,17.0,21.0,6.0,12.0,5.0,7.0,,,,,,90.0,55.0,6.5,17.0,0.00219516,0,,,1.0,2.0,3.0,3.0,,,,3.0,1.0,,,,2.0,,,,1.0,,2.0,,,,,,,,,
12421127,home,K. Beerschot V.A.,Colin Dagba,,,dagba-colin,C. Dagba,D,2,168,498,M,941300,EUR,905299200,M,2,2,False,15.0,14.0,,,0.0,8.0,9.0,6.0,9.0,1.0,2.0,,,,,,78.0,25.0,6.5,8.0,0.0177868,0,,3.0,,,3.0,,,,,,,,,,3.0,,,,,1.0,1.0,,,,,,,,,
12421127,home,K. Beerschot V.A.,Dean Huiberts,,,huiberts-dean,D. Huiberts,M,30,186,75,M,990922,EUR,958435200,M,30,30,False,9.0,9.0,,,0.0,6.0,6.0,3.0,4.0,,2.0,,,,,,45.0,15.0,6.3,3.0,0.00093004,0,,1.0,1.0,,5.0,2.0,1.0,,,,2.0,2.0,,,1.0,,,,2.0,,1.0,,,,,,,,,
12421127,home,K. Beerschot V.A.,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185,953,M,966452,EUR,997660800,M,16,16,False,54.0,46.0,5.0,4.0,1.0,24.0,25.0,22.0,29.0,2.0,15.0,,,,,,90.0,75.0,7.6,13.0,0.0265078,0,,,3.0,,8.0,10.0,,,1.0,,6.0,1.0,,,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,
12421127,home,K. Beerschot V.A.,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173,110,M,826172,EUR,931478400,M,10,10,False,27.0,25.0,1.0,1.0,0.0,13.0,14.0,13.0,19.0,,4.0,,,,,,77.0,44.0,6.6,11.0,0.0433216,1,,6.0,,1.0,6.0,3.0,1.0,1.0,,,,2.0,0.0262,0.1395,2.0,1.0,,,,,1.0,2.0,True,1.0,,,,,,
12421127,home,K. Beerschot V.A.,Marwan Alsahafi,,,alsahafi-marwan,M. Alsahafi,F,9,179,1131,M,1474689,EUR,1076976000,F,17,17,False,11.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,6.0,,2.0,,,,,,87.0,24.0,9.0,5.0,0.0537115,4,,,2.0,,2.0,5.0,,3.0,,1.0,,,1.3095,1.5826,,5.0,5.0,,,,3.0,,,,1.0,2.0,,,,
12421127,home,K. Beerschot V.A.,Antoine Colassin,,,antoine-colassin,A. Colassin,F,25,188,181,M,909965,EUR,983145600,F,25,25,False,17.0,11.0,5.0,2.0,0.0,2.0,4.0,9.0,15.0,,5.0,,,,,,89.0,33.0,6.2,17.0,0.0118531,0,,2.0,2.0,1.0,8.0,3.0,1.0,,,,1.0,1.0,,,1.0,4.0,1.0,,1.0,1.0,4.0,,,,,,,,,
12421127,home,K. Beerschot V.A.,Ewan Henderson,,,ewan-henderson,E. Henderson,M,20,186,63,M,862951,EUR,954115200,M,8,8,True,19.0,12.0,3.0,1.0,0.0,9.0,10.0,3.0,9.0,,4.0,,,,,,45.0,26.0,6.7,9.0,0.00252348,0,,,2.0,1.0,5.0,5.0,1.0,,,1.0,3.0,1.0,,,1.0,,,,3.0,,1.0,1.0,,,,,,,,
