match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_keyPass,player_lastName,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonTackle,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,captain,stat_wasFouled,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_goals
11067544,home,Grêmio,Gabriel Grando,Gabriel Grando,gabriel-grando,G. Grando,G,12,192,1323,M,1111770,EUR,954288000,G,12,12,False,13.0,11.0,5.0,3.0,10.0,11.0,1.0,2.0,8.0,1.0,2.0,3.0,90.0,22.0,6.7,2.0,0.00027963,0,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067544,home,Grêmio,João Pedro,,joao-pedro,J. Pedro,D,18,179,1116,M,605528,EUR,848016000,D,18,18,False,6.0,5.0,1.0,,1.0,2.0,4.0,5.0,1.0,,,,12.0,7.0,6.5,2.0,0.00938381,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067544,home,Grêmio,Bruno Alves,,bruno-alves,B. Alves,D,3,184,261,M,551810,EUR,671760000,D,34,34,False,47.0,45.0,3.0,2.0,22.0,22.0,23.0,27.0,3.0,,,,81.0,53.0,6.3,5.0,0.0134431,0,,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11067544,home,Grêmio,Walter Kannemann,,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,37.0,34.0,5.0,2.0,14.0,15.0,20.0,22.0,10.0,,,,60.0,43.0,6.6,4.0,0.0240907,1,,,,2.0,,,,,,1.0,1.0,1.0,2.0,0.0146,2.0,,,,,,,,,,,,,,,,,,
11067544,home,Grêmio,Reinaldo,,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,62.0,53.0,7.0,3.0,7.0,10.0,51.0,68.0,11.0,,,,90.0,105.0,8.1,27.0,0.514199,2,,16.0,2.0,7.0,7.0,1.0,,3.0,2.0,2.0,4.0,,2.0,0.0326,5.0,,5.0,1.0,2.0,2.0,3.0,0.1373,,,,,,,,,,,
11067544,home,Grêmio,Mathias Villasanti,,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,88.0,75.0,5.0,1.0,11.0,13.0,64.0,76.0,5.0,,,,90.0,96.0,6.7,15.0,0.122753,0,,1.0,,5.0,1.0,,,,2.0,,1.0,,,,3.0,,,,,,1.0,,2.0,1.0,,,,,,,,,
11067544,home,Grêmio,Felipe Carballo,,felipe-carballo,F. Carballo,M,,177,618,M,805038,EUR,844387200,M,8,8,False,90.0,80.0,4.0,3.0,14.0,16.0,67.0,81.0,10.0,,,,90.0,110.0,7.4,18.0,0.350605,1,,7.0,,8.0,4.0,2.0,,,4.0,1.0,1.0,,1.0,0.0161,2.0,,1.0,1.0,,1.0,4.0,0.017,1.0,,,,,,,,,,
11067544,home,Grêmio,Franco Cristaldo,,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,M,19,19,False,62.0,55.0,2.0,1.0,9.0,9.0,48.0,60.0,4.0,,,,90.0,82.0,6.9,15.0,0.182577,2,,7.0,2.0,8.0,5.0,,,2.0,1.0,5.0,1.0,1.0,,0.0969,1.0,,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,
11067544,home,Grêmio,Everton Galdino,,everton-galdino,Everton Galdino,F,17,177,260,M,871162,EUR,858556800,F,13,13,False,25.0,23.0,,,4.0,4.0,19.0,21.0,3.0,,,,60.0,37.0,6.9,6.0,0.05149,3,,,,1.0,,1.0,,2.0,,,1.0,,1.0,0.174,1.0,,,,,2.0,,0.3312,,,1.0,,,,,,,,
11067544,home,Grêmio,Luis Suárez,,luis-suarez,L. Suárez,F,9,182,125903,M,16943,EUR,538444800,F,9,9,False,37.0,28.0,1.0,,3.0,4.0,25.0,33.0,,,,,90.0,54.0,7.2,15.0,0.484267,6,,,3.0,6.0,6.0,,,2.0,1.0,1.0,5.0,2.0,,0.4149,2.0,,,1.0,2.0,1.0,,0.2391,,,3.0,1.0,ElPistolero,True,1.0,,,,
