match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goals
12437857,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,True,30.0,20.0,27.0,17.0,0.0,4.0,5.0,16.0,25.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,90.0,36.0,7.2,11.0,0.0135253,0,-0.7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437857,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,,49.0,40.0,10.0,4.0,0.0,16.0,19.0,24.0,31.0,,6.0,,9.0,,,,,83.0,67.0,7.2,13.0,0.0283284,2,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.109,,,,,,,,,,,,,,,,,,
12437857,home,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,1101232,EUR,921024000,D,5,5,False,,40.0,34.0,5.0,1.0,0.0,25.0,25.0,9.0,15.0,2.0,7.0,2.0,5.0,,,,,90.0,53.0,7.0,6.0,0.0041542,1,,,3.0,,,,1.0,,,2.0,2.0,,,0.0813,abdel.abqar,3.0,1.0,3.0,,,,,,,,,,,,,,
12437857,home,Deportivo Alavés,Santiago Mouriño,santiago-mourino,S. Mouriño,D,15,186,2593,M,1468046,EUR,1013558400,D,12,12,False,,52.0,35.0,6.0,,0.0,22.0,29.0,13.0,23.0,3.0,6.0,5.0,7.0,,,,,90.0,74.0,7.2,19.0,0.00469842,2,,,6.0,,1.0,,2.0,,1.0,,,,3.0,0.255,,1.0,3.0,3.0,,,1.0,,,,,,,,,,,
12437857,home,Deportivo Alavés,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,22,22,False,,34.0,28.0,1.0,,0.0,9.0,9.0,19.0,28.0,,5.0,2.0,5.0,,,,,89.0,61.0,6.8,18.0,0.041882,0,,3.0,6.0,1.0,5.0,3.0,,,2.0,1.0,,2.0,1.0,,,2.0,,1.0,,,,1.0,,,,,,,,,,
12437857,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,7,7,False,,24.0,20.0,,,0.0,5.0,7.0,15.0,18.0,1.0,1.0,,2.0,,,,,45.0,31.0,6.4,9.0,0.0298909,0,,1.0,5.0,2.0,,,,,,,,2.0,,,,2.0,,,,,1.0,,,,,,,,,,,
12437857,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,,54.0,46.0,7.0,4.0,0.0,17.0,19.0,29.0,36.0,4.0,6.0,,6.0,,,,,83.0,68.0,6.6,11.0,0.0158269,0,,1.0,9.0,2.0,2.0,,,,1.0,2.0,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,
12437857,home,Deportivo Alavés,Joan Jordán,joan-jordan,J. Jordán,M,8,184,752,M,591750,EUR,773452800,M,24,24,False,,62.0,49.0,5.0,2.0,0.0,20.0,23.0,32.0,47.0,1.0,3.0,1.0,6.0,,,,,90.0,82.0,7.7,21.0,0.626893,3,,8.0,4.0,1.0,,,1.0,1.0,,2.0,1.0,2.0,1.0,0.1602,,2.0,,,,,,4.0,3.0,1.0,1.0,0.0572,,,,,,
12437857,home,Deportivo Alavés,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,21,21,False,,41.0,31.0,3.0,1.0,0.0,7.0,7.0,26.0,43.0,1.0,7.0,,2.0,,,,,90.0,65.0,7.5,21.0,0.270577,1,,9.0,3.0,,1.0,1.0,,1.0,,2.0,1.0,3.0,2.0,0.0497,,,,3.0,,,1.0,2.0,2.0,,,0.0371,,,,,,
12437857,home,Deportivo Alavés,Toni Martínez,toni-martinez,T. Martínez,F,11,180,1253,M,831253,EUR,867628800,F,11,11,False,,20.0,13.0,,,0.0,1.0,2.0,12.0,19.0,7.0,8.0,,,,,,,62.0,32.0,7.2,13.0,0.0297217,3,,1.0,5.0,,,,2.0,1.0,,1.0,1.0,3.0,,0.2335,,3.0,,,,,2.0,1.0,,,,0.586,3.0,,,,,
