match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12117189,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,17.0,12.0,7.0,3.0,0.0,9.0,11.0,3.0,6.0,1.0,8.0,1.0,1.0,5.0,1.0,90.0,28.0,7.4,5.0,0.00130272,0,0.9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117189,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,False,19.0,15.0,1.0,,0.0,6.0,7.0,12.0,16.0,1.0,5.0,,,,,45.0,34.0,6.8,6.0,0.325489,0,,True,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12117189,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,71.0,64.0,12.0,11.0,0.0,37.0,38.0,27.0,33.0,2.0,7.0,,,,,90.0,88.0,7.8,7.0,0.0684037,2,,,,,2.0,,,3.0,,1.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0532,0.0272,,,,,,,,,,,,,,
12117189,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,63.0,51.0,12.0,8.0,0.0,26.0,32.0,25.0,31.0,5.0,8.0,,,,,90.0,76.0,7.3,12.0,0.0253909,1,,,,,5.0,1.0,,3.0,,3.0,4.0,5.0,,1.0,1.0,1.0,,1.0,0.1039,,1.0,,,,,,,,,,,,,
12117189,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,,1017827,EUR,872812800,D,46,46,False,54.0,44.0,3.0,1.0,1.0,13.0,16.0,31.0,41.0,1.0,4.0,,,,,90.0,73.0,7.2,16.0,0.0462094,0,,,3.0,,6.0,1.0,1.0,,1.0,1.0,5.0,8.0,,,2.0,2.0,,2.0,,,,3.0,1.0,,,,,,,,,,,
12117189,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,False,32.0,31.0,6.0,6.0,0.0,9.0,9.0,22.0,23.0,1.0,2.0,,,,,45.0,40.0,7.1,4.0,0.0365759,0,,,,,3.0,1.0,,,1.0,2.0,,3.0,,,1.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,
12117189,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,39.0,33.0,3.0,2.0,0.0,14.0,16.0,19.0,24.0,3.0,3.0,,,,,83.0,57.0,7.4,10.0,0.0204726,0,,,1.0,,2.0,1.0,,4.0,2.0,,3.0,8.0,,,3.0,1.0,,,,,,3.0,2.0,2.0,,,,,,,,,,
12117189,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,,1170779,EUR,1058227200,M,37,37,False,53.0,47.0,2.0,1.0,0.0,20.0,22.0,27.0,33.0,1.0,5.0,,,,,90.0,71.0,7.2,9.0,0.0254842,0,,,2.0,,4.0,1.0,,,,,1.0,7.0,,,6.0,3.0,,2.0,,,1.0,,,,,,1.0,,,,,,,
12117189,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,M,10,10,False,44.0,32.0,13.0,8.0,0.0,9.0,9.0,28.0,47.0,,7.0,,,,,90.0,77.0,8.8,24.0,0.562418,3,,,12.0,5.0,6.0,1.0,1.0,,6.0,1.0,,10.0,1.0,1.0,,,8.0,1.0,0.19,0.1672,,3.0,2.0,2.0,,,2.0,1.0,,,,,,
12117189,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,ÁRomero,1197041,EUR,710208000,F,11,11,False,8.0,7.0,,,0.0,2.0,2.0,5.0,10.0,1.0,,,,,,45.0,18.0,6.5,6.0,0.00791843,2,,,4.0,,1.0,,,,1.0,1.0,,2.0,1.0,,1.0,,1.0,,0.1234,0.1165,,,,,,,,1.0,1.0,,,,,
