match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_accurateCross,stat_bigChanceMissed,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_penaltyMiss,stat_goals,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyConceded
11369437,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,37.0,23.0,20.0,6.0,20.0,23.0,3.0,14.0,2.0,2.0,1.0,14.0,1.0,1.0,1.0,1.0,90.0,47.0,7.2,14.0,0.00146735,0,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369437,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,False,32.0,22.0,6.0,2.0,11.0,12.0,11.0,22.0,,2.0,1.0,3.0,,,,,90.0,56.0,6.8,18.0,0.0170287,0,,2.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369437,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,63.0,54.0,8.0,4.0,41.0,42.0,13.0,22.0,1.0,1.0,,7.0,,,,,90.0,69.0,7.0,11.0,0.0123722,0,,1.0,4.0,,,,,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369437,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,59.0,53.0,9.0,3.0,43.0,44.0,10.0,15.0,1.0,2.0,7.0,6.0,,,,,90.0,73.0,7.2,7.0,0.0149035,2,,,4.0,1.0,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,0.0576,,,,,,,,,,,,,,,,,,
11369437,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,68.0,54.0,6.0,1.0,34.0,40.0,21.0,31.0,2.0,8.0,,11.0,,,,,90.0,93.0,7.5,16.0,0.546967,1,,3.0,5.0,1.0,2.0,2.0,1.0,,,3.0,1.0,,,1.0,,,1.0,3.0,2.0,0.1614,1.0,1.0,1.0,,,,,,,,,,,,,,,
11369437,home,Athletic Club,Ander Herrera,ander-herrera,A. Herrera,M,21,182,3084,M,,82474,EUR,619056000,M,21,21,False,39.0,34.0,5.0,3.0,17.0,19.0,17.0,20.0,,4.0,,7.0,,,,,56.0,50.0,7.1,6.0,0.104472,1,,,3.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,2.0,2.0,0.0287,,,1.0,1.0,,,,,,,,,,,,,,
11369437,home,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179,600,M,,1012409,EUR,981590400,M,24,24,False,33.0,24.0,5.0,1.0,12.0,16.0,13.0,18.0,4.0,8.0,1.0,10.0,,,,,86.0,55.0,7.2,12.0,0.264722,0,,1.0,9.0,2.0,1.0,,1.0,,1.0,2.0,1.0,,,3.0,3.0,1.0,,2.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,
11369437,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,15.0,10.0,1.0,,2.0,3.0,8.0,15.0,1.0,4.0,,6.0,,,,,90.0,37.0,7.6,16.0,0.660513,4,,3.0,6.0,,3.0,1.0,1.0,1.0,2.0,,3.0,,,,,4.0,,1.0,,0.3717,,2.0,1.0,,True,4.0,2.0,1.1029,,,,,,,,,,
11369437,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,25.0,16.0,1.0,,4.0,5.0,13.0,22.0,2.0,5.0,,,,,,,66.0,36.0,7.1,12.0,0.127186,1,,2.0,1.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,,,2.0,,1.0,1.0,,0.2237,1.0,,,,,,,,,,,,,,,,,
11369437,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,27.0,23.0,2.0,,8.0,9.0,18.0,28.0,,8.0,,6.0,,,,,86.0,60.0,7.4,20.0,0.310744,2,,10.0,10.0,1.0,6.0,5.0,,,3.0,2.0,2.0,,,2.0,,4.0,,1.0,,0.2874,3.0,1.0,2.0,1.0,,1.0,,0.2227,,,,,,,,,,
