match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalCross,captain,stat_dispossessed,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim
11352430,home,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190,545,M,45959,EUR,719798400,G,24,24,False,44.0,19.0,39.0,14.0,6.0,9.0,13.0,35.0,2.0,7.0,4.0,5.0,1.0,1.0,90.0,53.0,6.9,25.0,0.00463943,0,-0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352430,home,Luton Town,Teden Mengi,teden-mengi,T. Mengi,D,15,183,754,M,979233,EUR,1020124800,D,15,15,False,32.0,22.0,10.0,4.0,14.0,17.0,8.0,15.0,6.0,6.0,,,,,90.0,46.0,6.7,10.0,0.00562872,1,,,,1.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0171,0.0367,,,,,,,,,,,,,,,,,,
11352430,home,Luton Town,Gabriel Osho,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,2,2,False,25.0,22.0,4.0,3.0,18.0,19.0,4.0,6.0,7.0,6.0,,,,,90.0,43.0,7.5,4.0,0.00207896,1,,,,2.0,1.0,2.0,3.0,,,1.0,2.0,2.0,2.0,2.0,0.1597,0.356,1.0,,,,,,,,,,,,,,,,,
11352430,home,Luton Town,Amari'i Bell,amarii-bell,A. Bell,D,17,179,289,M,369674,EUR,768096000,D,29,29,False,23.0,18.0,4.0,1.0,12.0,15.0,6.0,8.0,4.0,3.0,,,,,90.0,33.0,6.3,6.0,0.00070075,0,,,,2.0,2.0,5.0,4.0,,,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
11352430,home,Luton Town,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16736,M,1006189,EUR,989625600,M,12,12,False,21.0,17.0,4.0,3.0,13.0,15.0,4.0,7.0,5.0,5.0,,,,,90.0,50.0,6.7,15.0,0.00217912,0,,,,1.0,2.0,7.0,8.0,4.0,2.0,,,,4.0,3.0,,,,1.0,3.0,,4.0,,issa_kabore_29,1.0,,,,,,,,,,
11352430,home,Luton Town,Pelly Ruddock Mpanzu,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175,298,M,387116,EUR,742867200,M,17,17,False,24.0,18.0,2.0,,15.0,17.0,3.0,7.0,3.0,7.0,,,,,88.0,33.0,6.3,7.0,0.00082865,1,,,,3.0,1.0,5.0,2.0,,,,,1.0,1.0,,0.017,,,1.0,,,,,,,True,1.0,1.0,,,,,,,
11352430,home,Luton Town,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,6,6,False,38.0,27.0,5.0,2.0,12.0,16.0,15.0,22.0,2.0,11.0,,,,,90.0,62.0,7.9,16.0,0.0174929,1,,,,,6.0,5.0,17.0,7.0,6.0,1.0,1.0,1.0,2.0,,0.0507,0.0284,1.0,1.0,2.0,4.0,2.0,1.0,,,,1.0,,,,,,,,
11352430,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183,521,M,945792,EUR,945734400,M,45,45,False,22.0,11.0,4.0,,7.0,11.0,6.0,16.0,2.0,3.0,,,,,88.0,48.0,7.4,19.0,0.2911,0,,,,,,6.0,4.0,3.0,1.0,,1.0,2.0,3.0,2.0,,,,1.0,,,2.0,2.0,,5.0,,1.0,,2.0,2.0,1.0,,,,
11352430,home,Luton Town,Andros Townsend,andros-townsend,A. Townsend,F,30,181,590,M,47992,EUR,679622400,F,30,30,False,19.0,13.0,,,8.0,9.0,5.0,12.0,,4.0,,,,,62.0,34.0,6.7,12.0,0.00835881,1,,,,1.0,,3.0,2.0,1.0,1.0,,,,,,0.0483,,,1.0,3.0,1.0,,1.0,,2.0,,1.0,,1.0,,,1.0,,,
11352430,home,Luton Town,Jacob Brown,jacob-brown,J. Brown,F,40,178,156,M,858911,EUR,892166400,F,19,19,False,19.0,13.0,2.0,,4.0,5.0,9.0,16.0,,2.0,,,,,61.0,29.0,6.6,10.0,0.00862635,0,,,,2.0,2.0,6.0,6.0,1.0,,,,,4.0,3.0,,,,,1.0,,3.0,,,2.0,,,,,,,,,,
