match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonTackle,stat_wonContest,player_firstName,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,captain,stat_bigChanceCreated,player_lastName,stat_bigChanceMissed
12450993,home,Montpellier,Dimitry Bertaud,bertaud-dimitry,D. Bertaud,G,16,179,4975,M,d_bertaud16,794465,EUR,897091200,G,16,16,False,27.0,20.0,16.0,10.0,0.0,14.0,16.0,6.0,11.0,6.0,1.0,3.0,3.0,90.0,37.0,7.0,8.0,0.00179269,0,-0.6979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450993,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,,796372,EUR,799286400,D,77,77,False,42.0,34.0,5.0,2.0,1.0,14.0,16.0,21.0,28.0,3.0,,,,90.0,69.0,7.1,14.0,0.0803427,0,,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12450993,home,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187,462,M,,940918,EUR,1011484800,D,27,27,False,51.0,48.0,4.0,3.0,0.0,33.0,36.0,15.0,15.0,2.0,,,,70.0,59.0,6.5,4.0,0.00565262,0,,,,2.0,1.0,4.0,5.0,1.0,,,,,1.0,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,
12450993,home,Montpellier,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,581,M,,904759,EUR,924048000,D,5,5,False,44.0,40.0,4.0,2.0,0.0,31.0,32.0,9.0,12.0,3.0,,,,90.0,59.0,8.2,4.0,0.0044797,4,,,,2.0,3.0,3.0,6.0,1.0,,1.0,,,2.0,,,,4.0,1.0,2.0,2.0,1.0,1.0,0.3144,0.3673,,,,,,,,,,
12450993,home,Montpellier,Lucas Mincarelli Davin,mincarelli-davin-lucas,L. M. Davin,D,21,180,94,M,,1512339,EUR,1074124800,D,21,21,False,37.0,26.0,6.0,3.0,0.0,17.0,19.0,9.0,22.0,2.0,,,,45.0,51.0,6.7,16.0,0.00748138,0,,4.0,,1.0,1.0,2.0,4.0,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,
12450993,home,Montpellier,Rabby Nzingoula,rabby-nzingoula,R. Nzingoula,M,22,183,464,M,,1492676,EUR,1132876800,M,19,19,False,31.0,23.0,3.0,2.0,0.0,11.0,17.0,12.0,15.0,5.0,,,,90.0,58.0,7.2,15.0,0.0164566,0,,1.0,,,1.0,6.0,12.0,,3.0,,3.0,2.0,3.0,2.0,,4.0,2.0,5.0,,,,,,,4.0,3.0,,,,,,,,
12450993,home,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,10,172,588,M,,1387157,EUR,1086739200,M,22,22,False,37.0,33.0,6.0,6.0,0.0,20.0,21.0,13.0,17.0,4.0,,,,71.0,45.0,7.2,6.0,0.127863,0,,1.0,,1.0,,4.0,4.0,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,2.0,1.0,Khalil Fayad,,,,,,,
12450993,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,,848458,EUR,900633600,M,7,7,False,25.0,17.0,1.0,,0.0,4.0,6.0,15.0,26.0,3.0,,,,90.0,55.0,7.4,18.0,0.467202,2,,7.0,2.0,1.0,1.0,4.0,12.0,,2.0,,1.0,2.0,4.0,1.0,3.0,4.0,,3.0,1.0,,,,0.141,,,4.0,,1.0,1.0,1.0,,,,
12450993,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,,156682,EUR,693360000,M,11,11,False,48.0,37.0,7.0,3.0,2.0,13.0,16.0,27.0,47.0,4.0,,,,88.0,73.0,8.2,29.0,0.657995,0,,15.0,3.0,,,4.0,2.0,1.0,1.0,,,3.0,2.0,2.0,6.0,1.0,1.0,,,,,,,,,,,,,,True,2.0,,
12450993,home,Montpellier,Yanis Issoufou,yanis-issoufou,Y. Issoufou,F,8,182,195,M,,1426229,EUR,1161993600,M,39,39,False,2.0,1.0,,,0.0,1.0,2.0,,1.0,1.0,,,,27.0,10.0,6.7,4.0,2.3e-07,0,,1.0,,,,,3.0,,,,,1.0,,,,,1.0,3.0,,,,,,,2.0,,,,,,,,,
12450993,home,Montpellier,Akor Adams,akor-adams,A. Adams,F,9,190,25542,M,,946381,EUR,949104000,F,8,8,False,12.0,7.0,,,0.0,4.0,4.0,3.0,10.0,,,,,90.0,21.0,8.7,8.0,0.00952803,5,,2.0,,3.0,2.0,6.0,3.0,,,,,,,2.0,1.0,2.0,,,2.0,3.0,2.0,,1.3976,1.9959,,1.0,,,,3.0,,,,
12450993,home,Montpellier,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180,478,M,,954060,EUR,982454400,M,70,70,True,20.0,17.0,1.0,,0.0,5.0,5.0,12.0,16.0,5.0,,,,63.0,34.0,6.5,9.0,0.0391055,2,,1.0,,2.0,1.0,8.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,0.1596,,1.0,,,2.0,,,,,,
12450993,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,,1103548,EUR,1038009600,D,29,29,True,13.0,9.0,,,0.0,3.0,6.0,6.0,9.0,1.0,,,,45.0,22.0,6.7,7.0,0.00210239,0,,2.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,Enzo Tchato Mbiayi,,,,,,,
12450993,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,,848537,EUR,861062400,D,4,4,True,4.0,2.0,2.0,,0.0,2.0,2.0,,2.0,1.0,,,,20.0,8.0,6.2,3.0,2.82e-05,0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12450993,home,Montpellier,Birama Touré,birama-toure,B. Touré,M,60,183,136,M,,246507,EUR,707788800,M,20,20,True,11.0,6.0,2.0,,0.0,4.0,5.0,2.0,6.0,3.0,,,,19.0,15.0,6.5,5.0,0.00050982,1,,,,,,1.0,2.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,0.0265,,1.0,,,1.0,,,,,,
