match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_aerialWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,player_sofascoreId
10835052,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,27.0,14.0,16.0,3.0,13.0,16.0,1.0,11.0,5.0,2.0,2.0,90.0,34.0,5.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835052,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175,76,M,983662,EUR,948326400,D,20,20,False,26.0,19.0,4.0,,8.0,11.0,11.0,15.0,6.0,,,90.0,54.0,6.3,14.0,0,6.0,5.0,1.0,2.0,3.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
10835052,home,Almere City FC,Damian van Bruggen,damian-van-bruggen,D. v. Bruggen,D,14,184,61,M,285991,EUR,827107200,D,4,4,False,34.0,28.0,7.0,2.0,22.0,24.0,6.0,10.0,6.0,,,90.0,46.0,6.4,6.0,0,1.0,2.0,,,3.0,1.0,1.0,,,1.0,1.0,,True,2.0,,,,,,,,,,,,,,,,,
10835052,home,Almere City FC,Theo Barbet,theo-barbet,T. Barbet,D,22,184,56,M,911846,EUR,983836800,D,22,22,False,30.0,27.0,3.0,3.0,19.0,20.0,8.0,10.0,6.0,,,76.0,43.0,6.7,5.0,0,2.0,6.0,,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
10835052,home,Almere City FC,Thomas Poll,thomas-poll,T. Poll,D,5,184,73,M,1015874,EUR,998956800,D,5,5,False,27.0,16.0,2.0,,8.0,10.0,8.0,17.0,5.0,,,90.0,47.0,5.8,16.0,1,6.0,2.0,1.0,,1.0,2.0,2.0,2.0,4.0,,5.0,,,,,,,,1.0,,,,,,,,,,,,
10835052,home,Almere City FC,Álvaro Peña,alvaro-pena,Á. Peña,M,23,178,37,M,294351,EUR,688262400,M,18,18,False,35.0,30.0,2.0,,18.0,19.0,12.0,16.0,3.0,,,67.0,46.0,6.6,7.0,0,2.0,4.0,,1.0,,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10835052,home,Almere City FC,Stije Resink,stije-resink,S. Resink,M,6,186,610,M,1090328,EUR,1053993600,M,28,28,False,35.0,33.0,4.0,3.0,14.0,14.0,19.0,21.0,4.0,,,90.0,50.0,7.2,6.0,2,6.0,8.0,1.0,2.0,1.0,,6.0,3.0,3.0,1.0,4.0,1.0,,,Stije Resink,,,1.0,2.0,1.0,,,,,,,,,,,
10835052,home,Almere City FC,Ilias Alhaft,ilias-alhaft,I. Alhaft,F,97,171,140,M,823302,EUR,856656000,M,11,11,False,8.0,7.0,1.0,1.0,1.0,1.0,7.0,9.0,2.0,,,68.0,17.0,6.5,4.0,2,5.0,1.0,1.0,1.0,,1.0,,,,1.0,2.0,2.0,,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,
10835052,home,Almere City FC,Pascu,pascu,Pascu,M,10,184,38,M,964177,EUR,954633600,M,14,14,False,24.0,21.0,,,8.0,8.0,13.0,16.0,4.0,,,90.0,38.0,6.3,9.0,0,7.0,5.0,,1.0,1.0,,3.0,3.0,3.0,2.0,3.0,1.0,,,,,1.0,,,,,,2.0,,,,,,,,
10835052,home,Almere City FC,Anthony Limbombe,anthony-limbombe,A. Limbombe,M,77,177,135,M,134543,EUR,774230400,M,7,7,False,20.0,12.0,2.0,1.0,5.0,5.0,7.0,17.0,1.0,,,45.0,29.0,6.2,13.0,0,3.0,2.0,,4.0,,1.0,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,
