match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_lastManTackle,stat_totalCross,stat_accurateCross,stat_totalContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_hitWoodwork,player_sofascoreId
12624401,home,Al-Okhdood,Rakan Najjar,,,rakan-najjar,R. Najjar,G,1,187.0,31,M,869271,EUR,801792000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,home,Al-Okhdood,Saud Salem,Saud Salem,,saud-salem,S. Salem,M,19,166.0,6,M,1525046,EUR,1123977600,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,home,Al-Okhdood,Mohammed Al Jahif,Mohammed Al Jahif,,mohammed-al-jahif,M. A. Jahif,M,10,175.0,11,M,1521471,EUR,912297600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,home,Al-Okhdood,Karim Ashraf,Karim Ashraf,,karim-ashraf,K. Ashraf,F,,170.0,12,M,1940986,EUR,1077062400,M,64,64,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Abdullah Hussein Alowayshir,,,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,976548,EUR,674092800,G,1,1,False,36.0,18.0,19.0,1.0,0.0,17.0,17.0,1.0,19.0,1.0,,2.0,,2.0,13.0,3.0,2.0,,,90.0,48.0,7.0,18.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,
12624401,away,Al Wehda,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,12.0,8.0,1.0,1.0,0.0,4.0,5.0,4.0,10.0,,2.0,,1.0,6.0,2.0,,,,,66.0,35.0,6.8,14.0,0,,,,,,,,,,,,1.0,,3.0,,,,,,1.0,,,,,,,
12624401,away,Al Wehda,Ali Makki,Ali Makki,,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,22,22,False,32.0,25.0,6.0,,0.0,16.0,17.0,9.0,15.0,1.0,2.0,5.0,,6.0,1.0,,,,,90.0,47.0,6.7,7.0,0,1.0,,2.0,2.0,1.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Abdullah Al-Hafith,,,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,34.0,27.0,5.0,,0.0,22.0,22.0,5.0,12.0,1.0,4.0,3.0,,10.0,1.0,,,,,90.0,48.0,6.9,7.0,0,4.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Ali Al-Salem,,,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,49,49,False,21.0,13.0,8.0,3.0,0.0,9.0,10.0,5.0,12.0,1.0,4.0,5.0,1.0,10.0,4.0,,,,,90.0,51.0,7.1,11.0,1,,,1.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,2.0,,,,,,
12624401,away,Al Wehda,Mohamed Al Makahasi,,,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,M,35,35,False,23.0,19.0,1.0,1.0,0.0,5.0,6.0,15.0,18.0,1.0,3.0,4.0,,2.0,1.0,,,,,90.0,39.0,7.6,8.0,1,1.0,,1.0,1.0,1.0,,,,,1.0,2.0,,,1.0,1.0,,,,1.0,2.0,,,1.0,,,,
12624401,away,Al Wehda,Waleed Bakshween,,,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,36.0,31.0,1.0,1.0,0.0,17.0,21.0,14.0,15.0,2.0,2.0,6.0,,1.0,7.0,,,,,90.0,46.0,7.0,7.0,0,1.0,,1.0,2.0,2.0,,True,,,1.0,1.0,1.0,,,,2.0,,,,,1.0,,,,,,
12624401,away,Al Wehda,Juninho Bacuna,,,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,10,10,False,32.0,29.0,3.0,2.0,0.0,16.0,17.0,13.0,17.0,2.0,5.0,4.0,1.0,,3.0,,,,,90.0,45.0,7.0,8.0,1,1.0,3.0,,1.0,1.0,2.0,,,,1.0,,,,2.0,,1.0,1.0,,,1.0,1.0,,,,,,
12624401,away,Al Wehda,Abdulaziz Noor,Abdulaziz Noor,,abdulaziz-noor,A. Noor,M,24,173.0,80,M,1085115,EUR,916617600,F,24,24,False,13.0,6.0,1.0,,0.0,,,6.0,14.0,2.0,5.0,9.0,,,1.0,,,,,89.0,35.0,7.7,15.0,4,1.0,,,2.0,1.0,,,,2.0,2.0,2.0,,,1.0,,6.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,
12624401,away,Al Wehda,Odion Ighalo,,,odion-ighalo,O. Ighalo,F,,183.0,2180,M,29774,EUR,613958400,F,9,9,False,16.0,12.0,3.0,2.0,0.0,3.0,3.0,9.0,13.0,,3.0,3.0,,,1.0,,,,,65.0,20.0,6.7,4.0,0,2.0,,,,,1.0,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,
12624401,away,Al Wehda,Craig Goodwin,,,craig-goodwin,C. Goodwin,M,11,183.0,692,M,220113,EUR,692841600,F,23,23,False,10.0,9.0,1.0,,0.0,4.0,4.0,5.0,8.0,1.0,3.0,1.0,,,1.0,,,,,65.0,18.0,6.6,6.0,1,,,2.0,,,1.0,,,,1.0,,,,2.0,,,,,1.0,2.0,,,,,,,
12624401,away,Al Wehda,Alexandru Crețu,,,alexandru-cretu,A. Crețu,M,4,189.0,120,M,229678,EUR,704073600,M,6,6,True,8.0,6.0,1.0,,1.0,2.0,3.0,4.0,5.0,,3.0,1.0,1.0,,3.0,,,,,25.0,18.0,7.3,6.0,1,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,1.0,,1.0,,,,,,1.0,
12624401,away,Al Wehda,Yahya Naji,,,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800,F,80,80,True,2.0,1.0,,,0.0,,,1.0,2.0,,4.0,1.0,,,1.0,,,,,25.0,6.0,6.6,2.0,1,3.0,,,,,,,,1.0,,,,,,,2.0,,,,,1.0,,,,,,
12624401,away,Al Wehda,Youssef Amyn,,,amyn-youssef,Y. Amyn,M,20,175.0,3727,M,1106352,EUR,1061424000,F,11,11,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,2.0,2.0,,,,,,,,24.0,12.0,6.8,3.0,0,,,,,,,,,,,,2.0,,,,3.0,,,,1.0,2.0,,,,,,yaminio10
12624401,away,Al Wehda,Meshal Alaeli,Meshal Alaeli,,meshal-alaeli,M. Alaeli,D,2,,31,M,1495868,EUR,1087430400,D,13,13,True,2.0,1.0,1.0,,0.0,,,1.0,2.0,,1.0,,,2.0,1.0,,,,,9.0,4.0,6.5,1.0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Sultan Al Harbi,,,sultan-al-harbi,S. Al Harbi,G,,181.0,1,M,2140593,EUR,1120867200,G,60,60,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Ahmed Al Rashidi,Ahmed Al Rashidi,,ahmed-al-rashidi,A. A. Rashidi,G,47,180.0,5,M,1549265,EUR,1026864000,G,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Hussain Ahmed Al Issa,,,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173.0,18,M,989764,EUR,978048000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624401,away,Al Wehda,Mourad Khodari,,,murad-khadhari,M. Khodari,F,77,171.0,66,M,1517639,EUR,1047427200,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
