match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_clearanceOffLine
11409042,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,32.0,23.0,17.0,8.0,20.0,21.0,3.0,11.0,3.0,7.0,1.0,2.0,4.0,2.0,90.0,43.0,7.8,10.0,0.00115851,0,1.8617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409042,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,43.0,26.0,9.0,4.0,11.0,17.0,16.0,32.0,3.0,8.0,,,,,90.0,77.0,7.6,26.0,0.0345379,0,,Dinis Pinto,,1.0,6.0,1.0,2.0,1.0,6.0,7.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11409042,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,47.0,42.0,7.0,6.0,32.0,36.0,10.0,11.0,3.0,,,,,,90.0,54.0,7.1,5.0,0.00625821,1,,,,,,,3.0,2.0,4.0,3.0,,,,,,,,,True,1.0,1.0,1.0,0.0508,,,,,,,,,,,,
11409042,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,53.0,44.0,7.0,4.0,38.0,44.0,6.0,9.0,5.0,2.0,,,,,90.0,67.0,7.8,9.0,0.00340089,2,,,,,,,1.0,3.0,4.0,7.0,,,,,3.0,3.0,1.0,,,2.0,1.0,1.0,0.1167,1.0,2.0,0.0734,,,,,,,,,
11409042,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,42.0,28.0,8.0,3.0,14.0,17.0,14.0,32.0,6.0,6.0,,,,,90.0,78.0,7.6,28.0,0.010961,0,,,,,7.0,,1.0,1.0,1.0,6.0,,,,3.0,4.0,3.0,,1.0,,,,1.0,,,,,3.0,,,,,,,,
11409042,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,33.0,30.0,4.0,4.0,10.0,10.0,20.0,23.0,,2.0,,,,,70.0,44.0,7.0,4.0,0.116216,2,,,,,,,2.0,,5.0,5.0,,,,1.0,4.0,3.0,2.0,,,1.0,1.0,1.0,0.1524,1.0,,,1.0,1.0,,,,,,,
11409042,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,40.0,37.0,3.0,2.0,19.0,20.0,18.0,20.0,1.0,3.0,,,,,70.0,48.0,7.0,4.0,0.0363922,2,,,,,,,,,2.0,4.0,,3.0,3.0,,1.0,,,,,2.0,1.0,,0.0334,,,,1.0,,1.0,,,,,,
11409042,home,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,937555,EUR,935625600,M,31,31,False,23.0,19.0,,,3.0,4.0,16.0,21.0,,2.0,,,,,89.0,39.0,7.8,9.0,0.025636,2,,,,,2.0,,2.0,1.0,3.0,4.0,,2.0,1.0,,,,,1.0,,,,2.0,0.1456,1.0,,0.42,2.0,,1.0,1.0,,,,,
11409042,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,28.0,23.0,,,8.0,10.0,17.0,25.0,,5.0,,,,,90.0,49.0,7.6,14.0,0.24708,1,,,,,7.0,2.0,2.0,,3.0,6.0,,,,,4.0,4.0,1.0,3.0,,,,2.0,0.0636,,1.0,,4.0,,1.0,,1.0,,,,
11409042,home,Moreirense,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,7,177,139,M,1092638,EUR,1017360000,M,17,17,False,15.0,11.0,1.0,,3.0,5.0,8.0,12.0,2.0,1.0,,,,,45.0,29.0,6.7,8.0,0.0114537,1,,Jeremy,Antonisse,,2.0,,1.0,,4.0,4.0,,2.0,2.0,,2.0,,2.0,,,1.0,,,0.0391,,,,2.0,,1.0,,,,,,
