match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_dispossessed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,captain,stat_bigChanceMissed,player_lastName,stat_errorLeadToAShot
13472724,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195.0,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,32.0,24.0,13.0,6.0,0.0,22.0,25.0,2.0,7.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,90.0,42.0,7.1,8.0,0.00069944,0,-0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472724,home,Flamengo,Emerson Royal,emerson-royal,E. Royal,D,,183.0,10094,M,emerson_royal,856123,EUR,916272000,D,22,22,False,43.0,39.0,2.0,1.0,0.0,15.0,17.0,24.0,26.0,9.0,4.0,1.0,3.0,7.0,,,,90.0,78.0,8.0,11.0,0.477731,0,,5.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,
13472724,home,Flamengo,Danilo,danilo,Danilo,D,13,184.0,15246,M,Danilo,124992,EUR,679536000,D,13,13,False,70.0,61.0,11.0,3.0,0.0,28.0,30.0,33.0,40.0,2.0,,,4.0,5.0,,,,90.0,81.0,6.7,11.0,0.0366713,1,,2.0,,6.0,1.0,9.0,,1.0,1.0,,,,,2.0,1.0,1.0,0.2423,,,,,,,,,,,,
13472724,home,Flamengo,Léo Ortiz,leo-ortiz,L. Ortiz,D,3,185.0,10970,M,leortiz33,869643,EUR,820627200,D,3,3,False,82.0,76.0,10.0,8.0,0.0,48.0,51.0,28.0,31.0,8.0,1.0,1.0,8.0,6.0,,,,90.0,97.0,7.1,8.0,0.0163482,0,,,,6.0,5.0,6.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
13472724,home,Flamengo,Ayrton Lucas,ayrton-lucas,A. Lucas,D,6,180.0,7146,M,AyrtonLucas,818473,EUR,866678400,D,6,6,False,16.0,15.0,1.0,1.0,0.0,5.0,6.0,10.0,10.0,5.0,,,1.0,,,,,57.0,30.0,6.7,3.0,0.00835729,0,,1.0,,1.0,1.0,3.0,,,2.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,
13472724,home,Flamengo,Allan,allan,Allan,M,29,172.0,5267,M,,828839,EUR,857347200,M,29,29,False,73.0,67.0,5.0,1.0,0.0,36.0,37.0,31.0,36.0,3.0,2.0,1.0,1.0,8.0,,,,90.0,85.0,7.1,7.0,0.0480488,0,,,,,,1.0,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,
13472724,home,Flamengo,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184.0,13500,M,Saul,116955,EUR,785376000,M,8,8,False,56.0,48.0,5.0,4.0,0.0,26.0,29.0,22.0,27.0,5.0,1.0,1.0,,5.0,,,,90.0,66.0,7.1,11.0,0.287931,1,,,,2.0,2.0,8.0,,,2.0,1.0,1.0,,2.0,3.0,1.0,2.0,0.0955,,2.0,1.0,,,,,,,,,
13472724,home,Flamengo,Gonzalo Plata,gonzalo-plata,G. Plata,M,19,178.0,20442,M,gonzaloplata,937937,EUR,973036800,M,50,50,False,35.0,29.0,,,0.0,4.0,6.0,25.0,29.0,3.0,1.0,1.0,,2.0,,,,77.0,41.0,6.9,7.0,0.0377902,1,,,,3.0,,5.0,,,,,1.0,2.0,1.0,1.0,,1.0,0.0256,,,,1.0,,,,,,,,
13472724,home,Flamengo,Jorge Carrascal,jorge-carrascal,J. Carrascal,M,15,179.0,14876,M,,590392,EUR,896054400,M,15,15,False,24.0,20.0,2.0,1.0,0.0,2.0,3.0,18.0,21.0,7.0,2.0,,,1.0,,,,65.0,43.0,7.0,13.0,0.289912,1,,2.0,,2.0,1.0,11.0,,,4.0,1.0,3.0,2.0,,2.0,,3.0,0.6557,,2.0,,,1.0,1.0,0.8493,,,,,
13472724,home,Flamengo,Everton,everton,Everton,M,11,174.0,12386,M,Evertons,386198,EUR,827452800,M,11,11,False,12.0,11.0,,,0.0,3.0,4.0,8.0,8.0,2.0,2.0,,,3.0,,,,57.0,19.0,6.5,4.0,0.00784635,1,,,,1.0,,6.0,,,1.0,1.0,1.0,1.0,,,1.0,3.0,0.0119,,,1.0,,,,,Everton,,,,
