match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_lastManTackle,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_wonTackle,stat_errorLeadToAGoal,captain,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
12450947,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,28.0,24.0,10.0,6.0,0.0,20.0,20.0,4.0,8.0,4.0,4.0,5.0,90.0,35.0,7.1,4.0,0.00126605,0,1.2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450947,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,45.0,36.0,5.0,2.0,0.0,16.0,19.0,21.0,36.0,1.0,,,82.0,76.0,6.5,22.0,0.0271916,0,,Enzo Tchato Mbiayi,10.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12450947,home,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187,462,M,940918,EUR,1011484800,D,27,27,False,67.0,64.0,3.0,3.0,0.0,37.0,40.0,27.0,28.0,8.0,,,90.0,82.0,7.0,4.0,0.0112134,1,,,1.0,,1.0,1.0,1.0,3.0,,,5.0,,1.0,,,,1.0,1.0,1.0,1.0,0.0554,0.0681,,,,,,,,,,,,,,,,,,,
12450947,home,Montpellier,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,581,M,904759,EUR,924048000,D,5,5,False,61.0,53.0,10.0,5.0,0.0,29.0,31.0,24.0,30.0,5.0,,,90.0,74.0,7.2,8.0,0.0097776,0,,,,,2.0,4.0,2.0,9.0,,,3.0,2.0,1.0,,,,2.0,2.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,
12450947,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,23.0,16.0,,,0.0,7.0,8.0,9.0,18.0,3.0,,,71.0,41.0,6.3,12.0,0.038262,1,,Issiaga,3.0,,1.0,1.0,4.0,2.0,1.0,,2.0,1.0,,2.0,,1.0,,,,,0.1016,,,Sylla,ISylla,1.0,2.0,1.0,1.0,,,,,,,,,,,,
12450947,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,42.0,36.0,6.0,4.0,0.0,19.0,19.0,17.0,25.0,3.0,,,71.0,54.0,6.7,8.0,0.0119953,2,,,2.0,,,1.0,1.0,4.0,1.0,,2.0,2.0,1.0,,,,,,,,0.1728,,,,,,,,,2.0,,,,,,,,,,,
12450947,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,M,9,9,False,35.0,25.0,,,0.0,4.0,6.0,21.0,31.0,4.0,,,90.0,58.0,6.4,21.0,0.0378044,0,,,2.0,,1.0,1.0,4.0,9.0,,1.0,1.0,2.0,3.0,1.0,,,4.0,3.0,,,,,,,,,,,6.0,,2.0,1.0,,,,,,,,,
12450947,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,73.0,61.0,7.0,4.0,0.0,22.0,24.0,39.0,51.0,6.0,,,85.0,87.0,6.6,16.0,0.0381136,0,,,2.0,,2.0,,5.0,3.0,2.0,,1.0,3.0,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,True,,,,,,,,
12450947,home,Montpellier,Rabby Nzingoula,rabby-nzingoula,R. Nzingoula,M,22,183,464,M,1492676,EUR,1132876800,M,19,19,False,14.0,13.0,1.0,1.0,0.0,7.0,8.0,6.0,8.0,4.0,,,45.0,22.0,6.2,5.0,0.0099159,0,,,2.0,,2.0,,7.0,1.0,1.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
12450947,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,36.0,24.0,9.0,3.0,0.0,4.0,5.0,22.0,37.0,2.0,,,71.0,54.0,7.4,17.0,0.0898983,3,,,6.0,2.0,1.0,,4.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,,,2.0,,0.8401,0.8463,,,,1.0,,,,,,,,1.0,,,,,,,
