match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_accurateCross,stat_wonContest,stat_bigChanceMissed,stat_dispossessed,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper
10408602,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,False,30.0,17.0,20.0,8.0,13.0,15.0,4.0,15.0,1.0,11.0,1.0,1.0,4.0,4.0,90.0,43.0,7.4,13.0,0.0,0.0,0.00140555,0,0.2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408602,home,Almería,Kaiky,kaiky,Kaiky,D,15,185,747,M,1105331,EUR,1073865600,D,2,2,False,20.0,15.0,2.0,1.0,14.0,17.0,1.0,3.0,2.0,3.0,,,,,74.0,25.0,6.4,5.0,0.0,0.0,0.00431371,0,,Kaiky,,3.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408602,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,877,M,168745,EUR,752284800,D,19,19,False,28.0,24.0,5.0,2.0,19.0,20.0,5.0,8.0,3.0,4.0,,,,,90.0,40.0,7.2,4.0,0.0599,0.0,0.00110732,1,,,,1.0,2.0,1.0,6.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408602,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195,634,M,280815,EUR,830131200,D,22,22,False,19.0,12.0,5.0,1.0,10.0,14.0,2.0,5.0,1.0,3.0,,,,,90.0,22.0,6.3,8.0,0.0,0.0,0.00048814,0,,,,,1.0,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,
10408602,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,M,17,17,False,21.0,14.0,5.0,3.0,8.0,11.0,6.0,12.0,4.0,3.0,1.0,,,,74.0,40.0,7.4,10.0,0.0,0.0,0.0212016,0,,,,1.0,2.0,1.0,3.0,,,,1.0,1.0,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,
10408602,home,Almería,Íñigo Eguaras,inigo-eguaras,Í. Eguaras,M,16,181,52,M,572198,EUR,699926400,M,4,4,False,9.0,8.0,2.0,1.0,7.0,7.0,1.0,2.0,,,,,,,45.0,13.0,6.3,2.0,0.013,0.0,0.00028746,1,,,,,,3.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
10408602,home,Almería,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,23,23,False,25.0,20.0,3.0,1.0,12.0,14.0,8.0,12.0,5.0,6.0,1.0,,,,90.0,38.0,6.6,7.0,0.1099,0.2977,0.0042484,1,,,,,1.0,7.0,2.0,4.0,,,,3.0,,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,
10408602,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,M,15,15,False,24.0,16.0,4.0,1.0,9.0,12.0,8.0,13.0,7.0,9.0,,,,,90.0,44.0,7.7,11.0,0.0188,0.3823,0.26567,1,,,,,,,1.0,,,,1.0,2.0,,,,1.0,1.0,,1.0,,5.0,1.0,,1.0,5.0,,,,,,
10408602,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,F,5,5,False,20.0,14.0,3.0,1.0,6.0,9.0,9.0,18.0,6.0,5.0,5.0,,,,82.0,36.0,7.1,12.0,0.3708,0.0,0.0510751,1,,,,3.0,,4.0,,,1.0,,,1.0,1.0,,,7.0,,,2.0,1.0,,,,1.0,,1.0,,,,,
10408602,home,Almería,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,False,7.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,,,,80.0,18.0,6.9,8.0,0.4772,1.0667,0.00159151,2,,,,,,6.0,,3.0,,,,1.0,1.0,,,,,3.0,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,
