match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
10438187,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,27.0,14.0,18.0,6.0,10.0,14.0,4.0,13.0,15.0,1.0,1.0,3.0,1.0,1.0,90.0,39.0,7.4,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438187,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,35.0,22.0,2.0,,8.0,14.0,15.0,25.0,7.0,,,,,,90.0,59.0,7.5,19.0,0,4.0,1.0,1.0,1.0,4.0,6.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,
10438187,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,36.0,32.0,4.0,2.0,25.0,27.0,7.0,9.0,1.0,,,,,,90.0,48.0,7.0,5.0,1,,,2.0,3.0,6.0,4.0,,,,6.0,1.0,,,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
10438187,home,Vizela,Ivanildo Fernandes,,,ivanildo-fernandes,I. Fernandes,D,14,193,63,M,806515,EUR,827798400,D,4,4,False,34.0,29.0,4.0,1.0,21.0,22.0,8.0,12.0,2.0,,,,,,90.0,51.0,7.0,8.0,0,,,2.0,2.0,7.0,5.0,,,,5.0,2.0,1.0,1.0,1.0,,1.0,3.0,,2.0,,,,,,,,
10438187,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,16,16,False,18.0,12.0,1.0,,6.0,9.0,6.0,9.0,1.0,,,,,,45.0,37.0,6.7,9.0,0,,,3.0,,5.0,5.0,2.0,2.0,,2.0,1.0,1.0,3.0,2.0,,,,,,,2.0,,,,,,
10438187,home,Vizela,Pedro Ortiz,,,ortiz-pedro,P. Ortiz,M,24,184,91,M,964981,EUR,966643200,M,34,34,False,38.0,35.0,1.0,1.0,25.0,26.0,10.0,13.0,4.0,,,,,,82.0,53.0,6.4,8.0,0,1.0,,,,12.0,4.0,,,,3.0,,,1.0,4.0,1.0,5.0,3.0,,3.0,2.0,1.0,,,,,,
10438187,home,Vizela,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,M,79,79,False,18.0,10.0,2.0,,4.0,6.0,6.0,13.0,7.0,,,,,,68.0,33.0,6.8,10.0,1,1.0,,,,3.0,1.0,1.0,,,2.0,,3.0,1.0,,1.0,2.0,,1.0,,,,,,,,,
10438187,home,Vizela,Raphael Guzzo,,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,8,8,False,67.0,58.0,6.0,5.0,33.0,36.0,25.0,31.0,3.0,,,,,,89.0,85.0,7.3,12.0,1,,,,1.0,5.0,10.0,3.0,2.0,,2.0,1.0,,2.0,2.0,,2.0,,,5.0,3.0,2.0,1.0,,,,,
10438187,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,43.0,39.0,2.0,1.0,16.0,18.0,24.0,31.0,6.0,,,,,,90.0,64.0,7.4,10.0,2,6.0,1.0,2.0,1.0,6.0,6.0,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,3.0,1.0,,1.0,True,1.0,,,
10438187,home,Vizela,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,18.0,16.0,1.0,1.0,4.0,6.0,12.0,12.0,3.0,,,,,,90.0,31.0,6.8,6.0,1,,,2.0,,4.0,4.0,2.0,1.0,,,,,2.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,
