match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_lastManTackle,stat_aerialWon,stat_accurateCross,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyMiss,player_sofascoreId,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11409177,home,Portimonense SAD,Vinicius Silvestre,vinicius-silvestre,Vinicius,G,25,195,226,M,559582,EUR,764812800,G,12,12,False,20.0,15.0,11.0,6.0,9.0,10.0,6.0,10.0,1.0,1.0,1.0,12.0,3.0,4.0,1.0,90.0,36.0,6.7,5.0,0.0,0.0,0.00881826,0,-0.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,44.0,37.0,7.0,3.0,26.0,30.0,11.0,15.0,3.0,,3.0,12.0,,,,90.0,62.0,6.8,9.0,0.0141,0.0,0.0140196,1,,,,1.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Alemão,alemao,Alemão,D,43,194,174,M,1199402,EUR,1036540800,D,43,43,False,38.0,33.0,6.0,3.0,27.0,29.0,6.0,9.0,1.0,1.0,3.0,6.0,,,,90.0,49.0,7.0,5.0,0.0,0.0,0.00366621,0,,Alemão,,,4.0,1.0,1.0,,1.0,2.0,2.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,40.0,33.0,6.0,2.0,24.0,26.0,9.0,14.0,1.0,,6.0,4.0,,,,90.0,58.0,6.7,7.0,0.0,0.0,0.0061112,0,,,,,4.0,,,,1.0,3.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Igor Formiga,igor-formiga,Igor Formiga,D,32,175,266,M,1009030,EUR,915753600,M,33,33,False,12.0,5.0,2.0,,1.0,2.0,5.0,11.0,3.0,1.0,,3.0,,,,45.0,34.0,6.6,11.0,0.0,0.0,0.145566,0,,,,1.0,6.0,3.0,1.0,,1.0,4.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Dener,dener,Dener,M,8,185,73,M,243167,EUR,700444800,M,13,13,False,35.0,27.0,1.0,,15.0,18.0,12.0,17.0,7.0,3.0,3.0,6.0,,,,80.0,55.0,6.6,14.0,0.1239,0.0,0.012203,1,,,,,7.0,2.0,,1.0,,5.0,4.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Paulo Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,20,20,False,19.0,15.0,1.0,1.0,8.0,10.0,7.0,11.0,3.0,,,7.0,,,,40.0,30.0,6.6,6.0,0.0,0.0,0.00484405,0,,Paulo,Estrela,2.0,2.0,,,,2.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Carlinhos,carlinhos,Carlinhos,M,11,179,118,M,244787,EUR,772243200,M,11,11,False,48.0,44.0,8.0,6.0,25.0,27.0,20.0,22.0,2.0,1.0,1.0,8.0,,,,90.0,63.0,7.2,8.0,0.0253,0.2997,0.133275,1,,,,1.0,3.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,3.0,,,,1.0,,True,1.0,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,M,18,18,False,29.0,22.0,,,12.0,14.0,12.0,20.0,4.0,,1.0,2.0,,,,80.0,46.0,6.4,15.0,0.0,0.0,0.082013,0,,,,5.0,2.0,2.0,,,1.0,2.0,,2.0,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
11409177,home,Portimonense SAD,Sylvester Jasper,jasper-sylvester,S. Jasper,M,27,180,184,M,1013994,EUR,1000339200,F,7,7,False,23.0,19.0,1.0,1.0,10.0,10.0,9.0,15.0,8.0,1.0,,4.0,,,,90.0,49.0,7.1,18.0,0.0,0.0,0.0294401,0,,,,2.0,8.0,8.0,6.0,,1.0,,,6.0,2.0,,1.0,,,,,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,
