match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotValueNormalized,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_outfielderBlock,stat_errorLeadToAGoal,captain,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated
14763686,home,Liverpool,Freddie Woodman,freddie-woodman,F. Woodman,G,28,187,5393,M,284417,EUR,857433600,G,28,28,False,28.0,17.0,13.0,2.0,0.0,16.0,24.0,1.0,4.0,1.0,9.0,3.0,6.0,1.0,1.0,90.0,42.0,7.3,11.0,0.5299,0,-0.02,0.0,-0.28,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14763686,home,Liverpool,Calvin Ramsay,calvin-ramsay,C. Ramsay,D,47,177,4403,M,991227,EUR,1059609600,D,47,47,False,50.0,41.0,5.0,1.0,0.0,27.0,31.0,14.0,19.0,4.0,7.0,,,,,90.0,82.0,6.1,18.0,,1,-0.02,0.2,-0.51,,,,1.0,1.0,2.0,6.0,1.0,1.0,3.0,5.0,2.0,-0.1,,,,,,,,,,,,,,,,,,,,
14763686,home,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19826,M,143040,EUR,729216000,D,3,3,False,70.0,63.0,4.0,1.0,0.0,49.0,54.0,14.0,16.0,1.0,7.0,,,,,90.0,82.0,6.1,11.0,,0,0.06,0.14,-0.49,,,,,,7.0,5.0,3.0,,1.0,1.0,2.0,,endowataru,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,
14763686,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14092,M,318927,EUR,864345600,D,2,2,False,76.0,69.0,2.0,1.0,0.0,47.0,51.0,22.0,25.0,8.0,5.0,,,,,90.0,94.0,6.2,9.0,,0,0.11,0.27,-0.51,,,,,3.0,3.0,4.0,1.0,,1.0,,1.0,,joegomez5,1.0,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,
14763686,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24708,M,262911,EUR,763344000,D,26,26,False,68.0,62.0,7.0,3.0,0.0,34.0,35.0,28.0,33.0,2.0,3.0,,,,,67.0,77.0,6.6,9.0,,0,0.27,0.06,-0.13,,,,,,3.0,2.0,1.0,,1.0,1.0,3.0,,andyrobertson94,,,1.0,1.0,1.0,,1.0,,True,,,,,,,,,,
14763686,home,Liverpool,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25969,M,1097425,EUR,1068163200,D,6,6,False,53.0,40.0,5.0,1.0,0.0,15.0,21.0,25.0,32.0,,5.0,,,,,90.0,76.0,5.8,19.0,,0,0.15,0.17,-0.58,,Milos,Kerkez,2.0,2.0,6.0,3.0,2.0,,2.0,1.0,,,miloskerkez,4.0,,,,,2.0,,,,2.0,1.0,1.0,,,,,,,
14763686,home,Liverpool,Kieran Morrison,kieran-morrison,K. Morrison,M,68,170,1871,M,1462781,EUR,1163030400,M,68,68,False,23.0,13.0,,,0.0,7.0,8.0,6.0,15.0,1.0,2.0,,,,,67.0,29.0,6.2,12.0,,2,-0.28,0.31,-0.09,,,,,1.0,1.0,1.0,,1.0,1.0,,,-0.32,,,,,,,1.0,,,,,1.0,,1.0,,,,,,
14763686,home,Liverpool,Trey Nyoni,nyoni-trey,T. Nyoni,M,42,180,9789,M,1445945,EUR,1183161600,M,42,42,False,50.0,44.0,1.0,1.0,0.0,30.0,34.0,14.0,16.0,1.0,2.0,,,,,90.0,59.0,6.3,11.0,,0,-0.04,0.2,-0.21,,,,1.0,,4.0,2.0,2.0,,2.0,1.0,1.0,,TNyoni,,1.0,,1.0,,1.0,,,,,,,,,,,,,
14763686,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,895324,EUR,914457600,M,10,10,False,62.0,55.0,4.0,1.0,0.0,34.0,38.0,21.0,24.0,,5.0,,,,,67.0,71.0,6.4,12.0,,0,0.01,0.05,-0.16,,,,4.0,,3.0,2.0,1.0,,,2.0,1.0,,Macca10,,1.0,1.0,,,,,,,,,,,,,,,,
14763686,home,Liverpool,Rio Ngumoha,rio-ngumoha,R. Ngumoha,F,73,174,27166,M,1881902,EUR,1219881600,M,73,73,False,24.0,18.0,3.0,1.0,0.0,5.0,8.0,13.0,16.0,,2.0,,,,,86.0,39.0,6.6,12.0,,2,0.1,0.41,-0.12,,Rio Ngumoha,,1.0,,3.0,3.0,2.0,1.0,3.0,2.0,,-0.42,,,,,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,
