match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_lastName,stat_aerialLost,stat_duelLost,stat_totalClearance,captain,stat_interceptionWon,stat_fouls,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_hitWoodwork
12764213,home,FK Crvena zvezda,Omri Glazer,omri-glazer,O. Glazer,G,18,190,1076,M,797083,EUR,826502400,G,18,18,False,24.0,22.0,9.0,7.0,0.0,18.0,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,29.0,6.5,2.0,0.00059828,0,-0.6795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764213,home,FK Crvena zvezda,Ognjen Mimović,ognjen-mimovic,O. Mimović,D,21,180,1681,M,1146274,EUR,1092700800,D,70,70,False,13.0,13.0,,,0.0,8.0,8.0,5.0,7.0,,1.0,4.0,,,,26.0,19.0,6.5,3.0,0.0085598,0,,Ognjen Mimovic,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764213,home,FK Crvena zvezda,Nasser Djiga,nasser-djiga,N. Djiga,D,24,187,3580,M,1127169,EUR,1037318400,D,24,24,False,59.0,50.0,6.0,2.0,0.0,34.0,36.0,16.0,23.0,2.0,3.0,6.0,1.0,,,90.0,72.0,6.6,12.0,0.00565358,0,,,,,2.0,,,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,
12764213,home,FK Crvena zvezda,Uroš Spajić,uros-spajic,U. Spajić,D,15,186,485,M,111752,EUR,729561600,D,5,5,False,56.0,52.0,1.0,,0.0,43.0,45.0,9.0,11.0,1.0,2.0,5.0,1.0,,,90.0,65.0,6.6,4.0,0.00669972,0,,,,,,,,1.0,2.0,3.0,True,3.0,1.0,,,,,,,,,,,,,,,,,,,
12764213,home,FK Crvena zvezda,Young-woo Seol,young-woo-seol,Y. W. Seol,D,66,181,2047,M,1019333,EUR,912816000,D,66,66,False,54.0,44.0,7.0,2.0,0.0,22.0,24.0,23.0,37.0,,6.0,6.0,2.0,,,90.0,82.0,7.0,19.0,0.0148421,1,,,7.0,2.0,1.0,3.0,,,2.0,2.0,,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0204,,,,,,,,,,,,,
12764213,home,FK Crvena zvezda,Rade Krunić,rade-krunic,R. Krunić,M,33,184,2497,M,155449,EUR,749952000,M,6,6,False,40.0,31.0,3.0,3.0,0.0,12.0,17.0,19.0,23.0,1.0,7.0,4.0,1.0,,,81.0,51.0,7.2,9.0,0.014569,1,,,,1.0,,1.0,,1.0,5.0,1.0,,1.0,3.0,,4.0,4.0,,1.0,0.0822,1.0,1.0,0.0916,,,,,,,,,,
12764213,home,FK Crvena zvezda,Timi Max Elšnik,timi-max-elsnik,T. M. Elšnik,M,21,182,1608,M,827371,EUR,893808000,M,21,21,False,68.0,58.0,9.0,6.0,0.0,21.0,22.0,41.0,57.0,1.0,3.0,8.0,,,,90.0,95.0,7.6,20.0,0.198423,1,,,11.0,1.0,1.0,4.0,,1.0,4.0,1.0,,,,4.0,1.0,1.0,,1.0,0.0351,1.0,,,2.0,1.0,2.0,,,,,,,
12764213,home,FK Crvena zvezda,Silas,silas-katompa-mvumpa,S. K. Mvumpa,M,26,189,7747,M,949062,EUR,907632000,M,15,15,False,18.0,15.0,1.0,1.0,0.0,6.0,7.0,9.0,13.0,1.0,7.0,5.0,,,,90.0,36.0,6.5,10.0,0.00650471,1,,,2.0,3.0,2.0,,,3.0,9.0,,,1.0,2.0,,5.0,3.0,,2.0,0.0196,1.0,,,1.0,1.0,,silas,1.0,,,,,
12764213,home,FK Crvena zvezda,Mirko Ivanić,mirko-ivanic,M. Ivanić,M,4,182,1265,M,278763,EUR,747878400,M,4,4,False,35.0,28.0,3.0,2.0,0.0,2.0,3.0,26.0,37.0,1.0,5.0,3.0,2.0,,,90.0,54.0,7.0,14.0,0.23778,2,,,5.0,,,,,1.0,4.0,,,,,,2.0,2.0,,,0.0388,2.0,,,1.0,2.0,,,,,,,,
12764213,home,FK Crvena zvezda,Peter Olayinka,peter-olayinka,P. Olayinka,M,99,188,1182,M,289181,EUR,816480000,M,14,14,False,16.0,9.0,1.0,,0.0,2.0,5.0,8.0,13.0,1.0,8.0,3.0,2.0,,,71.0,38.0,6.5,16.0,0.014937,1,,,2.0,3.0,3.0,,,2.0,10.0,,,1.0,2.0,1.0,2.0,2.0,,1.0,0.0281,1.0,,,5.0,1.0,,,1.0,,,,,
