match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_wasFouled,stat_interceptionWon,stat_dispossessed,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork
11453223,home,Al-Fayha,Abdulraoof Al-Deqeel,abdulraoof-al-deqeel,A. Al-Deqeel,G,1,180.0,5,M,868411,EUR,807494400.0,G,1,1,False,32.0,19.0,20.0,7.0,0.0,17.0,19.0,2.0,13.0,1.0,1.0,3.0,4.0,4.0,6.0,2.0,90.0,44.0,7.5,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200.0,D,22,22,False,32.0,29.0,1.0,1.0,0.0,17.0,18.0,12.0,14.0,,1.0,1.0,3.0,,,,88.0,44.0,6.7,4.0,0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400.0,D,2,2,False,43.0,39.0,1.0,,0.0,33.0,36.0,6.0,7.0,1.0,3.0,7.0,5.0,,,,90.0,54.0,6.9,5.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600.0,D,33,33,False,52.0,42.0,10.0,3.0,0.0,32.0,36.0,10.0,16.0,,,5.0,3.0,,,,90.0,57.0,6.3,10.0,0,3.0,,,,,,,,True,2.0,1.0,,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Ghislain Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400.0,D,3,3,False,54.0,51.0,3.0,2.0,0.0,25.0,26.0,26.0,29.0,1.0,3.0,2.0,4.0,,,,90.0,74.0,6.7,10.0,0,2.0,,,,,2.0,1.0,3.0,,,1.0,Ghislain,Konan,1.0,1.0,,,,,,,,,,,
11453223,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000.0,M,8,8,False,23.0,20.0,1.0,1.0,0.0,9.0,10.0,11.0,13.0,,1.0,1.0,3.0,,,,90.0,33.0,6.5,7.0,0,4.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,2.0,,,,,1.0,,,,,,,,,,
11453223,home,Al-Fayha,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176.0,231,M,870943,EUR,762307200.0,M,37,37,False,50.0,47.0,9.0,7.0,0.0,27.0,28.0,20.0,22.0,,2.0,3.0,4.0,,,,89.0,60.0,6.5,6.0,0,6.0,,,,2.0,2.0,1.0,,,,2.0,,,,1.0,1.0,2.0,,,,,,,,,
11453223,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200.0,M,13,13,False,53.0,51.0,2.0,2.0,1.0,32.0,33.0,19.0,20.0,,2.0,,4.0,,,,77.0,62.0,6.6,8.0,0,4.0,,,,1.0,3.0,1.0,3.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
11453223,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000.0,F,27,27,False,19.0,18.0,1.0,1.0,0.0,4.0,4.0,15.0,17.0,,4.0,,3.0,,,,69.0,31.0,6.7,7.0,0,4.0,,1.0,1.0,1.0,4.0,2.0,2.0,,1.0,,,,2.0,1.0,,,,1.0,,,,,,,
11453223,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600.0,F,17,17,False,37.0,29.0,2.0,1.0,0.0,11.0,13.0,18.0,24.0,,6.0,2.0,4.0,,,,90.0,58.0,7.5,17.0,2,4.0,,,,,4.0,1.0,5.0,,,,,,,5.0,,1.0,2.0,,fashionjr10,1.0,1.0,1.0,2.0,,
11453223,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400.0,F,29,29,False,16.0,11.0,1.0,1.0,0.0,6.0,8.0,5.0,8.0,,5.0,,2.0,,,,69.0,27.0,7.0,7.0,1,5.0,1.0,1.0,1.0,,3.0,2.0,,,2.0,1.0,,,,2.0,,1.0,,,,,1.0,,,,
11453223,home,Al-Fayha,Abdelhamid Sabiri,abdelhamid-sabiri,A. Sabiri,M,11,186.0,4174,M,807400,EUR,849139200.0,M,77,77,True,9.0,8.0,1.0,1.0,0.0,2.0,3.0,7.0,8.0,,2.0,,2.0,,,,21.0,19.0,6.4,7.0,1,7.0,,,,2.0,1.0,1.0,2.0,,4.0,,,,2.0,1.0,,2.0,1.0,1.0,abdelhamidsabiri,,,,,1.0,
11453223,home,Al-Fayha,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600.0,F,9,9,True,9.0,8.0,1.0,,0.0,5.0,5.0,3.0,4.0,,,1.0,,,,,21.0,16.0,6.5,3.0,2,3.0,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,
11453223,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200.0,M,66,66,True,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,,1.0,,1.0,,,,13.0,5.0,6.8,,0,,,1.0,1.0,,,,,,,,Rakan Kaabi,,,,,,1.0,,,,,,,,
11453223,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400.0,D,80,80,True,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,,,,1.0,,,,13.0,3.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Yousef Hussain Haqawi,yousef-hussain-haqawi,Y. H. Haqawi,D,4,177.0,23,M,1142305,EUR,1034294400.0,D,12,12,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,1.0,,,,,13.0,3.0,6.5,,0,,,,,,1.0,1.0,,,,,Yousef Hussain Haqawi,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Abdulaziz Almurdih,abdulaziz-almurdih,A. Almurdih,G,96,,3,M,1809444,EUR,,G,96,96,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Abdulaziz Almurdih,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Hussam Majrashi,hossam-majrashi,H. Majrashi,D,5,175.0,6,M,1542649,EUR,1067817600.0,D,62,62,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Hussam  Majrashi,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800.0,D,98,98,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453223,home,Al-Fayha,Khalid Al-Kaabi,khalid-al-kaabi,K. Al-Kaabi,M,70,171.0,9,M,791558,EUR,706579200.0,M,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453223,away,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200.0,G,1,1,False,18.0,14.0,5.0,1.0,0.0,14.0,14.0,,4.0,,,,3.0,1.0,1.0,,90.0,22.0,6.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453223,away,Al-Taawoun,Abdulmalik Al Oyayari,al-oyayari-abdulmalik,A. A. Oyayari,D,15,175.0,54,M,1210456,EUR,1071014400.0,D,15,15,False,21.0,17.0,1.0,,0.0,8.0,10.0,10.0,13.0,,2.0,1.0,5.0,,,,66.0,32.0,7.3,7.0,2,5.0,,1.0,1.0,2.0,2.0,,,,1.0,,,,2.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,
