match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_hitWoodwork,stat_aerialLost,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13015216,home,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,13,13,False,22.0,9.0,20.0,7.0,0.0,5.0,7.0,4.0,15.0,2.0,4.0,1.0,1.0,4.0,2.0,90.0,33.0,7.6,13.0,0.00146848,0,0.3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015216,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,24.0,16.0,6.0,2.0,0.0,5.0,9.0,11.0,16.0,1.0,1.0,,,,,90.0,38.0,7.0,13.0,0.00479725,0,,True,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015216,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,19.0,15.0,6.0,3.0,0.0,6.0,8.0,9.0,12.0,3.0,4.0,,,,,90.0,28.0,6.9,6.0,0.00386993,0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13015216,home,Bournemouth,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,deanhuijsen,1176744,EUR,1113436800,D,2,2,False,24.0,16.0,9.0,3.0,0.0,8.0,11.0,8.0,13.0,10.0,1.0,,,,,90.0,43.0,8.2,8.0,0.0100899,1,,,,1.0,,5.0,4.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.3897,0.8238,,,,,,,,,,,,,,,,
13015216,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,21.0,13.0,5.0,1.0,0.0,9.0,10.0,6.0,13.0,5.0,4.0,,,,,90.0,54.0,7.4,19.0,0.0939463,0,,,2.0,,1.0,5.0,2.0,1.0,,1.0,1.0,3.0,,,,,2.0,,,Milos,Kerkez,2.0,3.0,2.0,2.0,,,,,,,,,,
13015216,home,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175,2918,M,,800419,EUR,918950400,M,12,12,False,22.0,18.0,3.0,,0.0,8.0,10.0,10.0,12.0,2.0,7.0,,,,,90.0,47.0,7.2,8.0,0.0417308,2,,,,2.0,8.0,11.0,7.0,5.0,1.0,,,3.0,,1.0,,1.0,5.0,0.9109,0.4852,,,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,
13015216,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,19.0,12.0,4.0,,0.0,3.0,5.0,9.0,15.0,,7.0,,,,,77.0,38.0,7.0,13.0,0.0592145,1,,,1.0,,6.0,2.0,2.0,1.0,2.0,2.0,,5.0,,,,1.0,,0.0674,,,,,1.0,,2.0,1.0,,,1.0,1.0,,,,,
13015216,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,22.0,19.0,2.0,1.0,0.0,5.0,7.0,15.0,16.0,1.0,4.0,,,,,85.0,43.0,6.9,9.0,0.0990041,2,,,1.0,1.0,11.0,4.0,1.0,3.0,5.0,2.0,2.0,1.0,,,,,,0.1076,,,,1.0,1.0,,3.0,1.0,,1.0,1.0,,2.0,1.0,,,
13015216,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,1.0,4.0,,,,,64.0,23.0,6.6,5.0,0.00335473,1,,,,,3.0,5.0,2.0,,1.0,3.0,1.0,,,1.0,,,2.0,0.1638,0.1695,,,,1.0,2.0,,,1.0,,,,,,1.0,,
13015216,home,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,26.0,19.0,2.0,1.0,1.0,9.0,12.0,12.0,18.0,,9.0,,,,,85.0,45.0,7.2,14.0,0.280864,4,,,4.0,,8.0,4.0,3.0,1.0,2.0,4.0,1.0,,,1.0,,,1.0,0.425,0.0403,,,2.0,,,3.0,2.0,1.0,1.0,2.0,,,2.0,1.0,,
