match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_sofascoreId,captain,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_accurateCross,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_unsuccessfulTouch,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_goals
11067638,home,Palmeiras,Marcelo Lomba,,,marcelo-lomba,M. Lomba,G,14,187,2235,M,34141,EUR,535248000,G,42,42,False,35.0,27.0,16.0,8.0,23.0,27.0,4.0,8.0,8.0,2.0,2.0,5.0,90.0,48.0,8.2,9.0,0.0,0.0,0.00087176,1.0,0,0.5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067638,home,Palmeiras,Mayke,,,mayke,Mayke,D,12,178,2322,M,273329,EUR,721353600,D,12,12,False,58.0,49.0,7.0,4.0,30.0,33.0,19.0,27.0,8.0,,,,90.0,91.0,7.6,14.0,0.0,0.0,0.0139349,,0,,2.0,1.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11067638,home,Palmeiras,Gustavo Gómez,,,gustavo-gomez,G. Gómez,D,15,185,8380,M,220833,EUR,736646400,D,15,15,False,50.0,42.0,10.0,6.0,34.0,37.0,8.0,13.0,8.0,,,,90.0,59.0,7.2,8.0,0.1559,0.2108,0.0050722,,1,,,1.0,3.0,7.0,2.0,1.0,,,2.0,1.0,gustavogomez,True,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11067638,home,Palmeiras,Murilo,,,murilo,Murilo,D,26,188,4420,M,874729,EUR,859420800,D,26,26,False,70.0,63.0,5.0,4.0,38.0,41.0,25.0,29.0,9.0,,,,90.0,79.0,7.3,8.0,0.0,0.0,0.00960513,,0,,,1.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,
11067638,home,Palmeiras,Vanderlan,Vanderlan,,vanderlan,Vanderlan,D,6,183,1727,M,1067640,EUR,1031356800,D,6,6,False,31.0,26.0,3.0,1.0,12.0,14.0,16.0,25.0,3.0,,,,90.0,61.0,7.4,14.0,0.0,0.0,0.0805938,1.0,0,,8.0,6.0,9.0,5.0,,2.0,3.0,2.0,2.0,2.0,,,,,,,1.0,,2.0,1.0,,,,,,,,
11067638,home,Palmeiras,Gabriel Menino,,,gabriel-menino,G. Menino,M,25,176,2791,M,974556,EUR,970185600,M,25,25,False,27.0,24.0,6.0,4.0,16.0,17.0,9.0,11.0,2.0,,,,45.0,35.0,6.7,4.0,0.0962,0.0,0.0174775,,3,,1.0,2.0,3.0,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,
11067638,home,Palmeiras,Zé Rafael,,,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,8,8,False,36.0,34.0,10.0,10.0,15.0,16.0,19.0,20.0,9.0,,,,81.0,56.0,7.5,6.0,0.0077,0.0,0.0211785,,1,,,,7.0,9.0,1.0,1.0,5.0,2.0,4.0,2.0,,,,2.0,,,,2.0,,1.0,1.0,,,1.0,,,,
11067638,home,Palmeiras,Artur,,,artur,Artur,M,7,168,3069,M,841128,EUR,887500800,M,14,14,False,20.0,12.0,,,3.0,3.0,9.0,20.0,4.0,,,,65.0,32.0,6.5,15.0,0.5346,0.0,0.0453642,2.0,1,,3.0,1.0,2.0,2.0,,,,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,
11067638,home,Palmeiras,Raphael Veiga,,,raphael-veiga,R. Veiga,M,23,176,17123,M,840020,EUR,803520000,M,23,23,False,36.0,25.0,5.0,2.0,10.0,14.0,18.0,28.0,3.0,,,,90.0,52.0,8.3,15.0,0.121,0.0509,0.693947,4.0,3,,6.0,2.0,4.0,4.0,,1.0,1.0,,2.0,1.0,raphaelveiga,,1.0,,,1.0,,,3.0,1.0,2.0,,,,,1.0,3.0,
11067638,home,Palmeiras,Jhon Jhon,Jhon Jhon,,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,40,40,False,21.0,14.0,2.0,2.0,2.0,3.0,12.0,19.0,7.0,,,,65.0,30.0,6.5,11.0,0.0,0.0,0.212523,1.0,0,,1.0,2.0,6.0,2.0,1.0,,,,2.0,3.0,,,,,,,,1.0,,,,,,1.0,,,,
