match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_hitWoodwork,stat_goals,stat_outfielderBlock,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal,stat_totalOffside
11067338,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,9.0,8.0,2.0,1.0,7.0,7.0,1.0,2.0,1.0,7.0,1.0,1.0,90.0,18.0,6.4,1.0,0.0,0.0,0.00032502,0,-0.1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,55.0,45.0,1.0,,19.0,22.0,26.0,36.0,3.0,9.0,,,90.0,76.0,6.9,14.0,0.1521,0.0,0.0222942,2,,True,3.0,3.0,4.0,5.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,46.0,36.0,5.0,4.0,22.0,24.0,14.0,23.0,4.0,6.0,,,90.0,58.0,6.8,13.0,0.1724,0.0305,0.0119111,2,,,1.0,1.0,3.0,3.0,4.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,37.0,31.0,2.0,,18.0,18.0,13.0,19.0,2.0,5.0,,,78.0,49.0,6.5,7.0,0.0,0.0,0.006153,0,,,,4.0,2.0,7.0,5.0,1.0,,,,2.0,1.0,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,47.0,40.0,3.0,1.0,7.0,8.0,36.0,45.0,,3.0,,,90.0,73.0,6.4,15.0,0.0236,0.0,0.0404803,1,,,6.0,1.0,2.0,8.0,7.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,59.0,52.0,5.0,4.0,11.0,11.0,42.0,50.0,1.0,9.0,,,90.0,74.0,7.3,8.0,0.0713,0.0,0.0292691,2,,,2.0,,1.0,4.0,8.0,1.0,,,,1.0,6.0,2.0,,,,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,94.0,87.0,9.0,6.0,32.0,32.0,55.0,63.0,,12.0,,,90.0,109.0,7.5,9.0,0.0401,0.554,0.161891,1,,,1.0,1.0,,4.0,6.0,1.0,2.0,1.0,,,2.0,,2.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,M,12,12,False,19.0,17.0,1.0,1.0,5.0,5.0,13.0,20.0,,5.0,,,78.0,43.0,6.8,13.0,0.8951,0.136,0.435232,4,,,6.0,1.0,,6.0,5.0,2.0,3.0,1.0,2.0,,,,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11067338,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,19.0,12.0,3.0,,2.0,4.0,10.0,17.0,,,,,62.0,28.0,6.7,11.0,0.2746,0.0,0.0367581,2,,,2.0,2.0,1.0,4.0,2.0,1.0,1.0,,2.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
11067338,home,Fortaleza,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,29,29,False,24.0,22.0,,,5.0,5.0,17.0,23.0,,1.0,,,62.0,39.0,6.4,10.0,0.0,0.0,0.017235,0,,,4.0,1.0,1.0,6.0,3.0,1.0,4.0,2.0,,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,
11067338,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,16.0,12.0,1.0,1.0,4.0,4.0,8.0,13.0,,3.0,,,73.0,25.0,7.2,8.0,0.737,0.327,0.0319427,3,,,1.0,1.0,1.0,2.0,2.0,,1.0,,2.0,,1.0,1.0,,,1.0,,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,
