match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonTackle,stat_keyPass,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10407199,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15844,M,HKoffi,867299,EUR,845424000,G,16,16,False,21.0,19.0,3.0,1.0,19.0,20.0,1.0,1.0,8.0,90.0,28.0,5.8,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407199,home,RC Sporting Charleroi,Stefan Knežević,stefan-knezevic,S. Knežević,D,5,187,77,M,,842160,EUR,846633600,D,3,3,False,83.0,71.0,3.0,1.0,27.0,28.0,55.0,,3.0,90.0,93.0,6.4,15.0,0,44.0,3.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10407199,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187,337,M,,994282,EUR,1027468800,D,21,21,False,85.0,78.0,17.0,14.0,49.0,53.0,32.0,1.0,11.0,85.0,96.0,6.7,10.0,0,29.0,,2.0,4.0,4.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407199,home,RC Sporting Charleroi,Loic Bessile,loic-bessile,L. Bessile,D,29,183,82,M,,826213,EUR,919382400,D,5,5,False,63.0,56.0,6.0,3.0,26.0,28.0,35.0,,,65.0,69.0,6.8,7.0,0,30.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10407199,home,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,,961902,EUR,1011571200,M,28,28,False,27.0,24.0,,,6.0,6.0,27.0,,6.0,90.0,53.0,6.7,15.0,2,19.0,1.0,,4.0,1.0,,1.0,,1.0,,5.0,,1.0,,,2.0,,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10407199,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,499,M,,358198,EUR,806716800,M,26,26,False,108.0,93.0,12.0,7.0,35.0,37.0,71.0,,4.0,90.0,121.0,6.5,18.0,1,58.0,3.0,,8.0,2.0,2.0,2.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,1.0,,True,,,,,,,,,
10407199,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6542,M,AdemZorgane,1000472,EUR,947116800,M,6,6,False,111.0,96.0,11.0,8.0,23.0,25.0,90.0,,11.0,90.0,123.0,7.6,20.0,3,74.0,,,4.0,1.0,,1.0,,1.0,1.0,,,2.0,,,1.0,,4.0,1.0,4.0,1.0,,1.0,1.0,,2.0,,1.0,,,,,,,,
10407199,home,RC Sporting Charleroi,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,,1096210,EUR,1000425600,M,38,38,False,33.0,29.0,1.0,,9.0,9.0,25.0,,4.0,73.0,43.0,6.8,6.0,0,20.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
10407199,home,RC Sporting Charleroi,Ali Gholizadeh,ali-gholizadeh,A. Gholizadeh,M,8,172,1497,M,,359350,EUR,826416000,F,8,8,False,61.0,48.0,10.0,8.0,7.0,9.0,54.0,,3.0,90.0,74.0,7.4,16.0,4,41.0,1.0,,2.0,2.0,,1.0,,1.0,,,,,,,2.0,,,,2.0,,2.0,,,,,,4.0,,,,,,,,
10407199,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,140,M,,789000,EUR,826243200,F,7,7,False,17.0,15.0,4.0,4.0,6.0,6.0,11.0,,4.0,65.0,21.0,7.4,3.0,1,9.0,,,,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,
