match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_interceptionWon,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
12499255,home,Empoli,Devis Vásquez,devis-vasquez,D. Vásquez,G,32,195,2465,M,925285,EUR,894931200,G,23,23,False,17.0,7.0,14.0,4.0,0.0,4.0,5.0,3.0,12.0,3.0,1.0,1.0,1.0,90.0,21.0,6.9,10.0,0.00087061,0,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499255,home,Empoli,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,32.0,23.0,5.0,3.0,0.0,10.0,11.0,13.0,23.0,5.0,,,,90.0,49.0,7.0,14.0,0.0174449,0,,2.0,3.0,2.0,8.0,2.0,1.0,6.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499255,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,False,33.0,22.0,3.0,1.0,0.0,12.0,13.0,10.0,20.0,4.0,,,,90.0,45.0,7.3,13.0,0.00210936,1,,,4.0,5.0,6.0,6.0,,5.0,2.0,1.0,2.0,,True,1.0,1.0,0.0127,,,,,,,,,,,,,,,,,
12499255,home,Empoli,Mattia Viti,mattia-viti,M. Viti,D,2,190,528,M,1009268,EUR,1011830400,D,21,21,False,31.0,23.0,8.0,3.0,0.0,9.0,11.0,14.0,20.0,2.0,,,,90.0,43.0,7.3,9.0,0.004143,1,,,2.0,2.0,2.0,7.0,,3.0,,1.0,,,,,1.0,0.0468,,,1.0,4.0,4.0,,,,,,,,,,,,
12499255,home,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,M,11,11,False,17.0,13.0,,,0.0,3.0,4.0,10.0,15.0,5.0,,,,90.0,35.0,7.0,13.0,0.0191471,1,,2.0,3.0,2.0,4.0,6.0,,,,1.0,1.0,,,,1.0,0.0326,,,,2.0,1.0,2.0,1.0,1.0,0.0361,,,,,,,,
12499255,home,Empoli,Liam Henderson,liam-henderson,L. Henderson,M,16,183,304,M,287573,EUR,830390400,M,6,6,False,39.0,30.0,1.0,,0.0,8.0,13.0,24.0,31.0,4.0,,,,90.0,53.0,6.9,14.0,0.120845,1,,5.0,2.0,1.0,5.0,3.0,,2.0,,,2.0,3.0,,,2.0,0.0138,,,1.0,,,,,,,2.0,1.0,1.0,,,,,
12499255,home,Empoli,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,93,93,False,30.0,24.0,7.0,3.0,0.0,5.0,6.0,19.0,24.0,7.0,,,,85.0,38.0,6.5,9.0,0.0226372,1,,,1.0,1.0,5.0,2.0,2.0,,,1.0,1.0,,,,1.0,0.0292,,,1.0,,,,,,,,1.0,2.0,,,,,
12499255,home,Empoli,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,M,3,3,False,14.0,8.0,1.0,,0.0,3.0,5.0,6.0,17.0,1.0,,,,89.0,41.0,6.7,20.0,0.0890767,0,,8.0,1.0,1.0,4.0,4.0,,1.0,,2.0,1.0,2.0,,,2.0,,,,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,
12499255,home,Empoli,Jacopo Fazzini,jacopo-fazzini,J. Fazzini,F,22,178,840,M,1012179,EUR,1047772800,F,10,10,False,15.0,9.0,,,0.0,5.0,6.0,4.0,11.0,6.0,,,,85.0,39.0,7.0,16.0,0.00598463,0,,2.0,,1.0,3.0,10.0,,2.0,,6.0,1.0,1.0,,,3.0,,,,,3.0,,5.0,3.0,,,,,,1.0,,,,
12499255,home,Empoli,Sebastiano Esposito,sebastiano-esposito,S. Esposito,F,94,186,4178,M,965008,EUR,1025568000,F,99,99,False,15.0,9.0,,,0.0,1.0,1.0,8.0,15.0,6.0,,,,69.0,40.0,7.0,14.0,0.00955997,4,,1.0,2.0,,8.0,10.0,1.0,,,2.0,1.0,,,1.0,5.0,0.1922,,,3.0,5.0,3.0,2.0,,,,,2.0,1.0,1.0,,,,
12499255,home,Empoli,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,29,29,False,9.0,7.0,,,0.0,1.0,2.0,6.0,8.0,,,,,85.0,21.0,6.5,6.0,0.0069767,1,,1.0,3.0,1.0,7.0,3.0,,,,,1.0,,,1.0,1.0,0.0804,,,,1.0,,2.0,,,,,1.0,,1.0,,,,
12499255,home,Empoli,Ola Solbakken,ola-solbakken,O. Solbakken,F,9,186,648,M,920744,EUR,905126400,F,17,17,True,3.0,1.0,1.0,,0.0,,1.0,1.0,2.0,,,,,21.0,9.0,6.9,2.0,0.00064828,1,,,,,1.0,3.0,,2.0,,,1.0,,,,,0.0586,,,,1.0,1.0,2.0,2.0,1.0,0.1363,,,,,,,,
