match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_interceptionWon,captain,stat_aerialWon,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_clearanceOffLine,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,stat_goals
11388399,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,27.0,19.0,11.0,3.0,17.0,17.0,2.0,10.0,10.0,2.0,3.0,90.0,37.0,6.8,8.0,0.00026185,0,-0.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388399,home,FC Utrecht,Hidde ter Avest,,,hidde-ter-avest,H. t. Avest,D,24,182,95,M,361788,EUR,864086400,D,5,5,False,32.0,25.0,7.0,5.0,12.0,15.0,15.0,19.0,2.0,,,78.0,50.0,7.0,7.0,0.561741,0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11388399,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,36.0,32.0,2.0,,14.0,16.0,18.0,22.0,,,,57.0,44.0,6.9,6.0,0.0161482,0,,2.0,,1.0,2.0,,2.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11388399,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,62.0,58.0,4.0,3.0,28.0,28.0,31.0,35.0,3.0,,,90.0,76.0,7.4,5.0,0.110384,0,,1.0,1.0,,6.0,,1.0,,3.0,2.0,1.0,,2.0,,1.0,True,2.0,1.0,,,,,,,,,,,,,,,,,,
11388399,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,32.0,31.0,5.0,4.0,14.0,15.0,17.0,23.0,6.0,,,90.0,58.0,7.0,14.0,0.0540744,0,,6.0,,6.0,3.0,,2.0,1.0,2.0,2.0,,,,,1.0,,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,
11388399,home,FC Utrecht,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,M,34,34,False,68.0,54.0,9.0,4.0,26.0,29.0,28.0,40.0,6.0,,,90.0,84.0,7.6,15.0,0.0478221,5,,1.0,,4.0,7.0,,3.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,2.0,,2.0,,2.0,,2.0,2.0,1.0,2.0,0.3286,0.1063,,,,,,,,
11388399,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,8,8,False,34.0,26.0,2.0,1.0,12.0,14.0,15.0,21.0,,,,79.0,42.0,6.7,9.0,0.0148537,1,,1.0,1.0,4.0,4.0,,2.0,,1.0,1.0,,1.0,,,,,1.0,1.0,3.0,,2.0,,2.0,1.0,,,0.0628,,,,,,,,,
11388399,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,10,10,False,10.0,7.0,1.0,,1.0,3.0,7.0,17.0,3.0,,,56.0,36.0,7.2,17.0,0.0757523,3,,10.0,1.0,1.0,5.0,,,,2.0,2.0,,1.0,2.0,,,,2.0,4.0,,,1.0,,1.0,1.0,,2.0,0.0595,,,,,,,,,
11388399,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,False,16.0,13.0,1.0,1.0,4.0,4.0,9.0,12.0,3.0,,,56.0,21.0,6.7,4.0,0.134492,0,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11388399,home,FC Utrecht,Isac Lidberg,,,isac-lidberg,I. Lidberg,F,7,185,1089,M,798175,EUR,905212800,M,37,37,False,21.0,12.0,,,2.0,3.0,10.0,19.0,1.0,,,90.0,34.0,6.7,16.0,0.0363065,2,,1.0,,3.0,4.0,,,,1.0,1.0,1.0,,,2.0,,,2.0,5.0,,1.0,,,,1.0,1.0,,0.3601,,1.0,,,,,,,
11388399,home,FC Utrecht,Sam Lammers,,,sam-lammers,S. Lammers,F,10,191,842,M,804901,EUR,862358400,F,9,9,False,20.0,15.0,1.0,1.0,1.0,3.0,14.0,17.0,2.0,,,90.0,38.0,7.0,10.0,0.0571542,3,,,,7.0,5.0,,,,1.0,,1.0,1.0,,4.0,1.0,,1.0,3.0,,,4.0,,2.0,2.0,1.0,,0.1458,0.3586,,,,,,,,
11388399,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,True,20.0,18.0,2.0,1.0,4.0,4.0,17.0,24.0,4.0,,,34.0,33.0,7.2,8.0,0.145532,1,,8.0,3.0,2.0,2.0,,,,2.0,1.0,,1.0,3.0,,,,,,,1.0,,,,1.0,,,0.0296,,,,,,,,,
11388399,home,FC Utrecht,Ole Romeny,,,ole-romeny,O. Romeny,F,11,185,13950,M,921948,EUR,961459200,F,77,77,True,22.0,18.0,,,5.0,6.0,13.0,18.0,,,,34.0,32.0,6.7,9.0,0.0189185,0,,2.0,,4.0,2.0,,,,,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,oleromeny,,,,,,
11388399,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,True,30.0,26.0,1.0,1.0,5.0,6.0,21.0,26.0,3.0,,,33.0,39.0,6.8,10.0,0.0432278,1,,2.0,,3.0,2.0,,,,1.0,1.0,,,1.0,,,,,2.0,1.0,1.0,2.0,,1.0,,1.0,,0.0274,0.1353,,zidaneiqbal,,,,,,
11388399,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,True,13.0,13.0,1.0,1.0,2.0,2.0,12.0,14.0,2.0,,,12.0,20.0,6.9,3.0,0.0834812,2,,3.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,2.0,,1.0,,,2.0,0.0819,,,,,,,,,
11388399,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,6,6,True,19.0,18.0,,,7.0,7.0,12.0,13.0,1.0,,,11.0,24.0,7.1,1.0,0.0629501,3,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,2.0,0.0723,0.0191,,,,,,,,
