match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot
12906413,home,Atalanta,Rui Patrício,rui-patricio,R. Patrício,G,190,3177,M,rpatricio1,17737,EUR,571881600,G,28,28,False,14.0,13.0,3.0,2.0,0.0,12.0,13.0,1.0,1.0,1.0,10.0,1.0,1.0,78.0,23.0,6.9,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12906413,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,185,2045,M,,82943,EUR,655516800,D,2,2,False,62.0,57.0,1.0,1.0,1.0,26.0,26.0,31.0,36.0,2.0,3.0,,,90.0,77.0,7.3,7.0,1,2,True,1.0,1.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
12906413,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,191,2307,M,,1157713,EUR,916185600,D,4,4,False,44.0,43.0,1.0,1.0,0.0,29.0,30.0,14.0,14.0,,2.0,,,64.0,49.0,6.9,1.0,0,4,,,,2.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
12906413,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,190,2164,M,,151003,EUR,730080000,D,19,19,False,61.0,54.0,,,0.0,26.0,27.0,28.0,34.0,1.0,7.0,,,64.0,67.0,6.8,8.0,0,19,,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
12906413,home,Atalanta,Marco Palestra,palestra-marco,M. Palestra,M,186,2270,M,,1397736,EUR,1109808000,M,27,27,False,36.0,35.0,2.0,1.0,0.0,14.0,14.0,22.0,24.0,1.0,3.0,,,90.0,56.0,6.8,7.0,0,2,,,,4.0,5.0,,,7.0,,,1.0,2.0,1.0,,,3.0,,,,2.0,1.0,,,,,,,,,,,
12906413,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,185,1875,M,,100389,EUR,670204800,M,15,15,False,87.0,83.0,3.0,3.0,0.0,37.0,38.0,46.0,50.0,2.0,4.0,,,90.0,96.0,7.3,6.0,0,15,,,2.0,2.0,4.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,
12906413,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,189,7391,M,pasalicmario,190437,EUR,792288000,M,8,8,False,64.0,57.0,3.0,1.0,1.0,17.0,17.0,40.0,47.0,1.0,4.0,,,52.0,72.0,7.3,10.0,1,8,,,1.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
12906413,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,182,2129,M,,132318,EUR,708220800,M,77,77,False,62.0,53.0,1.0,,0.0,18.0,18.0,37.0,48.0,,7.0,,,90.0,87.0,7.7,16.0,2,77,,,,4.0,4.0,1.0,,4.0,1.0,,1.0,2.0,1.0,,2.0,1.0,2.0,,,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,
12906413,home,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,183,4808,M,lakisamar10,980624,EUR,1014508800,F,24,24,False,57.0,52.0,6.0,6.0,1.0,6.0,6.0,49.0,61.0,,7.0,,,90.0,79.0,9.9,16.0,4,10,,1.0,,5.0,1.0,,2.0,3.0,1.0,1.0,,,,,4.0,1.0,,,,10.0,3.0,,,2.0,2.0,,1.0,,,,,
12906413,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,192,14750,M,cdk,960441,EUR,984182400,F,17,17,False,41.0,35.0,,,0.0,5.0,5.0,30.0,38.0,,1.0,,,52.0,55.0,8.7,13.0,3,17,,,,2.0,3.0,,,3.0,,,,1.0,1.0,,,1.0,3.0,,,2.0,,1.0,,2.0,2.0,,1.0,,,,,
