match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_penaltyFaced,stat_totalOffside,stat_penaltyConceded
11050625,home,Fenerbahçe,Miguel Crespo,,,miguel-crespo,M. Crespo,M,13,187,618,M,,972410,EUR,842400000,M,27,27,True,,37.0,35.0,2.0,2.0,10.0,10.0,25.0,28.0,1.0,4.0,2.0,5.0,,,,,,33.0,43.0,7.3,3.0,0,1.0,,1.0,1.0,,,,3.0,2.0,,,,1.0,,,,,,1.0,,,,,,,
11050625,home,Fenerbahçe,Emre Mor,,,emre-mor,E. Mor,M,99,169,2594,M,,826258,EUR,869702400,M,99,99,True,,18.0,15.0,,,3.0,3.0,13.0,19.0,,2.0,,3.0,,,,,,33.0,30.0,6.5,11.0,1,4.0,,5.0,1.0,,,,,,2.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,3.0,,,
11050625,home,Fenerbahçe,Jayden Oosterwolde,Jayden Oosterwolde,,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,,1048324,EUR,988243200,D,24,24,True,,16.0,15.0,,,5.0,5.0,10.0,13.0,1.0,1.0,,1.0,,,,,,22.0,23.0,6.6,3.0,0,2.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,
11050625,home,Fenerbahçe,Arda Güler,Arda Guler,,arda-guler,A. Güler,M,15,176,398152,M,AGüler,1091116,EUR,1109289600,M,10,10,True,,18.0,14.0,,,2.0,2.0,12.0,19.0,,3.0,,2.0,,,,,,22.0,28.0,6.9,8.0,1,3.0,,2.0,,2.0,2.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,
11050625,home,Fenerbahçe,Serdar Dursun,,,serdar-dursun,S. Dursun,F,19,190,1064,M,,123917,EUR,687830400,F,19,19,True,,4.0,1.0,,,,1.0,1.0,3.0,,,,1.0,,,,,,10.0,5.0,6.5,3.0,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
11050625,home,Fenerbahçe,Osman Ertuğrul Çetin,,,osman-ertugrul-cetin,O. E. Çetin,G,34,188,500,M,,1023481,EUR,1050883200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,home,Fenerbahçe,Serdar Aziz,,,serdar-aziz,S. Aziz,D,,183,609,M,,43528,EUR,656640000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,home,Fenerbahçe,Bright Osayi-Samuel,,,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,,791616,EUR,883526400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,home,Fenerbahçe,Gustavo Henrique,,,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,home,Fenerbahçe,Mert Hakan Yandaş,,,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,,856849,EUR,777254400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Erhan Erentürk,,,erhan-erenturk,E. Erentürk,G,18,190,42,M,,997705,EUR,801792000,G,1,1,False,,18.0,7.0,14.0,3.0,4.0,7.0,3.0,11.0,,,1.0,9.0,2.0,1.0,1.0,,,90.0,29.0,5.7,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
11050625,away,Konyaspor,Ahmet Oğuz,,,ahmet-oguz,A. Oğuz,D,22,175,120,M,,603902,EUR,727142400,D,22,22,False,,36.0,27.0,6.0,3.0,17.0,22.0,10.0,14.0,2.0,11.0,4.0,9.0,,,,,,90.0,59.0,6.5,12.0,0,,,5.0,,2.0,1.0,3.0,3.0,2.0,,5.0,4.0,,,,,,,,,,,,,,
11050625,away,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,,787949,EUR,881712000,D,4,4,False,,24.0,19.0,6.0,3.0,15.0,19.0,4.0,5.0,1.0,5.0,4.0,9.0,,,,,,90.0,34.0,6.2,5.0,1,,,3.0,2.0,,,,1.0,1.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,,
11050625,away,Konyaspor,Francisco Calvo,,,francisco-calvo,F. Calvo,D,5,181,677,M,,156400,EUR,710553600,D,15,15,False,,26.0,17.0,6.0,3.0,12.0,18.0,5.0,8.0,,3.0,2.0,3.0,,,,,,90.0,35.0,5.8,10.0,0,,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,
11050625,away,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,,224112,EUR,638928000,D,12,12,False,True,25.0,19.0,5.0,1.0,10.0,11.0,12.0,21.0,1.0,3.0,2.0,6.0,,,,,,90.0,56.0,5.9,14.0,0,7.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,3.0,,,,
11050625,away,Konyaspor,Soner Dikmen,,,soner-dikmen,S. Dikmen,M,6,179,82,M,,847782,EUR,746841600,M,14,14,False,,31.0,26.0,4.0,3.0,17.0,19.0,9.0,12.0,,6.0,1.0,4.0,,,,,,90.0,45.0,7.3,6.0,2,,,2.0,1.0,,,2.0,5.0,3.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,
11050625,away,Konyaspor,Andreas Bouchalakis,,,andreas-bouchalakis,A. Bouchalakis,M,41,185,233,M,,211116,EUR,733881600,M,32,32,False,,45.0,32.0,4.0,3.0,18.0,26.0,14.0,19.0,,5.0,2.0,8.0,,,,,,90.0,55.0,6.6,15.0,0,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,
11050625,away,Konyaspor,Oğulcan Ülgün,Ogulcan Ülgün,,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,,1063942,EUR,894844800,M,35,35,False,,18.0,14.0,,,7.0,11.0,7.0,7.0,,4.0,1.0,5.0,,,,,,90.0,38.0,5.8,12.0,0,,3.0,11.0,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,5.0,,1.0,
11050625,away,Konyaspor,Endri Çekiçi,,,endri-cekici,E. Çekiçi,M,22,179,229,M,,187153,EUR,848707200,M,23,23,False,,18.0,13.0,1.0,1.0,3.0,3.0,10.0,16.0,2.0,6.0,,1.0,,,,,,68.0,27.0,5.8,9.0,1,1.0,,7.0,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,5.0,,,,,,,,,1.0,,1.0,,,1.0
11050625,away,Konyaspor,Konrad Michalak,Konrad,Michalak,konrad-michalak,K. Michalak,M,71,174,588,M,,851243,EUR,874627200,M,77,77,False,,2.0,2.0,,,,,2.0,2.0,,4.0,,,,,,,,41.0,11.0,6.4,3.0,0,,,4.0,2.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,2.0,,,
11050625,away,Konyaspor,Mame Biram Diouf,Mame,Biram Diouf,mame-biram-diouf,M. B. Diouf,F,55,185,388,M,,22481,EUR,566611200,F,99,99,False,,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,22.0,4.0,3.9,1.0,1,,1.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
11050625,away,Konyaspor,Mehmet Ali Büyüksayar,Mehmet,Ali Büyüksayar,buyuksayar-mehmet-ali,M. A. Büyüksayar,F,42,166,33,M,,1390214,EUR,1083974400,M,42,42,True,,16.0,15.0,1.0,1.0,8.0,9.0,7.0,7.0,,5.0,,2.0,,,,,,49.0,30.0,6.2,8.0,1,,4.0,9.0,1.0,3.0,2.0,1.0,1.0,,2.0,2.0,,,,,,1.0,,,,,,3.0,,1.0,
11050625,away,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,,904303,EUR,923616000,M,5,5,True,,2.0,2.0,,,2.0,2.0,,,,,3.0,1.0,,,,,,22.0,6.0,6.5,1.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,,1195772,EUR,1111276800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Mehmet Erdoğan,Mehmet Erdogan,,mehmet-erdogan,M. Erdoğan,G,1,193,37,M,,1173536,EUR,1088899200,G,64,64,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Cebrail Karayel,,,cebrail-karayel,C. Karayel,D,77,176,32,M,,816485,EUR,776908800,D,90,90,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Kahraman Demirtaş,,,kahraman-demirtas,K. Demirtaş,D,47,184,25,M,,845313,EUR,762480000,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Yasir Subaşı,,,yasir-subasi,Y. Subaşı,D,3,180,51,M,,796555,EUR,820454400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Robert Murić,,,robert-muric,R. Murić,M,,182,210,M,,283853,EUR,826588800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11050625,away,Konyaspor,Domagoj Pavičić,,,domagoj-pavicic,D. Pavičić,M,24,178,120,M,,94239,EUR,763171200,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
