match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_interceptionWon,stat_wasFouled,captain,stat_challengeLost,stat_goals,stat_totalOffside,stat_wonContest,stat_outfielderBlock,stat_bigChanceCreated,player_sofascoreId,stat_penaltyWon,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_lastManTackle
12450189,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188.0,21320,M,996953,EUR,1005004800,G,30,30,False,24.0,18.0,10.0,4.0,0.0,17.0,18.0,1.0,6.0,5.0,1.0,90.0,27.0,6.3,6.0,0.00018528,0,-0.9344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450189,home,Lille,Thomas Meunier,,,thomas-meunier,T. Meunier,D,12,190.0,2781,M,128587,EUR,684633600,D,12,12,False,81.0,72.0,5.0,3.0,0.0,14.0,16.0,59.0,68.0,4.0,,90.0,104.0,7.7,13.0,0.278313,3,,3.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0742,0.1577,1.0,,,,,,,,,,,,,,,,,,,,,
12450189,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182.0,1863,M,962408,EUR,978739200,D,18,18,False,92.0,91.0,5.0,4.0,0.0,36.0,37.0,55.0,55.0,5.0,,90.0,99.0,6.7,3.0,0.0301039,1,,,,3.0,1.0,4.0,1.0,,,,3.0,,,,0.1418,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12450189,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192.0,4572,M,1049775,EUR,934156800,D,4,4,False,102.0,94.0,8.0,6.0,0.0,34.0,36.0,60.0,66.0,8.0,,90.0,113.0,7.6,10.0,0.0541542,3,,,,,3.0,,5.0,,,2.0,3.0,1.0,1.0,,0.119,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12450189,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181.0,1194,M,834308,EUR,925344000,D,5,5,False,60.0,51.0,6.0,1.0,0.0,14.0,15.0,37.0,48.0,1.0,,90.0,83.0,7.2,17.0,0.0276087,1,,3.0,,1.0,,1.0,3.0,,,1.0,2.0,2.0,2.0,,0.0421,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,
12450189,home,Lille,Ayyoub Bouaddi,Ayyoub Bouaddi,,bouaddi-ayyoub,A. Bouaddi,M,32,185.0,5410,M,1564180,EUR,1191283200,M,32,32,False,38.0,32.0,4.0,3.0,0.0,6.0,8.0,26.0,31.0,2.0,,80.0,51.0,6.7,12.0,0.028982,1,,1.0,,,,3.0,2.0,1.0,,1.0,,1.0,1.0,2.0,0.0458,,,,,,4.0,,1.0,,,,,,,,,,,,,,,
12450189,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180.0,759,M,51665,EUR,649641600,M,21,21,False,69.0,56.0,5.0,3.0,0.0,7.0,11.0,49.0,59.0,2.0,,90.0,79.0,7.0,17.0,0.0552566,0,,1.0,,5.0,9.0,10.0,10.0,,,,2.0,1.0,,2.0,,,2.0,1.0,,,1.0,,,True,2.0,,,,,,,,,,,,,
12450189,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171.0,1177,M,72998,EUR,636854400,M,10,10,False,58.0,48.0,,,0.0,3.0,4.0,45.0,56.0,2.0,,89.0,75.0,7.9,16.0,0.0559666,3,,2.0,,2.0,2.0,6.0,7.0,2.0,1.0,1.0,,4.0,1.0,,0.4997,0.8558,2.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12450189,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180.0,2141,M,1138804,EUR,1049932800,M,7,7,False,42.0,38.0,3.0,2.0,0.0,5.0,6.0,35.0,44.0,1.0,,90.0,66.0,7.4,13.0,0.372033,1,,8.0,2.0,2.0,,5.0,4.0,3.0,1.0,,2.0,3.0,1.0,1.0,0.0317,0.1648,2.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
12450189,home,Lille,Matías Fernández,Matias Fernandez,,fernandez-matias,M. Fernandez,F,7,183.0,1612,M,1149144,EUR,1107388800,M,19,19,False,39.0,32.0,2.0,2.0,0.0,3.0,4.0,32.0,44.0,7.0,,90.0,62.0,7.7,17.0,0.249973,5,,9.0,3.0,1.0,,6.0,3.0,4.0,,4.0,,,,2.0,0.2163,,5.0,1.0,,1.0,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,
12450189,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180.0,21023,M,935564,EUR,947808000,F,9,9,False,19.0,15.0,,,0.0,5.0,5.0,10.0,14.0,3.0,,73.0,29.0,6.7,6.0,0.0070163,2,,,,1.0,1.0,3.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.1005,,,,,,1.0,1.0,1.0,,,,,,,,jodavid,,,,,,,
12450189,home,Lille,Chuba Akpom,,,chuba-akpom,C. Akpom,F,29,186.0,1675,M,190867,EUR,813196800,F,24,24,True,3.0,2.0,,,0.0,,,2.0,3.0,1.0,,17.0,5.0,7.6,1.0,0.00091295,1,,,,2.0,1.0,3.0,2.0,,1.0,,,,,1.0,0.7884,0.6678,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,
12450189,home,Lille,Osame Sahraoui,,,osame-sahraoui,O. Sahraoui,M,11,170.0,7380,M,965357,EUR,992217600,F,11,11,True,4.0,,,,0.0,,,,4.0,,,10.0,5.0,6.5,4.0,,0,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,osamesahraoui,,,,,,,
12450189,home,Lille,Ngal'ayel Mukau,Ngal'ayel Mukau,,ngalayel-mukau,N. Mukau,M,17,188.0,7441,M,1391541,EUR,1099440000,M,17,17,True,2.0,2.0,,,0.0,2.0,2.0,,,1.0,,8.0,4.0,6.6,,8.95e-05,0,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12450189,home,Lille,Marc-Aurele Caillard,,,marc-aurele-caillard,M. Caillard,G,16,191.0,116,M,189859,EUR,768700800,G,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450189,home,Lille,Vito Mannone,,,vito-mannone,V. Mannone,G,,189.0,191,M,17053,EUR,573264000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450189,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186.0,10320,M,122810,EUR,688089600,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aissamandi23,,,,,,,
12450189,home,Lille,Samuel Umtiti,,,samuel-umtiti,S. Umtiti,D,,182.0,3972,M,96547,EUR,753235200,D,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samumtiti,,,,,,,
12450189,home,Lille,Mitchel Bakker,,,mitchel-bakker,M. Bakker,D,5,185.0,1246,M,856638,EUR,961459200,D,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450189,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168.0,3430,M,867441,EUR,967680000,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450189,away,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188.0,2968,M,845183,EUR,942710400,G,94,94,False,22.0,6.0,22.0,6.0,0.0,1.0,3.0,5.0,19.0,7.0,3.0,90.0,30.0,6.5,18.0,0.00300427,0,-0.1539,,,,,,,,,,1.0,,,,,,,,,,1.0,,,True,,,,,,,,,1.0,1.0,1.0,1.0,,
12450189,away,Stade de Reims,Aurélio Buta,,,aurelio-buta,A. Buta,D,17,169.0,489,M,357752,EUR,855532800,D,23,23,False,11.0,8.0,,,0.0,5.0,6.0,3.0,5.0,1.0,,59.0,17.0,6.7,4.0,0.00096062,0,,,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
12450189,away,Stade de Reims,Hiroki Sekine,Hiroki Sekine,,hiroki-sekine,H. Sekine,D,3,187.0,678,M,1500627,EUR,1029024000,D,3,3,False,16.0,12.0,4.0,3.0,0.0,7.0,9.0,5.0,7.0,4.0,,90.0,36.0,7.2,6.0,0.00430618,0,,,,1.0,1.0,4.0,5.0,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,,2.0,,1.0,,,1.0,5.0,,,,,,,,,
12450189,away,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193.0,662,M,985933,EUR,864604800,D,2,2,False,21.0,11.0,10.0,3.0,0.0,6.0,9.0,5.0,12.0,4.0,,90.0,50.0,7.0,11.0,0.00359502,0,,,,3.0,3.0,4.0,6.0,,,,15.0,1.0,,1.0,,,,,,,,3.0,2.0,,,,,,3.0,,,,,,,,1.0,
12450189,away,Stade de Reims,Cédric Kipré,,,cedric-kipre,C. Kipré,D,4,196.0,670,M,886802,EUR,850089600,D,21,21,False,17.0,16.0,1.0,1.0,0.0,10.0,10.0,6.0,7.0,1.0,,90.0,32.0,6.8,3.0,0.00334816,0,,,,3.0,3.0,5.0,5.0,1.0,,,6.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0
12450189,away,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175.0,293,M,827942,EUR,882230400,D,18,18,False,8.0,6.0,1.0,,0.0,2.0,3.0,4.0,9.0,,,90.0,30.0,7.2,12.0,0.0028614,1,,4.0,,1.0,1.0,2.0,4.0,,1.0,,2.0,2.0,1.0,,0.0406,0.0525,,1.0,,,4.0,,1.0,,,1.0,,,,,,,,,,,,
12450189,away,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176.0,4867,M,783278,EUR,731635200,M,7,7,False,13.0,10.0,,,0.0,7.0,10.0,3.0,6.0,3.0,,69.0,28.0,6.3,11.0,0.00059651,0,,3.0,,,,5.0,5.0,4.0,,,,2.0,2.0,,,,,3.0,,,,,1.0,,,,,2.0,,,ItouJky,,1.0,,,,,
12450189,away,Stade de Reims,Amadou Koné,,,kone-amadou,A. Kone,M,72,178.0,751,M,1586875,EUR,1116028800,M,72,72,False,17.0,14.0,1.0,1.0,0.0,5.0,6.0,9.0,12.0,6.0,,70.0,33.0,7.2,6.0,0.00588063,1,,1.0,,3.0,1.0,5.0,5.0,,1.0,,1.0,2.0,1.0,,0.0173,0.0131,,1.0,,,1.0,2.0,2.0,,1.0,,,,2.0,,,,,,,,,
12450189,away,Stade de Reims,Mory Gbane,,,gbane-mory,M. Gbane,M,24,188.0,509,M,1003400,EUR,977702400,M,24,24,False,16.0,11.0,2.0,,1.0,5.0,7.0,6.0,9.0,4.0,,90.0,29.0,7.0,6.0,0.171553,0,,,,1.0,2.0,2.0,3.0,,,,5.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
12450189,away,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1036,M,1154611,EUR,1124928000,M,6,6,False,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,3.0,,88.0,23.0,6.6,5.0,0.0101,0,,,,2.0,2.0,3.0,4.0,1.0,,,4.0,1.0,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12450189,away,Stade de Reims,Jordan Siebatcheu,,,jordan-siebatcheu,J. Siebatcheu,F,29,190.0,662,M,788786,EUR,830476800,F,12,12,False,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,2.0,,70.0,14.0,6.8,2.0,0.00315478,1,,,,2.0,2.0,4.0,3.0,,,,2.0,1.0,1.0,2.0,0.0409,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
