match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_totalOffside,stat_hitWoodwork
11067447,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,38.0,28.0,19.0,9.0,26.0,29.0,2.0,9.0,1.0,3.0,5.0,1.0,2.0,2.0,90.0,48.0,6.7,10.0,0.0,0.0,0.00027492,0,-0.6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067447,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,51.0,43.0,12.0,7.0,27.0,32.0,16.0,19.0,9.0,3.0,3.0,3.0,,,90.0,75.0,6.7,12.0,0.0,0.0,0.00499175,0,,True,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11067447,home,São Paulo,Diego Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,False,56.0,45.0,6.0,2.0,41.0,45.0,4.0,11.0,2.0,11.0,2.0,,,,90.0,74.0,6.7,12.0,0.0,0.0,0.00232587,0,,,2.0,2.0,4.0,,1.0,,,,,1.0,Diego,Costa,2.0,,,,,,,,,,,,,,,,,
11067447,home,São Paulo,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17540,M,1108441,EUR,1069632000,D,35,35,False,61.0,52.0,11.0,5.0,42.0,46.0,10.0,15.0,5.0,6.0,5.0,1.0,,,90.0,73.0,7.5,9.0,0.1096,0.65,0.00223101,1,,,1.0,1.0,1.0,,,,3.0,2.0,,,Lucas Beraldo,,,lberaldo,1.0,1.0,,,,,,,,,,,,,,
11067447,home,São Paulo,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,D,38,38,False,40.0,35.0,2.0,2.0,17.0,19.0,19.0,24.0,7.0,4.0,4.0,1.0,,,90.0,83.0,6.5,17.0,0.3967,0.0784,0.102683,2,,,2.0,1.0,9.0,1.0,7.0,4.0,1.0,1.0,2.0,,,,1.0,,1.0,,3.0,1.0,3.0,1.0,1.0,,,,,,,,,
11067447,home,São Paulo,Gabriel Neves,gabriel-neves,G. Neves,M,8,171,741,M,875294,EUR,871257600,M,20,20,False,26.0,21.0,2.0,1.0,14.0,18.0,7.0,8.0,,2.0,2.0,,,,58.0,32.0,6.2,5.0,0.0,0.0,0.00854255,0,,,2.0,,8.0,6.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
11067447,home,São Paulo,Luan Santos,luan-santos,Luan,M,33,173,2976,M,942426,EUR,926640000,M,8,8,False,28.0,24.0,,,16.0,16.0,8.0,12.0,1.0,2.0,4.0,,,,72.0,38.0,6.7,4.0,0.0,0.0,0.0129314,0,,,,,3.0,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,
11067447,home,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,21.0,19.0,3.0,2.0,12.0,13.0,8.0,12.0,7.0,,3.0,,,,77.0,34.0,7.6,6.0,0.3381,0.9012,0.0953172,1,,,1.0,1.0,6.0,4.0,5.0,5.0,1.0,,1.0,2.0,,,,,1.0,1.0,4.0,1.0,,,,2.0,,,,,,,,
11067447,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,32.0,26.0,5.0,5.0,8.0,11.0,19.0,22.0,11.0,1.0,9.0,3.0,,,90.0,52.0,7.7,8.0,0.126,0.0,0.216559,2,,,,1.0,4.0,2.0,5.0,4.0,3.0,1.0,,,,,,luciano10,,,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,
11067447,home,São Paulo,Marcos Paulo,marcos-paulo,M. Paulo,F,10,186,862,M,962027,EUR,980985600,M,32,32,False,22.0,17.0,4.0,2.0,6.0,7.0,11.0,15.0,2.0,,1.0,1.0,,,45.0,37.0,6.9,12.0,0.0658,0.0,0.0451795,1,,,1.0,,6.0,1.0,3.0,1.0,,,2.0,,,,1.0,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,
