match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_outfielderBlock,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_firstName,player_lastName,stat_goodHighClaim,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_bigChanceMissed
12190332,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192.0,4016,M,252669,EUR,727228800,G,1,1,False,43.0,30.0,16.0,4.0,24.0,28.0,6.0,15.0,1.0,7.0,1.0,3.0,5.0,1.0,1.0,90.0,51.0,7.6,13.0,0.00068545,0,0.6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190332,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7696,M,252821,EUR,753408000,D,22,22,False,52.0,44.0,3.0,,23.0,25.0,21.0,29.0,3.0,5.0,2.0,,,,,90.0,74.0,6.3,13.0,0.0122591,1,,nelsonsemedo50,2.0,2.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0269,,,,,,,,,,,,,,,,,,,,
12190332,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189.0,1175,M,846308,EUR,910569600,D,4,4,False,37.0,36.0,3.0,2.0,32.0,32.0,4.0,5.0,,3.0,,,,,,45.0,43.0,6.7,2.0,0.00044144,0,,,,1.0,2.0,1.0,,,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
12190332,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192.0,1250,M,894474,EUR,864345600,D,23,23,False,49.0,40.0,7.0,5.0,29.0,34.0,11.0,15.0,8.0,4.0,1.0,,,,,90.0,65.0,7.6,10.0,0.127706,0,,,,2.0,4.0,,,,6.0,,,1.0,,2.0,True,5.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,
12190332,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187.0,1047,M,973418,EUR,916444800,D,24,24,False,52.0,36.0,3.0,,26.0,34.0,10.0,18.0,10.0,7.0,1.0,,,,,89.0,78.0,7.1,19.0,0.00561347,0,,,,,1.0,,1.0,,3.0,2.0,2.0,,,1.0,,6.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
12190332,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184.0,8756,M,307284,EUR,746841600,M,5,5,False,70.0,62.0,4.0,2.0,41.0,45.0,23.0,27.0,6.0,7.0,1.0,,,,,90.0,86.0,7.4,10.0,0.0920477,2,,,2.0,1.0,2.0,,1.0,1.0,,3.0,1.0,,0.0594,1.0,,2.0,,,,,3.0,2.0,1.0,1.0,0.0368,,,,,,,,
12190332,home,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176.0,2486,M,138573,EUR,705542400,M,21,21,False,24.0,20.0,3.0,2.0,9.0,11.0,12.0,19.0,4.0,3.0,2.0,,,,,64.0,45.0,6.5,17.0,0.0222243,1,,,6.0,3.0,10.0,3.0,3.0,,,2.0,3.0,1.0,0.0627,,,,1.0,,,,1.0,1.0,1.0,1.0,0.2346,,,,,,,,
12190332,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176.0,14959,M,1015267,EUR,981936000,M,8,8,False,34.0,28.0,1.0,1.0,14.0,16.0,14.0,18.0,4.0,1.0,2.0,,,,,64.0,44.0,6.9,8.0,0.0205055,0,,joaogomes.01,,1.0,8.0,4.0,2.0,,2.0,,,1.0,,2.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,
12190332,home,Wolverhampton,Tommy Doyle,tommy-doyle,T. Doyle,M,7,172.0,746,M,932628,EUR,1003276800,M,20,20,False,27.0,25.0,2.0,2.0,11.0,13.0,14.0,14.0,1.0,2.0,,,,,,55.0,34.0,6.4,5.0,0.00947636,1,,,,,3.0,,3.0,1.0,,1.0,,1.0,0.0246,,,,,,,,,,,1.0,,,,,,,,,
12190332,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179.0,44710,M,931278,EUR,991785600,M,3,3,False,42.0,36.0,4.0,2.0,18.0,20.0,19.0,26.0,10.0,2.0,3.0,,,,,90.0,69.0,7.3,13.0,0.0421676,2,,r_aitnouri,4.0,1.0,4.0,2.0,1.0,,1.0,3.0,2.0,,0.042,,,3.0,1.0,1.0,,,2.0,1.0,,3.0,,2.0,,,,,,,
