match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goals,captain,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox
11452963,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,30.0,27.0,9.0,6.0,25.0,26.0,2.0,4.0,9.0,2.0,90.0,39.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452963,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,False,51.0,42.0,3.0,2.0,16.0,17.0,26.0,37.0,3.0,,77.0,81.0,7.0,16.0,0,3.0,1.0,1.0,6.0,6.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11452963,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,87.0,79.0,10.0,6.0,50.0,53.0,29.0,34.0,10.0,,90.0,93.0,7.2,9.0,2,,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11452963,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,81.0,80.0,2.0,2.0,62.0,62.0,18.0,19.0,9.0,,90.0,92.0,7.8,2.0,0,,1.0,,2.0,4.0,,,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,
11452963,home,Al-Hilal,Yasir Al-Shahrani,,,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,,160923,EUR,706752000,D,12,12,False,54.0,50.0,3.0,2.0,20.0,21.0,31.0,39.0,6.0,,81.0,69.0,7.2,9.0,0,6.0,,1.0,,3.0,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,
11452963,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,70.0,62.0,5.0,3.0,23.0,25.0,43.0,53.0,8.0,,90.0,88.0,7.4,14.0,4,8.0,,1.0,2.0,3.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,4.0,1.0,,,,,,,,
11452963,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,False,72.0,68.0,5.0,4.0,37.0,39.0,31.0,33.0,5.0,,90.0,88.0,7.7,6.0,1,,,,2.0,6.0,1.0,,2.0,1.0,3.0,4.0,4.0,,1.0,,,,,,,,1.0,,,,,,,
11452963,home,Al-Hilal,Michael,,,michael,Michael,M,96,166.0,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,27.0,24.0,,,4.0,4.0,22.0,30.0,1.0,,80.0,52.0,6.7,17.0,1,7.0,1.0,,9.0,4.0,2.0,,10.0,4.0,,,,3.0,,,1.0,,,,2.0,2.0,,,,,,,,
11452963,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,49.0,42.0,2.0,2.0,7.0,7.0,35.0,42.0,1.0,,86.0,59.0,8.3,10.0,2,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,
11452963,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,65.0,60.0,2.0,1.0,12.0,13.0,49.0,56.0,5.0,,89.0,88.0,7.6,15.0,2,4.0,1.0,,8.0,4.0,,2.0,4.0,1.0,,2.0,2.0,2.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,1.0,True,,,,
