match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_lastManTackle,captain,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_outfielderBlock
14065723,home,Metz,Jonathan Fischer,jonathan-fischer,J. Fischer,G,1,197.0,267,M,1004550,EUR,999993600,G,1,1,False,42.0,41.0,4.0,3.0,0.0,39.0,39.0,2.0,3.0,1.0,1.0,7.0,1.0,3.0,1.0,4.0,1.0,1.0,90.0,51.0,8.0,1.0,0.00059679,0.8341,0,1.209,0.03,0.02,-0.09,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065723,home,Metz,Koffi Kouao,kouao-koffi,K. Kouao,D,39,173.0,315,M,867575,EUR,895622400,D,39,39,False,67.0,60.0,2.0,1.0,0.0,33.0,35.0,27.0,32.0,3.0,1.0,7.0,,,,,,,90.0,81.0,6.0,12.0,0.0105671,,1,,-0.03,0.29,-0.45,,3.0,6.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0318,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
14065723,home,Metz,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186.0,1191,M,326343,EUR,811987200,D,5,5,False,90.0,80.0,12.0,6.0,0.0,53.0,56.0,27.0,34.0,7.0,3.0,6.0,,,,,,,90.0,105.0,8.6,12.0,0.0223908,,1,,0.26,0.28,0.14,,,1.0,,,,3.0,1.0,,,0.5242,0.52,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.9005,,,,,,,,,,,,,,,,,
14065723,home,Metz,Terry Yegbe,terry-yegbe,T. Yegbe,D,15,195.0,357,M,1200442,EUR,980380800,D,15,15,False,85.0,77.0,10.0,6.0,0.0,56.0,58.0,21.0,27.0,3.0,3.0,4.0,,,,,,,90.0,103.0,7.3,15.0,0.00885442,,1,,0.1,0.2,0.18,,1.0,,,,,3.0,2.0,,,0.1539,-0.14,,,,,1.0,,,1.0,0.8191,Terry Yegbe,,1.0,,,,,,,,,,,,,,
14065723,home,Metz,Alpha Touré,alpha-toure,A. Touré,M,12,180.0,636,M,1597191,EUR,1138147200,D,12,12,False,41.0,37.0,,,0.0,23.0,23.0,14.0,18.0,4.0,2.0,5.0,1.0,,,,,,90.0,62.0,6.3,11.0,0.0152687,,0,,-0.2,-0.19,-0.16,,3.0,4.0,1.0,1.0,,1.0,1.0,,,,,1.0,2.0,1.0,,,,1.0,,,Alpha,Touré,,,,,,,,,,,,,,,
14065723,home,Metz,Benjamin Stambouli,benjamin-stambouli,B. Stambouli,M,21,180.0,168,M,105951,EUR,650505600,M,21,21,False,46.0,38.0,5.0,2.0,0.0,21.0,26.0,17.0,20.0,3.0,1.0,7.0,,,,,,,85.0,57.0,7.2,10.0,0.168953,,1,,0.35,0.09,,,2.0,1.0,,,,3.0,1.0,,1.0,0.0211,-0.04,,,,,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,
14065723,home,Metz,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183.0,1011,M,982613,EUR,998265600,M,8,8,False,39.0,29.0,4.0,1.0,0.0,16.0,19.0,13.0,20.0,8.0,,5.0,,,,,,,90.0,58.0,7.6,14.0,0.0128947,,1,,0.03,0.08,0.89,,,2.0,,,1.0,6.0,4.0,,1.0,0.0167,0.0,,,3.0,2.0,,,1.0,3.0,,,,,,,,1.0,,,,,,,,,,
14065723,home,Metz,Georgiy Tsitaishvili,giorgi-tsitaishvili,G. Tsitaishvili,M,7,171.0,1454,M,875677,EUR,974505600,M,7,7,False,21.0,20.0,,,0.0,5.0,6.0,15.0,15.0,,2.0,1.0,,,,,,,72.0,34.0,6.4,7.0,0.0169223,,0,,-0.15,0.02,0.23,,1.0,4.0,,,,,,,2.0,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
14065723,home,Metz,Gauthier Hein,gauthier-hein,G. Hein,M,10,170.0,632,M,842391,EUR,839376000,M,10,10,False,64.0,58.0,4.0,3.0,1.0,20.0,20.0,38.0,44.0,2.0,,4.0,,,,,,,90.0,80.0,6.9,16.0,0.17146,,1,,0.27,0.29,-0.05,,5.0,7.0,,3.0,1.0,2.0,2.0,,1.0,0.0594,0.01,2.0,,1.0,,,,,2.0,,,,,1.0,,3.0,,True,2.0,,,,,,,,
14065723,home,Metz,Ibou Sane,sane-ibou,I. Sane,F,29,180.0,636,M,1470032,EUR,1111968000,M,23,23,False,14.0,13.0,1.0,,0.0,,,13.0,14.0,7.0,,3.0,4.0,,,,,,73.0,28.0,7.7,6.0,0.0331098,,1,,-0.03,0.37,0.18,,,5.0,1.0,2.0,,3.0,3.0,,,0.0406,0.15,,,2.0,,1.0,,,1.0,0.507,Ibou,Sane,,,,,,,,1.0,1.0,,,,,,
