match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_lastManTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_wonContest,stat_totalOffside,stat_goals,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_shotOffTarget
12499280,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,16.0,10.0,9.0,3.0,0.0,9.0,11.0,1.0,5.0,1.0,7.0,1.0,2.0,2.0,1.0,90.0,24.0,6.0,7.0,0.00011635,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499280,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,9.0,9.0,,,0.0,4.0,4.0,6.0,7.0,1.0,1.0,,,,,45.0,27.0,6.4,5.0,0.0988535,0,,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499280,home,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,False,56.0,50.0,8.0,3.0,0.0,38.0,40.0,12.0,16.0,2.0,6.0,,,,,90.0,66.0,6.6,7.0,0.00838646,0,,,,2.0,4.0,1.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12499280,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,56.0,53.0,2.0,1.0,0.0,47.0,48.0,6.0,8.0,,3.0,,,,,90.0,60.0,6.5,4.0,0.00101241,0,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12499280,home,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,30,30,False,34.0,33.0,2.0,1.0,2.0,13.0,13.0,21.0,28.0,2.0,3.0,,,,,89.0,62.0,7.9,13.0,0.931314,0,,7.0,1.0,6.0,4.0,2.0,,,2.0,,3.0,,,,,2.0,2.0,,nuno_tavares71,2.0,2.0,3.0,1.0,,,,,,,,,,,,,
12499280,home,Lazio,Loum Tchaouna,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,1004505,EUR,1062979200,M,20,20,False,10.0,7.0,,,0.0,,,7.0,11.0,,1.0,,,,,45.0,18.0,6.3,7.0,0.00529326,1,,1.0,,3.0,1.0,,1.0,2.0,,,,,,2.0,1.0,,,,,,1.0,,,1.0,1.0,0.035,0.0543,,,,,,,,,
12499280,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,937324,EUR,1007424000,M,6,6,False,53.0,44.0,7.0,4.0,0.0,31.0,33.0,13.0,20.0,1.0,8.0,,,,,90.0,61.0,6.8,12.0,0.0144707,0,,,,2.0,3.0,,1.0,1.0,,1.0,,,,,,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,
12499280,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,40.0,37.0,6.0,5.0,0.0,23.0,23.0,14.0,17.0,2.0,4.0,,,,,90.0,52.0,7.0,4.0,0.00997505,0,,,,2.0,2.0,,3.0,1.0,,2.0,,,,,1.0,1.0,1.0,,MatteoGuendouzi,,,,,,,,,,,,,,,,,
12499280,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,M,10,10,False,23.0,20.0,1.0,,0.0,8.0,9.0,12.0,18.0,,1.0,,,,,90.0,39.0,6.4,11.0,0.0475756,1,,4.0,,6.0,5.0,,,1.0,2.0,2.0,1.0,,,1.0,,2.0,,,,1.0,3.0,,,1.0,1.0,0.3089,0.4694,True,1.0,2.0,,,,,,
12499280,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,11046,M,960080,EUR,848102400,F,19,19,False,14.0,9.0,,,0.0,2.0,3.0,7.0,11.0,,,,,,,81.0,27.0,7.2,9.0,0.0152601,2,,,,5.0,7.0,,,2.0,3.0,2.0,,,,1.0,1.0,2.0,1.0,,boulaye_dia,2.0,1.0,,,1.0,2.0,1.0027,0.9953,,1.0,1.0,1.0,,,,,
