match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock
10382246,home,FC Groningen,Elvis Manu,,,elvis-manu,E. Manu,F,,178,104,,143382,EUR,745200000,F,28,28,False,,14.0,10.0,,,2.0,3.0,9.0,12.0,3.0,,63.0,27.0,7.0,8.0,2,1.0,1.0,,,5.0,5.0,,1.0,4.0,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,
10382246,home,FC Groningen,Jetro Willems,,,jetro-willems,J. Willems,D,15,177,182,M,138828,EUR,764985600,D,15,15,True,,13.0,10.0,,,7.0,7.0,3.0,7.0,1.0,,27.0,23.0,6.7,7.0,0,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
10382246,home,FC Groningen,Damil Dankerlui,,,damil-dankerlui,D. Dankerlui,D,15,175,108,M,352552,EUR,840844800,D,2,2,True,,7.0,7.0,,,2.0,2.0,5.0,7.0,1.0,,14.0,11.0,6.3,3.0,0,2.0,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
10382246,home,FC Groningen,Laros Duarte,,,laros-duarte,L. M. D. Duarte,M,6,180,315,M,798177,EUR,857088000,M,6,6,True,,5.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,,14.0,10.0,6.3,2.0,0,,,,,3.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Thom van Bergen,Thom van Bergen,,thom-van-bergen,T. v. Bergen,F,26,180,457,M,1413536,EUR,1073347200,F,55,55,True,,7.0,5.0,1.0,,1.0,1.0,4.0,6.0,1.0,,14.0,12.0,6.6,3.0,0,,,,,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,40,40,True,,7.0,7.0,,,5.0,5.0,2.0,2.0,,,3.0,8.0,,1.0,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
10382246,home,FC Groningen,Jan de Boer,,,jan-de-boer,J. d. Boer,G,12,202,63,M,978865,EUR,958780800,G,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Peter Leeuwenburgh,,,peter-leeuwenburgh,P. Leeuwenburgh,G,41,196,65,M,149660,EUR,764380800,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Matěj Chaluš,,,matej-chalus,M. Chaluš,D,37,189,35,M,824543,EUR,886377600,D,37,37,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Aimar Sher,,,aimar-sher,A. Sher,M,6,180,896,M,981574,EUR,1040342400,M,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Joey Pelupessy,,,joey-pelupessy,J. Pelupessy,M,6,182,5611,M,235404,EUR,737424000,M,4,4,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Kian Slor,,,slor-kian,K. Slor,M,38,181,36,M,1015875,EUR,1016841600,F,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,home,FC Groningen,Florian Krüger,,,florian-kruger,F. Krüger,F,26,186,130,M,945878,EUR,918864000,F,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,away,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,,36.0,21.0,29.0,14.0,9.0,10.0,12.0,26.0,8.0,2.0,90.0,48.0,6.6,15.0,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,5.0,
10382246,away,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,33.0,24.0,7.0,4.0,11.0,13.0,13.0,21.0,10.0,,81.0,60.0,6.7,14.0,0,1.0,,,,3.0,5.0,1.0,,2.0,1.0,,,4.0,5.0,,3.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,
10382246,away,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,True,32.0,25.0,8.0,6.0,17.0,22.0,8.0,10.0,6.0,,90.0,40.0,6.5,7.0,0,,,1.0,,2.0,2.0,,,,,,,2.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0
10382246,away,Excelsior,Serano Seymor,Serano Seymor,,serano-seymor,S. Seymor,D,34,190,15,M,1091021,EUR,1010102400,D,34,34,False,,38.0,34.0,7.0,4.0,24.0,26.0,10.0,12.0,7.0,,90.0,46.0,6.2,4.0,0,,,1.0,2.0,3.0,2.0,2.0,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,
10382246,away,Excelsior,Nathan Tjoe-A-On,,,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182,7235,M,992651,EUR,1008979200,D,28,28,False,,26.0,15.0,3.0,1.0,7.0,12.0,8.0,15.0,2.0,,72.0,44.0,5.8,15.0,1,1.0,,,1.0,5.0,3.0,3.0,,,,,,3.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,2.0,,nathantjoeaon,,,,,,,
10382246,away,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,8.0,6.0,,,4.0,5.0,2.0,4.0,,,57.0,17.0,6.7,4.0,0,1.0,,,,2.0,3.0,1.0,,,,,,1.0,2.0,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,1.0
10382246,away,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,,32.0,24.0,4.0,2.0,14.0,15.0,10.0,17.0,6.0,,80.0,50.0,6.4,13.0,0,,,2.0,2.0,6.0,5.0,,3.0,2.0,1.0,,,2.0,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0
10382246,away,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,10,10,False,,17.0,9.0,3.0,1.0,1.0,4.0,10.0,21.0,5.0,,72.0,40.0,6.8,18.0,0,8.0,2.0,2.0,1.0,5.0,9.0,2.0,1.0,2.0,2.0,,,,,,2.0,2.0,3.0,2.0,,,4.0,,,,,,,,,,
10382246,away,Excelsior,Noah Naujoks,,,noah-naujoks,N. Naujoks,M,10,183,201,M,1048487,EUR,1020297600,M,15,15,False,,16.0,8.0,2.0,1.0,3.0,3.0,5.0,13.0,4.0,,90.0,26.0,6.4,12.0,0,,,1.0,2.0,6.0,6.0,5.0,,1.0,1.0,,,2.0,,,3.0,2.0,4.0,1.0,,,,,,,,,,,,,
10382246,away,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,M,22,22,False,,20.0,13.0,3.0,,4.0,8.0,9.0,13.0,8.0,,90.0,41.0,6.1,13.0,1,1.0,,1.0,1.0,10.0,7.0,6.0,1.0,2.0,1.0,,,1.0,,,4.0,3.0,3.0,,1.0,,1.0,1.0,,,,,,,,,
10382246,away,Excelsior,Nikolas Agrafiotis,Nikolas Agrafiotis,,nikolas-agrafiotis,N. Agrafiotis,F,25,190,138,M,1036005,EUR,956620800,F,7,7,False,,27.0,17.0,,,2.0,4.0,15.0,23.0,2.0,,90.0,38.0,6.8,13.0,2,,,9.0,5.0,13.0,7.0,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,3.0,1.0,2.0,,,3.0,,,,,,,,,
10382246,away,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,True,,24.0,21.0,3.0,1.0,10.0,10.0,11.0,14.0,4.0,,33.0,26.0,6.5,4.0,0,,,1.0,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10382246,away,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,True,,8.0,8.0,,,7.0,7.0,1.0,1.0,,,18.0,19.0,6.7,3.0,0,,,,,3.0,5.0,,2.0,4.0,3.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,
10382246,away,Excelsior,Mike van Duinen,Mike,van Duinen,mike-van-duinen,M. v. Duinen,F,29,183,39,M,150494,EUR,689385600,F,29,29,True,,3.0,2.0,,,,,2.0,3.0,1.0,,18.0,9.0,6.4,5.0,0,,,,,2.0,,,1.0,,,,,1.0,,,,,3.0,,,,,1.0,,,,,,,,,
10382246,away,Excelsior,Joshua Eijgenraam,,,joshua-eijgenraam,J. Eijgenraam,M,20,180,30,M,1090204,EUR,1013990400,M,6,6,True,,2.0,1.0,,,,,1.0,2.0,,,10.0,2.0,6.4,1.0,0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10382246,away,Excelsior,Nathan Markelo,,,nathan-markelo,N. Markelo,M,24,182,73,M,920489,EUR,915667200,D,24,24,True,,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,9.0,4.0,6.3,1.0,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,away,Excelsior,Norbert Alblas,Norbert,Alblas,norbert-alblas,N. Alblas,G,18,185,18,M,339845,EUR,787190400,G,18,18,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,away,Excelsior,Pascal Kuiper,Pascal Kuiper,,pascal-kuiper,P. Kuiper,G,30,194,38,M,1067956,EUR,1079481600,G,38,38,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,away,Excelsior,Adrian Fein,Adrian,Fein,adrian-fein,A. Fein,M,29,187,138,M,855846,EUR,921715200,M,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382246,away,Excelsior,Reda Kharchouch,,,reda-kharchouch,R. Kharchouch,F,99,192,100,M,907909,EUR,809481600,F,9,9,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
