match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_aerialLost,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_goalAssist,stat_shotOffTarget,captain,stat_hitWoodwork,stat_goodHighClaim,stat_outfielderBlock
11453068,home,Al-Hilal,Bono,,,bono,Bono,G,37,195,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,28.0,24.0,13.0,9.0,18.0,20.0,6.0,8.0,4.0,1.0,4.0,90.0,35.0,7.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453068,home,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178,8457,M,s.abdulhamed66,966849,EUR,932256000,D,66,66,False,58.0,50.0,2.0,1.0,15.0,17.0,38.0,50.0,4.0,,,90.0,88.0,7.8,20.0,1,9.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,
11453068,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,62.0,54.0,9.0,6.0,36.0,39.0,18.0,23.0,8.0,,,90.0,74.0,7.1,11.0,0,,,3.0,4.0,1.0,,4.0,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11453068,home,Al-Hilal,Hassan Al Tambakti,,,hassan-al-tambakti,H. A. Tambakti,D,87,182,1188,M,,881837,EUR,918518400,D,87,87,False,46.0,44.0,4.0,3.0,35.0,36.0,9.0,10.0,3.0,,,90.0,56.0,7.2,2.0,1,,,2.0,6.0,,,3.0,2.0,2.0,1.0,,1.0,1.0,,3.0,,1.0,1.0,,,,,,,,,,,,
11453068,home,Al-Hilal,Yasir Al-Shahrani,,,yasir-al-shahrani,Y. Al-Shahrani,D,12,171,762,M,,160923,EUR,706752000,D,12,12,False,46.0,41.0,1.0,,17.0,19.0,24.0,31.0,6.0,,,86.0,70.0,7.1,11.0,1,4.0,,6.0,3.0,2.0,1.0,3.0,,,,1.0,,1.0,,1.0,1.0,2.0,,2.0,2.0,,,,,,,,,,
11453068,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191,1575,M,,828524,EUR,780192000,M,28,28,False,59.0,55.0,10.0,7.0,26.0,28.0,30.0,32.0,7.0,,,90.0,74.0,7.5,6.0,2,1.0,1.0,4.0,4.0,2.0,2.0,3.0,,3.0,1.0,2.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,
11453068,home,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178,1153,M,,872607,EUR,914025600,M,16,16,False,40.0,35.0,2.0,2.0,16.0,18.0,19.0,24.0,6.0,,,72.0,53.0,7.2,10.0,0,2.0,,5.0,5.0,1.0,,,2.0,3.0,3.0,1.0,,2.0,1.0,,2.0,,,2.0,2.0,,,,,,,,,,
11453068,home,Al-Hilal,Michael,,,michael,Michael,M,96,166,9025,M,Michael19,878084,EUR,826588800,M,96,96,False,30.0,25.0,,,8.0,8.0,17.0,22.0,3.0,,,86.0,49.0,7.2,15.0,1,,,8.0,5.0,2.0,,,,2.0,1.0,5.0,2.0,,2.0,,1.0,1.0,1.0,5.0,1.0,,,2.0,1.0,,,,,,
11453068,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,36.0,32.0,4.0,3.0,6.0,7.0,28.0,32.0,1.0,,,90.0,48.0,7.5,8.0,1,3.0,2.0,4.0,3.0,,,,,,,,2.0,,5.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,
11453068,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171,11126,M,29salem,160893,EUR,682560000,M,29,29,False,41.0,38.0,3.0,3.0,6.0,6.0,33.0,43.0,5.0,,,90.0,82.0,7.8,22.0,2,8.0,1.0,7.0,13.0,,,,,5.0,5.0,4.0,3.0,1.0,1.0,,4.0,,1.0,7.0,5.0,1.0,,,,,1.0,True,1.0,,
