match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_penaltyWon,stat_blockedScoringAttempt,captain,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,stat_hitWoodwork,stat_penaltyConceded
10411550,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,22.0,19.0,10.0,7.0,14.0,16.0,5.0,6.0,9.0,2.0,3.0,90.0,34.0,6.8,3.0,0.0,0.0,0.00282834,0,0.1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Giulio Donati,,,giulio-donati,G. Donati,D,2,178,48,M,,103156,EUR,634176000,D,2,2,False,56.0,49.0,6.0,3.0,30.0,33.0,20.0,24.0,6.0,,,90.0,64.0,6.6,7.0,0.0,0.0,0.0225425,0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Marlon,,,marlon,Marlon,D,4,182,529,M,,331853,EUR,810432000,D,4,4,False,65.0,63.0,2.0,2.0,54.0,55.0,9.0,10.0,3.0,,,90.0,73.0,6.5,3.0,0.0,0.0,0.00188604,0,,,,1.0,2.0,3.0,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,D,30,30,False,64.0,56.0,3.0,1.0,38.0,40.0,18.0,24.0,5.0,,,90.0,81.0,6.5,11.0,0.0,0.0,0.00850864,0,,,,1.0,4.0,1.0,1.0,,,,2.0,,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,
10411550,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,M,19,19,False,31.0,21.0,6.0,1.0,9.0,11.0,14.0,25.0,5.0,,,90.0,50.0,7.1,14.0,0.0098,0.0,0.0861115,1,,5.0,2.0,,5.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
10411550,home,Monza,Nicolò Rovella,,,nicolo-rovella,N. Rovella,M,6,179,2966,M,,937324,EUR,1007424000,M,6,6,False,74.0,65.0,10.0,7.0,31.0,35.0,34.0,40.0,8.0,,,90.0,83.0,6.9,10.0,0.0279,0.0,0.0539469,1,,1.0,,1.0,2.0,1.0,3.0,,1.0,,2.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,
10411550,home,Monza,Stefano Sensi,,,stefano-sensi,S. Sensi,M,6,168,1044,M,,294313,EUR,807580800,M,12,12,False,55.0,48.0,4.0,3.0,24.0,28.0,24.0,28.0,7.0,,,67.0,69.0,7.8,11.0,0.1132,0.0386,0.0363692,2,,1.0,,1.0,6.0,,2.0,2.0,2.0,,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
10411550,home,Monza,Marco D'Alessandro,,,marco-dalessandro,M. D'Alessandro,M,77,173,92,M,,55119,EUR,666748800,M,77,77,False,21.0,15.0,1.0,,10.0,14.0,5.0,10.0,1.0,,,67.0,39.0,6.4,13.0,0.0818,0.0,0.00604485,1,,3.0,,,5.0,,,1.0,3.0,,5.0,1.0,2.0,2.0,,3.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,
10411550,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,F,32,32,False,35.0,29.0,,,9.0,11.0,20.0,26.0,6.0,,,79.0,52.0,6.6,12.0,0.0979,0.0469,0.0352683,2,,2.0,,,4.0,1.0,,,4.0,1.0,6.0,,1.0,1.0,3.0,,,,,1.0,1.0,,1.0,True,,,,,,,,
10411550,home,Monza,Andrea Petagna,,,andrea-petagna,A. Petagna,F,37,190,474,M,,295973,EUR,804470400,F,37,37,False,18.0,12.0,2.0,2.0,3.0,4.0,9.0,14.0,2.0,,,80.0,35.0,7.0,14.0,0.7884,0.9958,0.00674615,1,,,,1.0,5.0,1.0,1.0,1.0,3.0,,4.0,1.0,5.0,2.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,
10411550,home,Monza,Filippo Ranocchia,,,filippo-ranocchia,F. Ranocchia,M,10,186,410,M,,934238,EUR,989798400,F,22,22,False,13.0,9.0,1.0,,5.0,6.0,4.0,7.0,,,,45.0,17.0,6.5,7.0,0.0,0.0,0.0071357,0,,,,,,1.0,,,,1.0,2.0,,3.0,,,,,,,1.0,,,,,,,,,,,,
10411550,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,17,17,True,17.0,17.0,,,5.0,5.0,13.0,14.0,1.0,,,45.0,24.0,6.8,3.0,0.0,0.0,0.0342207,0,,2.0,1.0,,2.0,,,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
10411550,home,Monza,Warren Bondo,,,warren-bondo,W. Bondo,M,38,177,2004,M,,1000366,EUR,1063584000,M,38,38,True,18.0,17.0,,,9.0,9.0,8.0,9.0,,,,23.0,27.0,6.6,3.0,0.0,0.0,0.00270882,0,,,,,2.0,,,,,,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,
10411550,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,F,84,84,True,16.0,14.0,1.0,,8.0,8.0,8.0,11.0,1.0,,,23.0,28.0,6.6,6.0,0.0,0.0,0.118199,0,,3.0,2.0,,2.0,,,,1.0,,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,
10411550,home,Monza,Mattia Valoti,,,mattia-valoti,M. Valoti,M,5,181,99,M,,139397,EUR,747273600,M,10,10,True,6.0,5.0,,,2.0,2.0,3.0,4.0,,,,11.0,11.0,6.9,2.0,0.1117,0.0,0.000787889,1,,,,2.0,5.0,,,1.0,2.0,,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
10411550,home,Monza,Christian Gytkjær,,,christian-gytkjaer,C. Gytkjær,F,9,185,437,M,,78939,EUR,641952000,F,9,9,True,,,,,,,,,,,,10.0,1.0,6.5,,0.0,0.0,0.0,0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Alessandro Sorrentino,,,alessandro-sorrentino,A. Sorrentino,G,22,190,65,M,,991416,EUR,1017792000,G,91,91,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Alessio Cragno,,,alessio-cragno,A. Cragno,G,22,184,263,M,,148740,EUR,772761600,G,89,89,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Valentin Antov,,,valentin-antov,V. Antov,D,26,185,687,M,,827640,EUR,973728000,D,26,26,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Luca Marrone,,,luca-marrone,L. Marrone,D,4,186,56,M,,81827,EUR,638582400,D,34,34,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Andrea Carboni,,,andrea-carboni,A. Carboni,D,44,185,201,M,,970978,EUR,981244800,D,44,44,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Andrea Barberis,,,andrea-barberis,A. Barberis,M,5,177,41,M,,152910,EUR,755568000,M,8,8,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411550,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,28,28,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
