match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_dispossessed,captain,stat_goals,player_sofascoreId,stat_penaltyMiss,stat_penaltyWon
12450193,home,RC Lens,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184.0,1508,M,134029,EUR,702691200,G,30,30,False,20.0,17.0,9.0,6.0,0.0,12.0,13.0,5.0,7.0,1.0,10.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,90.0,31.0,8.1,3.0,0.00172375,0,0.7526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450193,home,RC Lens,Malang Sarr,malang-sarr,M. Sarr,D,20,182.0,2159,M,826203,EUR,917049600,D,20,20,False,52.0,43.0,9.0,7.0,0.0,26.0,32.0,17.0,20.0,5.0,4.0,1.0,,,,,,,90.0,62.0,6.6,9.0,0.00522898,0,,,,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12450193,home,RC Lens,Abdulay Juma Bah,abdulay-juma-bah,A. J. Bah,D,28,195.0,5965,M,1606792,EUR,1144713600,D,27,27,False,59.0,53.0,,,0.0,41.0,45.0,12.0,14.0,2.0,10.0,,,,,,,,90.0,74.0,7.8,7.0,0.00789316,1,,,,6.0,,9.0,,5.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.0369,0.0239,,,,,,,,,,,,,,,,
12450193,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184.0,4462,M,860307,EUR,927849600,D,14,14,False,66.0,58.0,8.0,4.0,0.0,30.0,31.0,28.0,35.0,,7.0,,,,,,,,90.0,77.0,7.8,9.0,0.321471,1,,,,1.0,1.0,6.0,,1.0,,2.0,1.0,1.0,1.0,,2.0,,1.0,0.2802,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12450193,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172.0,407,M,579576,EUR,735782400,M,2,2,False,50.0,38.0,4.0,2.0,0.0,12.0,13.0,28.0,42.0,,6.0,,,,,,,,79.0,69.0,6.5,20.0,0.209561,4,,,,,5.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,2.0,0.3781,0.0507,,2.0,,1.0,5.0,2.0,2.0,2.0,1.0,2.0,,,,,,
12450193,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177.0,523,M,231946,EUR,755481600,M,28,28,False,64.0,56.0,8.0,6.0,0.0,23.0,25.0,33.0,39.0,,7.0,,,,,,,,90.0,90.0,7.9,14.0,0.193235,2,,,,1.0,9.0,13.0,1.0,1.0,,5.0,2.0,5.0,3.0,,4.0,2.0,2.0,0.4464,,,1.0,,1.0,,,2.0,,1.0,,2.0,,,,,
12450193,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186.0,16055,M,1128530,EUR,994032000,M,23,23,False,61.0,54.0,5.0,3.0,0.0,26.0,28.0,32.0,39.0,,8.0,,,,,,,,90.0,84.0,8.2,13.0,0.522487,2,,Neil,El Aynaoui,1.0,5.0,9.0,,,,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0655,0.0415,,,1.0,3.0,6.0,4.0,3.0,,1.0,,1.0,,,,,
12450193,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179.0,1117,M,822110,EUR,746928000,M,3,3,False,41.0,37.0,3.0,2.0,1.0,12.0,13.0,27.0,31.0,1.0,4.0,,,,,,,,86.0,64.0,7.5,13.0,0.79665,2,,,,,5.0,3.0,,,,3.0,1.0,1.0,,,,,2.0,0.2028,,2.0,,,2.0,3.0,2.0,,,2.0,1.0,3.0,,,,,
12450193,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187.0,3993,M,1048889,EUR,1053129600,F,18,18,False,33.0,27.0,,,0.0,7.0,8.0,20.0,25.0,,5.0,,,,,,,,86.0,53.0,7.2,15.0,0.197616,4,,,,3.0,7.0,8.0,1.0,1.0,,3.0,,2.0,1.0,1.0,1.0,,4.0,0.3282,0.143,,1.0,,2.0,,,3.0,1.0,2.0,,2.0,,,,,
12450193,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187.0,757,M,788921,EUR,656812800,F,7,7,False,31.0,29.0,,,0.0,7.0,7.0,23.0,28.0,,2.0,,,,,,,,66.0,43.0,7.0,9.0,0.212815,1,,,,2.0,3.0,2.0,,1.0,,,2.0,,,,,,2.0,0.0283,,,,,,4.0,1.0,,,1.0,2.0,1.0,True,,,,
