match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_totalClearance,stat_lastManTackle,stat_wasFouled,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_outfielderBlock,stat_errorLeadToAShot
14082866,home,Mallorca,Leo Román,,,leo-roman,L. Román,G,1,189.0,1557,M,1131909,EUR,962841600,G,1,1,False,28.0,23.0,10.0,5.0,0.0,21.0,22.0,2.0,6.0,4.0,1.0,90.0,30.0,6.2,5.0,0.00054002,0.0452,0,-0.6497,0.05,0.0,-0.09,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Mateu Morey,,,mateu-morey,M. Morey,D,2,171.0,594,M,879543,EUR,951955200,D,2,2,False,39.0,31.0,4.0,2.0,0.0,9.0,12.0,22.0,27.0,3.0,,90.0,60.0,8.0,12.0,0.116168,,1,,0.32,0.08,-0.23,,3.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1451,0.6972,1.0,0.55,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Martin Valjent,,,martin-valjent,M. Valjent,D,24,187.0,757,M,300522,EUR,818640000,D,24,24,False,55.0,51.0,6.0,4.0,0.0,33.0,34.0,18.0,21.0,3.0,,90.0,72.0,7.5,5.0,0.00795046,,1,,-0.23,0.3,0.8,,,,2.0,2.0,7.0,,,1.0,,4.0,3.0,1.0,0.0112,0.074,,-0.07,1.0,4.0,1.0,2.0,,,,,,,,,,,,,
14082866,home,Mallorca,Antonio Raíllo,,,antonio-raillo,A. Raíllo,D,21,186.0,793,M,807116,EUR,686880000,D,21,21,False,67.0,66.0,5.0,5.0,0.0,41.0,41.0,25.0,26.0,8.0,,90.0,77.0,6.8,1.0,0.0228172,,2,,0.21,0.26,-0.16,,,,1.0,2.0,2.0,1.0,,,,,,,0.1149,,,-0.37,1.0,3.0,,2.0,True,1.0,2.0,1.0,,,,,,,,,
14082866,home,Mallorca,Johan Mojica,,,johan-mojica,J. Mojica,D,22,185.0,3950,M,344847,EUR,714355200,D,22,22,False,42.0,31.0,6.0,2.0,0.0,10.0,14.0,21.0,28.0,6.0,,90.0,60.0,7.0,19.0,0.416703,,1,,0.62,0.25,-0.18,,7.0,2.0,,2.0,,1.0,,,,,,2.0,0.0181,,2.0,-0.09,,,,,,,1.0,,2.0,,,,,,,,
14082866,home,Mallorca,Antonio Sánchez,,,antonio-sanchez,A. Sánchez,M,6,179.0,256,M,949722,EUR,861667200,M,6,6,False,20.0,18.0,1.0,,0.0,11.0,12.0,7.0,8.0,2.0,,45.0,25.0,5.9,5.0,0.00728527,,0,,0.04,0.03,-0.08,,,,,6.0,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,
14082866,home,Mallorca,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181.0,553,M,255999,EUR,728611200,M,5,5,False,38.0,36.0,2.0,1.0,0.0,23.0,23.0,13.0,15.0,6.0,,68.0,43.0,6.8,2.0,0.00935221,,0,,0.09,0.06,0.17,,,,,1.0,3.0,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Takuma Asano,,,takuma-asano,T. Asano,M,11,173.0,2033,M,309546,EUR,784425600,M,11,11,False,16.0,12.0,,,0.0,2.0,2.0,10.0,14.0,,,68.0,27.0,6.0,10.0,0.0296159,,1,,-0.21,0.2,-0.06,,1.0,,1.0,7.0,3.0,,1.0,,,,,2.0,0.0383,,,-0.35,3.0,,,2.0,,,1.0,,3.0,1.0,,,,,,,
14082866,home,Mallorca,Pablo Torre,,,pablo-torre,P. Torre,M,20,173.0,37883,M,1082981,EUR,1049328000,M,20,20,False,36.0,27.0,2.0,2.0,0.0,8.0,9.0,19.0,27.0,3.0,,82.0,43.0,6.5,11.0,0.00974641,,1,,-0.02,0.14,-0.06,,1.0,,,2.0,1.0,,,1.0,,,,2.0,0.0189,0.187,1.0,-0.04,,1.0,,1.0,,,,1.0,1.0,,PabloTorre,,,,,,
14082866,home,Mallorca,Sergi Darder,,,sergi-darder,S. Darder,M,10,180.0,979,M,110783,EUR,756518400,M,10,10,False,36.0,31.0,5.0,3.0,0.0,15.0,16.0,16.0,20.0,3.0,,90.0,54.0,7.1,12.0,0.113847,,0,,0.07,-0.52,0.24,,6.0,3.0,,3.0,5.0,,5.0,,,1.0,,,,,3.0,,,,,2.0,,,,,1.0,,,2.0,1.0,1.0,,,
14082866,home,Mallorca,Mateo Joseph,,,mateo-joseph,M. Joseph,F,18,180.0,1215,M,1170693,EUR,1066521600,F,18,18,False,6.0,5.0,,,0.0,,1.0,5.0,5.0,1.0,,68.0,20.0,6.5,4.0,0.022625,,3,,-0.11,0.28,0.17,,,,,1.0,2.0,,1.0,1.0,,,,,0.2482,0.0789,1.0,-0.57,1.0,,,1.0,,,1.0,1.0,3.0,,,1.0,,,1.0,1.0,
14082866,home,Mallorca,Marash Kumbulla,,,marash-kumbulla,M. Kumbulla,D,4,191.0,1585,M,893642,EUR,949968000,D,4,4,True,31.0,26.0,3.0,1.0,0.0,13.0,14.0,13.0,17.0,3.0,,45.0,37.0,6.9,7.0,0.00393261,,1,,-0.04,0.04,0.2,,1.0,,1.0,,2.0,,,,,,,,0.0142,,1.0,-0.02,,,,1.0,,,1.0,,1.0,,,,,,,1.0,
14082866,home,Mallorca,Marc Domenech,Marc Domenech,,marc-domenech,M. Domenech,M,30,182.0,265,M,1914318,EUR,1136073600,F,30,30,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,,22.0,5.0,6.6,1.0,0.00729964,,1,,0.0,0.11,0.17,,,,1.0,1.0,2.0,,,,,,,1.0,0.0686,,,-0.28,,,,1.0,,,1.0,,,,,,,,,,
14082866,home,Mallorca,Dani Rodríguez,,,dani-rodriguez,D. Rodríguez,M,9,177.0,524,M,349526,EUR,581558400,M,14,14,True,8.0,7.0,,,0.0,2.0,3.0,5.0,5.0,1.0,,22.0,15.0,6.6,4.0,0.0437689,,0,,0.11,-0.1,0.13,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,
14082866,home,Mallorca,Abdón Prats,,,abdon-prats,A. Prats,F,9,181.0,325,M,146852,EUR,724550400,F,9,9,True,2.0,2.0,,,0.0,,,2.0,2.0,,,22.0,5.0,6.4,2.0,0.00219196,,0,,0.01,0.02,0.13,,,,,3.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,,1.0,,,,,
14082866,home,Mallorca,Jan Salas,,,jan-salas,J. Salas,M,28,182.0,92,M,1905699,EUR,1123632000,M,28,28,True,7.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,6.0,1.0,,8.0,8.0,6.8,2.0,0.0239753,,0,,0.19,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Lucas Bergström,,,lucas-bergstrom,L. Bergström,G,13,206.0,3167,M,996903,EUR,1031184000,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Iván Cuéllar,,,ivan-cuellar,I. Cuéllar,G,25,187.0,119,M,19013,EUR,454464000,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Iliesse Salhi,Iliesse Salhi,,iliesse-salhi,I. Salhi,D,26,,205,M,1546227,EUR,1185494400,D,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,David López,,,david-lopez,D. López,D,27,195.0,103,M,1513896,EUR,1044230400,D,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Toni Lato,,,toni-lato,T. Lato,D,3,173.0,265,M,828239,EUR,880070400,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Daniel Luna,,,daniel-luna,D. Luna,M,33,178.0,444,M,1018516,EUR,1052265600,M,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,home,Mallorca,Javi Llabrés,Javi Llabrés,,javi-llabres,J. Llabrés,M,19,174.0,115,M,1162309,EUR,1031702400,F,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082866,away,Celta Vigo,Ionuț Radu,,,ionut-radu,I. Radu,G,13,188.0,3683,M,815202,EUR,864777600,G,13,13,False,29.0,21.0,15.0,7.0,0.0,18.0,20.0,3.0,9.0,7.0,3.0,90.0,40.0,7.1,8.0,0.00073612,0.3205,0,0.0371,0.02,-0.01,-0.02,0.32,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
