match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalTackle,stat_wasFouled,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
11598406,home,Bournemouth,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3688,M,815202,EUR,864777600,G,20,20,False,37.0,27.0,10.0,2.0,25.0,27.0,2.0,10.0,10.0,1.0,1.0,90.0,42.0,6.7,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598406,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,481,M,44566,EUR,672883200,D,15,15,False,31.0,26.0,2.0,,17.0,19.0,10.0,16.0,3.0,,,90.0,56.0,7.0,9.0,1,True,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11598406,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17070,M,1023567,EUR,1030838400,D,27,27,False,76.0,65.0,7.0,1.0,53.0,59.0,12.0,17.0,7.0,,,90.0,88.0,7.1,12.0,1,,,,,1.0,2.0,,1.0,4.0,,1.0,,IlliaZabarnyi,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,
11598406,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5647,M,830659,EUR,863222400,D,25,25,False,65.0,56.0,5.0,1.0,41.0,44.0,15.0,21.0,6.0,,,90.0,83.0,7.4,10.0,0,,,,,2.0,3.0,,,7.0,2.0,1.0,,,3.0,5.0,,,1.0,1.0,,,,,,,,,,,,,,,
11598406,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25969,M,1097425,EUR,1068163200,D,3,3,False,38.0,32.0,3.0,3.0,15.0,20.0,18.0,21.0,6.0,,,90.0,66.0,7.9,13.0,3,,,3.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,miloskerkez,2.0,9.0,,3.0,1.0,5.0,Milos,Kerkez,1.0,1.0,2.0,1.0,,,,,,,,,
11598406,home,Bournemouth,Joe Rothwell,joe-rothwell,J. Rothwell,M,48,185,269,M,190853,EUR,789782400,M,8,8,False,58.0,52.0,2.0,1.0,25.0,26.0,27.0,36.0,4.0,,,90.0,70.0,8.0,10.0,1,,,4.0,,,1.0,,,,1.0,1.0,2.0,,,2.0,2.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,
11598406,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,885,M,548188,EUR,854928000,M,4,4,False,49.0,43.0,1.0,,31.0,32.0,12.0,17.0,9.0,,,70.0,59.0,7.4,8.0,0,,,,,,1.0,,,,,1.0,1.0,,,6.0,2.0,2.0,4.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,
11598406,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1279,M,855731,EUR,868320000,M,7,7,False,31.0,23.0,4.0,2.0,7.0,9.0,17.0,23.0,3.0,,,62.0,41.0,7.3,9.0,1,,,1.0,1.0,1.0,2.0,,1.0,,,,2.0,,,5.0,1.0,,2.0,2.0,,,2.0,1.0,,,,2.0,,,,,,,
11598406,home,Bournemouth,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,20,177,3146,M,892924,EUR,950659200,M,22,22,False,13.0,13.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,,,45.0,21.0,6.7,4.0,1,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
11598406,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,34231,M,1106451,EUR,1013385600,M,11,11,False,22.0,12.0,4.0,,4.0,9.0,8.0,15.0,4.0,,,90.0,47.0,7.2,19.0,3,,,2.0,,2.0,9.0,2.0,,2.0,,,1.0,d.ouattara15,,7.0,,2.0,3.0,3.0,Dango Ouattara,,3.0,1.0,2.0,1.0,,2.0,3.0,1.0,1.0,,,,
11598406,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,91394,M,934354,EUR,947203200,F,24,24,False,8.0,7.0,,,3.0,3.0,4.0,5.0,,,,45.0,17.0,6.5,6.0,0,,,,,1.0,4.0,,,,,1.0,1.0,antoinesemenyo42,,2.0,,2.0,,1.0,,,3.0,1.0,,,,,,,1.0,,,,
11598406,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1202,M,322391,EUR,793411200,M,10,10,True,18.0,14.0,2.0,2.0,4.0,5.0,11.0,16.0,2.0,,,45.0,28.0,6.9,9.0,1,,,3.0,1.0,1.0,2.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,
