match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_keyPass,player_jerseyNumber,player_firstName,player_lastName,captain,stat_accurateCross,stat_bigChanceMissed,stat_totalKeeperSweeper
10352148,home,Stuttgarter Kickers,Ramon Castellucci,ramon-castellucci,R. Castellucci,G,183,1,M,825114,EUR,857606400,G,21,21,False,24.0,17.0,17.0,10.0,7.0,8.0,10.0,16.0,1.0,1.0,2.0,11.0,2.0,2.0,2.0,2.0,90.0,39.0,7.5,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352148,home,Stuttgarter Kickers,Malte Moos,malte-moos,M. Moos,D,178,1,M,785442,EUR,823219200,D,2,2,False,28.0,16.0,6.0,3.0,8.0,11.0,8.0,20.0,,3.0,5.0,7.0,,,,,90.0,66.0,7.2,27.0,1,3.0,4.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10352148,home,Stuttgarter Kickers,Denis Zagaria,denis-zagaria,D. Zagaria,D,183,2,,272751,EUR,737251200,D,4,4,False,34.0,21.0,14.0,6.0,14.0,20.0,7.0,14.0,6.0,10.0,4.0,7.0,,,,,90.0,59.0,9.2,14.0,4,,4.0,14.0,,1.0,1.0,2.0,3.0,4.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,
10352148,home,Stuttgarter Kickers,Niklas Kolbe,niklas-kolbe,N. Kolbe,D,194,33,M,803749,EUR,851644800,D,18,18,False,27.0,18.0,9.0,3.0,14.0,16.0,4.0,11.0,2.0,3.0,8.0,3.0,,,,,90.0,52.0,7.9,10.0,0,,2.0,4.0,,,,,4.0,,,1.0,2.0,1.0,,,,,,,5.0,,27,,,,,,
10352148,home,Stuttgarter Kickers,Paul Polauke,paul-polauke,P. Polauke,D,189,4,M,1391801,EUR,947548800,D,25,25,False,24.0,16.0,6.0,3.0,10.0,13.0,6.0,11.0,2.0,5.0,9.0,4.0,,,,,90.0,47.0,7.3,15.0,2,,4.0,5.0,,,,1.0,2.0,1.0,1.0,,,2.0,,1.0,,1.0,,,,,4,Paul Polauke,,,,,
10352148,home,Stuttgarter Kickers,Kevin Dicklhuber,kevin-dickhuber,K. Dickhuber,M,185,1,M,164563,EUR,605145600,M,10,10,False,31.0,22.0,3.0,1.0,5.0,7.0,17.0,27.0,,4.0,5.0,5.0,,,,,90.0,57.0,7.7,14.0,1,3.0,2.0,10.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,,3.0,1.0,,1.0,1.0,,,,,2.0,,,,True,,,
10352148,home,Stuttgarter Kickers,Luigi Campagna,luigi-campagna,L. Campagna,M,180,4,M,802355,EUR,629337600,M,8,8,False,17.0,13.0,3.0,1.0,5.0,6.0,14.0,17.0,3.0,7.0,1.0,2.0,,,,,90.0,36.0,7.5,8.0,2,6.0,,,,,,,3.0,,,4.0,,5.0,1.0,,,,2.0,,,5.0,6,,,,6.0,,
10352148,home,Stuttgarter Kickers,Lukas Kiefer,lukas-kiefer,L. Kiefer,M,178,2,M,142145,EUR,735696000,M,28,28,False,23.0,17.0,5.0,2.0,7.0,8.0,10.0,15.0,3.0,14.0,2.0,10.0,,,,,89.0,39.0,6.1,11.0,1,,,4.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,6.0,,2.0,,,1.0,,,1.0,28,,,,,,
10352148,home,Stuttgarter Kickers,Konrad Riehle,konrad-riehle,K. Riehle,F,185,1,M,1391794,EUR,1011052800,M,17,17,False,12.0,8.0,1.0,,2.0,2.0,6.0,12.0,2.0,7.0,2.0,2.0,,,,,71.0,28.0,6.1,10.0,1,2.0,,1.0,,3.0,1.0,,,,,2.0,,1.0,,2.0,,1.0,,,,,17,Konrad Riehle,,,,,
10352148,home,Stuttgarter Kickers,Loris Maier,loris-maier,L. Maier,M,185,2,M,1391797,EUR,925171200,F,7,7,False,20.0,16.0,1.0,,3.0,4.0,13.0,16.0,5.0,8.0,1.0,3.0,,,,,85.0,37.0,7.2,6.0,2,,,5.0,1.0,3.0,2.0,1.0,,3.0,3.0,,,,,1.0,,1.0,,,1.0,2.0,27,Loris Maier,,,,,
