match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_penaltyConceded,stat_challengeLost,stat_wasFouled,stat_shotOffTarget,captain,stat_dispossessed,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals,stat_goalAssist,stat_penaltyWon
11067575,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,26.0,22.0,11.0,7.0,18.0,18.0,4.0,8.0,7.0,1.0,1.0,1.0,90.0,31.0,6.1,4.0,0.00054455,0,-0.3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067575,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,False,38.0,27.0,2.0,2.0,9.0,10.0,20.0,36.0,5.0,,,,90.0,63.0,7.2,20.0,0.154927,3,,8.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2847,0.1558,2.0,,,,,,,,,,,,,,,,,
11067575,home,Vasco da Gama,Miranda,miranda,Miranda,D,16,182,158,M,,926868,EUR,948240000,D,35,35,False,48.0,42.0,6.0,4.0,29.0,34.0,13.0,14.0,6.0,,,,90.0,58.0,6.5,6.0,0.00543971,0,,,,3.0,1.0,6.0,1.0,,,,,,6.0,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,
11067575,home,Vasco da Gama,Zé Vitor,ze-vitor,Zé Vitor,D,14,192,88,M,,1174625,EUR,1023667200,D,44,44,False,46.0,41.0,6.0,4.0,29.0,31.0,13.0,17.0,1.0,,,,90.0,51.0,5.9,6.0,0.0452025,0,,2.0,1.0,2.0,1.0,5.0,1.0,,,,,,1.0,,,,,3.0,,,,Zé Vitor,,1.0,,,,,,,,,,,,,,
11067575,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,54.0,45.0,2.0,1.0,21.0,23.0,27.0,37.0,3.0,,,,90.0,86.0,6.4,18.0,0.0956072,1,,6.0,3.0,2.0,,6.0,2.0,1.0,,,,1.0,,,1.0,1.0,,,0.0214,,3.0,,,,3.0,1.0,,,,,,,,,,,,
11067575,home,Vasco da Gama,Jair,jair,Jair,M,8,178,1707,M,,268419,EUR,777859200,M,8,8,False,30.0,28.0,,,10.0,10.0,19.0,21.0,2.0,,,,86.0,41.0,6.7,3.0,0.0347683,1,,1.0,1.0,,,3.0,5.0,,,,,,,,,,1.0,3.0,0.0268,,,,,,,5.0,1.0,,,,,,,,,,,
11067575,home,Vasco da Gama,Gary Medel,gary-medel,G. Medel,D,17,171,1841,M,,22975,EUR,554947200,M,17,17,False,51.0,49.0,4.0,4.0,24.0,24.0,25.0,27.0,5.0,,,,90.0,59.0,6.6,6.0,0.0282323,0,,,,,3.0,5.0,3.0,1.0,,,,,1.0,1.0,,,2.0,3.0,,,,,,,,,,True,1.0,1.0,,,,,,,,
11067575,home,Vasco da Gama,Zé Gabriel,ze-gabriel,Zé Gabriel,M,35,184,375,M,,988852,EUR,916876800,M,23,23,False,32.0,32.0,2.0,2.0,15.0,15.0,17.0,17.0,3.0,,,,60.0,35.0,6.6,1.0,0.0159525,1,,,,1.0,,2.0,1.0,,,,,1.0,,,,,,,0.0154,,,,,,,1.0,,,1.0,,,,,,,,,
11067575,home,Vasco da Gama,Luca Orellano,luca-orellano,L. Orellano,M,11,170,1144,M,,965764,EUR,953683200,F,14,14,False,28.0,19.0,1.0,,2.0,2.0,17.0,28.0,6.0,,,,82.0,50.0,6.8,20.0,0.0262063,1,,2.0,,,1.0,9.0,10.0,5.0,3.0,,,,,,2.0,,2.0,1.0,0.0527,,1.0,,,,1.0,4.0,1.0,,5.0,,,,,,,,,
11067575,home,Vasco da Gama,Figueiredo,figueiredo,Figueiredo,M,20,178,689,M,,1105790,EUR,997747200,F,15,15,False,19.0,14.0,,,6.0,7.0,8.0,12.0,,,,,86.0,34.0,6.1,7.0,0.0174912,6,,,,4.0,7.0,6.0,11.0,,,,,,,1.0,1.0,,2.0,2.0,0.8834,,1.0,Figueiredo,,,,4.0,6.0,,,,3.0,2.0,,,,,,
