match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_totalCross,stat_shotOffTarget,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goals
14131987,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,35.0,24.0,17.0,7.0,0.0,21.0,25.0,3.0,10.0,1.0,8.0,1.0,2.0,2.0,1.0,90.0,42.0,6.8,11.0,0.00070777,26.693500031111,6.0,10.395,3.78,0.2242,0,0.1863,0.02,0.0,-0.08,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Francisco Petrasso,Francisco Petrasso,,petrasso-francisco,F. Petrasso,D,23,191,153,M,1467139,EUR,1014854400,D,23,23,False,32.0,26.0,5.0,1.0,0.0,22.0,23.0,4.0,9.0,3.0,1.0,,,,,45.0,39.0,6.2,7.0,0.00143769,44.959343021103,10.0,20.58,7.77,,0,,-0.02,0.08,-0.13,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Jonathan Panzo,,,jonathan-panzo,J. Panzo,D,37,186,230,M,867438,EUR,971568000,D,4,4,False,64.0,58.0,4.0,1.0,0.0,49.0,51.0,9.0,13.0,9.0,,,,,,90.0,79.0,7.0,6.0,0.00252834,339.30773633555,39.0,115.71,13.755,,0,,0.02,0.11,0.29,,,,3.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Nelson Abbey,Nelson Abbey,,nelson-abbey,N. Abbey,D,6,187,247,M,1064359,EUR,1062028800,D,6,6,False,32.0,30.0,1.0,,0.0,30.0,30.0,,2.0,4.0,4.0,,,,,78.0,44.0,6.7,4.0,0.00028753,109.17707645217,15.0,1.89,9.135,,0,,-0.02,0.03,-0.06,,,2.0,3.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,M,17,17,False,10.0,7.0,1.0,,0.0,4.0,5.0,3.0,5.0,1.0,,,,,,29.0,19.0,5.0,4.0,0.00305743,18.904075926616,2.0,1.68,5.145,,0,,-0.05,0.0,-0.14,,,2.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Tamás Nikitscher,,,nikitscher-tamas,T. Nikitscher,M,44,193,971,M,1393242,EUR,941587200,M,44,44,False,37.0,34.0,3.0,3.0,0.0,22.0,23.0,12.0,14.0,1.0,3.0,,,,,78.0,51.0,6.4,7.0,0.00912604,79.199230846644,11.0,7.77,4.83,,1,,0.12,0.01,-0.29,,,9.0,6.0,2.0,1.0,3.0,3.0,1.0,,4.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,0.0734,-0.29,,,,,,,,,,,
14131987,home,Rio Ave,Brandon Aguilera,,,brandon-aguilera,B. Aguilera,M,10,180,927,M,1020203,EUR,1056758400,M,10,10,False,37.0,33.0,2.0,1.0,0.0,15.0,16.0,18.0,21.0,1.0,2.0,,,,,89.0,58.0,6.3,13.0,0.0622578,114.03117394461,17.0,33.705,13.755,,2,,0.05,0.17,0.15,,3.0,8.0,4.0,1.0,3.0,3.0,,,1.0,,1.0,2.0,,,2.0,,5.0,2.0,,0.2022,-0.2,1.0,2.0,,,,,,,,,
14131987,home,Rio Ave,Nikolaos Athanasiou,,,athanasiou-nikolaos,N. Athanasiou,D,3,177,212,M,1100204,EUR,984614400,M,3,3,False,32.0,25.0,4.0,2.0,0.0,17.0,19.0,8.0,13.0,,5.0,,,,,90.0,47.0,6.8,11.0,0.02758,140.67227612886,20.0,40.635,16.8,,0,,0.05,-0.13,-0.07,,,4.0,5.0,3.0,2.0,1.0,,,2.0,2.0,,1.0,,,,,3.0,,,,,1.0,1.0,,,,,,,,,
14131987,home,Rio Ave,André Luiz,André Luiz,,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,11,11,False,9.0,9.0,,,0.0,4.0,4.0,5.0,5.0,,2.0,,,,,90.0,34.0,7.1,12.0,0.00442379,199.54296545493,17.0,117.915,43.155,,1,,-0.02,0.34,0.15,,1.0,4.0,7.0,1.0,5.0,1.0,,,1.0,,,4.0,1.0,1.0,6.0,,3.0,,,0.018,-0.12,,1.0,1.0,0.1029,,,,,,,
14131987,home,Rio Ave,Clayton,,,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,9,9,False,10.0,6.0,1.0,1.0,0.0,2.0,3.0,4.0,7.0,3.0,2.0,,,,,90.0,29.0,6.1,12.0,0.00270066,75.905447916998,6.0,-34.125,4.305,,2,,0.04,-0.29,0.2,,4.0,10.0,2.0,,1.0,3.0,1.0,,,,3.0,1.0,,,4.0,,,,,0.0847,0.01,,,1.0,0.0315,1.0,,,,,,
14131987,home,Rio Ave,Ole Pohlmann,,,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,F,80,80,False,10.0,9.0,,,0.0,4.0,4.0,5.0,6.0,2.0,2.0,,,,,45.0,18.0,6.8,4.0,0.0457146,29.073395819861,4.0,-13.02,7.455,,0,,0.1,-0.11,0.13,,,2.0,2.0,2.0,,,,,1.0,1.0,,1.0,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
14131987,home,Rio Ave,Jakub Brabec,,,jakub-brabec,J. Brabec,D,32,186,152,M,72020,EUR,713059200,D,32,32,True,28.0,27.0,1.0,1.0,0.0,23.0,24.0,4.0,4.0,4.0,4.0,,,,,45.0,38.0,7.4,1.0,0.00223173,40.994936238288,8.0,-10.395,1.89,,1,,0.06,0.01,0.54,,1.0,1.0,3.0,1.0,,,2.0,2.0,,,,,,1.0,,,,1.0,,0.0691,-0.24,,1.0,,,,,,,,,
14131987,home,Rio Ave,Georgios Liavas,,,georgios-liavas,G. Liavas,M,54,175,143,M,946909,EUR,981849600,M,54,54,True,21.0,17.0,,,0.0,12.0,14.0,5.0,7.0,2.0,2.0,,,,,45.0,31.0,6.9,5.0,0.00523768,51.677575649447,8.0,-2.835,9.135,,0,,0.04,0.02,0.35,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,João Tomé,,,joao-tome,J. Tomé,D,20,183,171,M,1173124,EUR,1045008000,D,20,20,True,9.0,6.0,2.0,,0.0,4.0,4.0,2.0,5.0,2.0,,,,,,12.0,13.0,6.8,3.0,0.0006773,8.3574771911146,1.0,8.295,8.295,,0,,-0.01,0.01,0.22,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Antonis Papakanellos,Antonis Papakanellos,,papakanellos-antonis,A. Papakanellos,M,19,186,653,M,1196014,EUR,1123718400,M,19,19,True,4.0,3.0,1.0,,0.0,3.0,3.0,,1.0,,2.0,,,,,12.0,9.0,6.5,3.0,2.503e-05,4.6245017028865,1.0,4.62,4.62,,0,,-0.01,0.02,0.13,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Karem Zoabi,Karem Zoabi,,karem-zoabi,K. Zoabi,F,14,184,147,M,1214878,EUR,1146614400,F,14,14,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,1.0,2.0,,,0.00377673,3.128,1.0,0.0,0.0,,1,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,0.0086,,,,,,,,,,,,
14131987,home,Rio Ave,Alfonso Pastor,,,alfonso-pastor,A. Pastor,G,1,190,66,M,872868,EUR,970617600,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Julien Lomboto,,,lomboto-julien,J. Lomboto,D,63,191,40,M,1478890,EUR,1021248000,D,63,63,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,Dario Špikić,,,dario-spikic,D. Špikić,M,18,183,790,M,826024,EUR,922060800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131987,home,Rio Ave,João Graça,,,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131987,away,Vitória SC,Juan Castillo,Juan Castillo,,juan-castillo,J. Castillo,G,25,191,379,M,1175004,EUR,1042416000,G,25,25,False,26.0,22.0,10.0,6.0,0.0,19.0,22.0,3.0,4.0,,8.0,1.0,1.0,2.0,,90.0,35.0,7.2,4.0,0.00157203,16.189799117397,4.0,1.575,3.045,0.0184,0,0.1344,0.06,-0.03,0.2,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
14131987,away,Vitória SC,Miguel Maga,Miguel Maga,,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,16.0,15.0,,,0.0,7.0,7.0,8.0,9.0,,2.0,,,,,45.0,27.0,6.6,5.0,0.151666,42.059726623102,7.0,-6.09,6.195,,0,,0.19,0.0,0.13,,,2.0,,,,,,,,,,2.0,,1.0,2.0,,,,,,,,2.0,,,,,,1.0,,,
