match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside
12499715,home,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,True,36.0,29.0,17.0,10.0,0.0,21.0,23.0,8.0,13.0,2.0,10.0,1.0,3.0,4.0,1.0,1.0,90.0,50.0,6.5,7.0,0.00554424,0,-1.2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499715,home,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,D,6,6,False,,47.0,38.0,5.0,2.0,0.0,26.0,32.0,12.0,15.0,4.0,6.0,,,,,,90.0,63.0,6.3,11.0,0.00930625,1,,,,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0876,,,,,,,,,,,,,
12499715,home,Holstein Kiel,David Zec,zec-david,D. Zec,D,26,185,265,M,887911,EUR,947030400,D,26,26,False,,31.0,28.0,3.0,2.0,0.0,23.0,24.0,5.0,7.0,2.0,5.0,,,,,,73.0,40.0,6.7,4.0,0.00147198,0,,,,6.0,2.0,6.0,6.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,
12499715,home,Holstein Kiel,Max Geschwill,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,False,,57.0,44.0,9.0,5.0,0.0,28.0,37.0,16.0,21.0,6.0,5.0,,,,,,90.0,83.0,7.3,18.0,0.0287596,0,,,,4.0,1.0,4.0,7.0,,,,,,3.0,2.0,1.0,,,2.0,5.0,4.0,1.0,1.0,,,,,,,,
12499715,home,Holstein Kiel,Lasse Rosenboom,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,M,23,23,False,,17.0,9.0,4.0,1.0,0.0,3.0,7.0,6.0,10.0,2.0,4.0,,,,,,61.0,36.0,6.1,13.0,0.00929974,0,,,,1.0,1.0,4.0,3.0,,3.0,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,
12499715,home,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,,19.0,13.0,3.0,1.0,0.0,9.0,12.0,5.0,8.0,1.0,,,,,,,61.0,28.0,6.3,8.0,0.046908,1,,,,,,3.0,2.0,1.0,,,,1.0,,2.0,1.0,2.0,0.0125,,1.0,1.0,1.0,,1.0,,,,,,,
12499715,home,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,False,,40.0,28.0,9.0,4.0,0.0,12.0,16.0,16.0,24.0,3.0,,,,,,,90.0,52.0,6.5,14.0,0.0165203,1,,,,3.0,5.0,6.0,8.0,,2.0,,,1.0,,,3.0,1.0,0.0088,,,,,,,,,,,,,
12499715,home,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,M,8,8,False,,30.0,19.0,6.0,2.0,0.0,8.0,10.0,12.0,26.0,2.0,4.0,,,,,,90.0,62.0,6.9,21.0,0.0722883,1,,,,2.0,1.0,6.0,6.0,1.0,1.0,4.0,3.0,,2.0,,1.0,1.0,0.0169,,1.0,,6.0,2.0,1.0,1.0,,,,,,
12499715,home,Holstein Kiel,Alexander Bernhardsson,alexander-bernhardsson,A. Bernhardsson,F,11,184,445,M,980916,EUR,905126400,F,11,11,False,,20.0,12.0,4.0,2.0,0.0,3.0,6.0,11.0,18.0,2.0,2.0,,,,,,87.0,41.0,6.8,16.0,0.143383,0,,,,3.0,5.0,11.0,9.0,,2.0,3.0,1.0,,,2.0,1.0,4.0,,,2.0,2.0,4.0,3.0,2.0,,,,,,,
12499715,home,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,False,,13.0,7.0,1.0,,0.0,4.0,5.0,3.0,8.0,,2.0,,,,,,61.0,23.0,6.5,11.0,0.00476892,1,,,,4.0,,6.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0444,,,,,,,,,,,,,
