match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_outfielderBlock,stat_fouls,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_saves,stat_keeperSaveValue,player_sofascoreId
14773748,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,27.0,19.0,16.0,8.0,0.0,17.0,18.0,2.0,9.0,5.0,1.0,90.0,31.0,6.0,8.0,0.00250475,83.224006929358,14.0,35.938277265491,0.0,0,-1.0168,0.11,0.01,-0.31,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773748,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,1092809,EUR,1021766400,D,5,5,False,53.0,44.0,7.0,3.0,0.0,14.0,15.0,30.0,38.0,8.0,,90.0,78.0,6.9,14.0,0.106876,278.88104524315,26.0,167.08011763946,5.0,0,,0.38,0.27,-0.41,,Mohammed Mahzari,,5.0,2.0,2.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,26.443948577229,130.27183791371,2.0,,,,,,,,,,,,,,,,,,,
14773748,home,Al-Taawoun,Mohammed Al Dossari,mohammed-al-dossari,M. A. Dossari,D,55,184.0,35,M,1549231,EUR,986083200,D,55,55,False,52.0,44.0,6.0,4.0,0.0,32.0,33.0,12.0,19.0,3.0,,90.0,60.0,6.6,9.0,0.00762067,168.73202297933,22.0,72.887301689393,1.0,1,,0.04,0.07,-0.51,,Mohammed Al Dossari,,,,1.0,2.0,1.0,2.0,,,,,3.0,,,,15.521783581958,17.686710293325,,1.0,1.0,1.0,1.0,0.9188,0.9751,0.32,,,,,,,,,,,,
14773748,home,Al-Taawoun,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,False,75.0,70.0,6.0,3.0,0.0,54.0,55.0,16.0,20.0,7.0,,90.0,87.0,6.5,9.0,0.0614591,163.85531264057,26.0,20.101790141602,0.0,0,,0.11,0.01,-0.45,,,,,,,1.0,2.0,2.0,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,
14773748,home,Al-Taawoun,Muteb Al-Mufarrij,muteb-almufarrij,M. Al-Mufarrij,D,32,181.0,105,M,847379,EUR,840412800,D,32,32,False,73.0,68.0,3.0,3.0,1.0,32.0,33.0,36.0,40.0,3.0,,90.0,87.0,7.4,7.0,0.590851,167.11048237903,33.0,28.62181013885,0.0,2,,0.92,0.03,-0.58,,,,,,5.0,4.0,7.0,6.0,1.0,,,,,1.0,1.0,1.0,,,3.0,,,1.0,1.0,0.6477,,-0.24,,1.0,1.0,1.0,2.0,1.0,,,,,,
14773748,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,8,8,False,21.0,18.0,1.0,,0.0,8.0,9.0,10.0,12.0,1.0,,45.0,27.0,6.5,4.0,0.00855267,79.248796820283,13.0,-5.0653260956147,0.0,0,,0.06,-0.24,-0.06,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,1.0,,,,,
14773748,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,67.0,58.0,5.0,4.0,0.0,31.0,31.0,27.0,36.0,8.0,,90.0,75.0,6.6,11.0,0.025442,140.3975558526,22.0,12.41576897994,0.0,1,,0.19,0.05,-0.22,,,,1.0,,,3.0,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,0.0379,,-0.1,,,,,1.0,,,True,,,,
14773748,home,Al-Taawoun,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183.0,506,M,787540,EUR,840499200,M,11,11,False,55.0,47.0,2.0,1.0,0.0,15.0,20.0,32.0,35.0,4.0,,86.0,78.0,7.4,18.0,0.273558,204.67858723284,33.0,39.402690273186,0.0,0,,0.39,0.01,-0.16,,,,11.0,2.0,,,2.0,8.0,,,2.0,1.0,,2.0,1.0,5.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,
14773748,home,Al-Taawoun,Marin Petkov,marin-petkov,M. Petkov,M,88,178.0,1088,M,985186,EUR,1065052800,F,88,88,False,24.0,19.0,2.0,2.0,0.0,4.0,4.0,15.0,20.0,2.0,,69.0,38.0,6.6,10.0,0.0320165,167.73525903492,20.0,48.874684748928,2.0,3,,0.09,0.12,-0.06,,,,4.0,1.0,2.0,1.0,5.0,4.0,1.0,,2.0,1.0,,,,2.0,15.234604439476,25.090299807051,,1.0,,,1.0,0.1162,0.1118,-0.22,,1.0,,,1.0,1.0,,,1.0,,,
14773748,home,Al-Taawoun,Roger Martínez,roger-martinez,R. Martínez,F,10,180.0,2161,M,344243,EUR,772329600,F,10,10,False,24.0,19.0,1.0,,0.0,4.0,4.0,15.0,20.0,1.0,,90.0,44.0,7.2,12.0,0.0409152,72.989495488979,12.0,11.565960362992,1.0,6,,-0.11,0.08,-0.03,,,,1.0,,2.0,4.0,4.0,8.0,,1.0,1.0,1.0,,1.0,1.0,2.0,7.4118931832897,13.918365564965,,1.0,1.0,,5.0,1.318,0.9821,0.25,,1.0,,2.0,4.0,,,,1.0,,,
