match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_errorLeadToAShot,stat_totalOffside,stat_expectedGoalsOnTarget,stat_dispossessed,player_firstName,player_lastName,stat_bigChanceCreated,stat_totalCross,stat_goals,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves
12117309,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,True,28.0,19.0,16.0,7.0,0.0,18.0,18.0,1.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,90.0,32.0,6.4,9.0,0.00045779,0,-0.7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117309,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,2,2,False,,37.0,29.0,5.0,3.0,0.0,13.0,17.0,16.0,20.0,,8.0,3.0,1.0,,,,90.0,62.0,7.3,9.0,0.0738624,1,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,0.7965,,,,,,,,,,,,,,,,,,
12117309,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,,54.0,50.0,8.0,4.0,1.0,41.0,42.0,9.0,12.0,,1.0,6.0,,,,,90.0,59.0,7.4,4.0,0.048271,0,,3.0,4.0,,,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12117309,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,False,,49.0,47.0,1.0,1.0,0.0,39.0,40.0,8.0,9.0,2.0,2.0,2.0,,,,,90.0,56.0,6.6,2.0,0.00260791,1,,,,,,,,1.0,3.0,1.0,,,,0.0654,,,,,1.0,1.0,0.0803,,,,,,,,,,,
12117309,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,False,,50.0,43.0,6.0,5.0,0.0,23.0,27.0,20.0,23.0,,4.0,5.0,1.0,,,,90.0,72.0,6.9,11.0,0.0359526,0,,,2.0,1.0,2.0,2.0,,,2.0,,1.0,1.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,
12117309,home,Corinthians,André Carrillo,andre-carrillo,A. Carrillo,M,19,180,14534,M,18andrecarrillo,115182,EUR,676857600,M,19,19,False,,23.0,18.0,,,0.0,10.0,13.0,8.0,10.0,,2.0,4.0,,,,,68.0,27.0,6.4,5.0,0.00330986,0,,,6.0,3.0,,,,,,1.0,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,
12117309,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,,14.0,9.0,1.0,1.0,0.0,6.0,9.0,3.0,5.0,2.0,6.0,2.0,1.0,,,,59.0,24.0,7.2,5.0,0.0017456,1,,1.0,3.0,,1.0,1.0,,1.0,4.0,1.0,2.0,2.0,,0.0433,,,2.0,,,,0.0901,,,,,,,,,,,
12117309,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,False,,19.0,16.0,2.0,1.0,0.0,10.0,10.0,6.0,9.0,,4.0,3.0,,,,,60.0,30.0,6.9,6.0,0.295164,1,,,5.0,,2.0,,1.0,1.0,,,4.0,2.0,,0.3053,,,2.0,2.0,,,0.3767,1.0,,,1.0,,,,,,,
12117309,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,M,10,10,False,,45.0,35.0,7.0,3.0,0.0,9.0,9.0,26.0,38.0,,4.0,3.0,2.0,,,,90.0,56.0,7.1,15.0,0.21797,0,,,4.0,3.0,1.0,1.0,,,,,1.0,,2.0,,,,,2.0,,,,1.0,,,1.0,2.0,,,,,,
12117309,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,,3.0,3.0,,,0.0,,,3.0,4.0,,1.0,1.0,1.0,,,,45.0,10.0,7.0,4.0,0.00757534,1,,2.0,3.0,,1.0,,,1.0,,,,,2.0,0.1726,,,,,,,0.6677,,,,,1.0,1.0,,,,,
