match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_interceptionWon,stat_keyPass,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_lastManTackle,captain,stat_bigChanceMissed
14035863,home,Royal Antwerp FC,Yannick Thoelen,yannick-thoelen,Y. Thoelen,G,15,188.0,95,M,794571,EUR,648259200,G,15,15,False,28.0,17.0,20.0,9.0,0.0,10.0,10.0,7.0,18.0,1.0,1.0,2.0,13.0,1.0,4.0,7.0,1.0,90.0,43.0,8.4,11.0,0.00126771,0.6969,0,0.411,0.03,0.0,0.18,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035863,home,Royal Antwerp FC,Yuto Tsunashima,tsunashima-yuto,Y. Tsunashima,D,4,188.0,256,M,1470622,EUR,966297600,D,4,4,False,33.0,27.0,3.0,,0.0,16.0,16.0,11.0,17.0,,,4.0,4.0,,,,,52.0,40.0,6.7,7.0,0.00396653,,0,,0.05,0.04,-0.09,,Yuto Tsunashima,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035863,home,Royal Antwerp FC,Rosen Bozhinov,rosen-bozhinov,R. Bozhinov,D,2,195.0,619,M,1152943,EUR,1106438400,D,26,26,False,49.0,47.0,1.0,1.0,0.0,29.0,30.0,18.0,19.0,4.0,7.0,9.0,2.0,,,,,90.0,64.0,7.9,2.0,0.164253,,0,,0.58,0.14,-0.02,,Rosen Bozhinov,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14035863,home,Royal Antwerp FC,Zeno Van Den Bosch,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,53.0,45.0,3.0,,0.0,27.0,30.0,18.0,23.0,2.0,6.0,5.0,8.0,,,,,90.0,71.0,7.0,9.0,0.00537577,,1,,0.09,0.04,0.25,,,,1.0,,2.0,,,,4.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0191,-0.02,,,,,,,,,,,,,,
14035863,home,Royal Antwerp FC,Dennis Praet,dennis-praet,D. Praet,M,8,181.0,724,M,135647,EUR,768873600,M,8,8,False,15.0,12.0,2.0,1.0,0.0,5.0,7.0,7.0,8.0,3.0,4.0,,1.0,,,,,54.0,26.0,5.7,8.0,0.0306324,,0,,0.35,0.05,-0.11,,,,4.0,1.0,3.0,1.0,,,,,,,,,1.0,,,6.0,1.0,1.0,1.0,,,,,,,,,,
14035863,home,Royal Antwerp FC,Thibo Somers,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,M,24,24,False,13.0,6.0,,,0.0,1.0,2.0,5.0,11.0,1.0,5.0,2.0,1.0,,,,,90.0,29.0,7.6,10.0,0.00300058,,1,,-0.04,0.04,-0.01,,,,1.0,,4.0,,2.0,1.0,,2.0,1.0,,,2.0,2.0,0.591,0.48,,,1.0,1.0,1.0,1.0,0.9721,,,,,,,
14035863,home,Royal Antwerp FC,Glenn Bijl,glenn-bijl,G. Bijl,D,23,184.0,90,M,612016,EUR,805593600,M,23,23,False,15.0,12.0,,,0.0,7.0,7.0,5.0,8.0,,1.0,1.0,1.0,,,,,62.0,25.0,6.4,8.0,0.0223774,,1,,-0.07,0.01,-0.09,,,,,1.0,3.0,1.0,,,,1.0,1.0,1.0,,2.0,2.0,0.0142,-0.02,2.0,,,,,,,1.0,,,,,,
14035863,home,Royal Antwerp FC,Mahamadou Doumbia,mahamadou-doumbia,M. Doumbia,M,17,186.0,5407,M,1400846,EUR,1084579200,M,20,20,False,29.0,23.0,5.0,3.0,0.0,6.0,8.0,17.0,21.0,,4.0,1.0,3.0,,,,,89.0,45.0,7.8,12.0,0.0216373,,2,,0.15,0.26,-0.08,,Mahamadou Doumbia,,1.0,1.0,9.0,2.0,5.0,2.0,,2.0,2.0,,,,2.0,0.047,0.54,1.0,,,,1.0,1.0,0.119,,2.0,1.0,,,,
14035863,home,Royal Antwerp FC,Daam Foulon,daam-foulon,D. Foulon,M,5,180.0,205,M,826170,EUR,922147200,M,5,5,False,22.0,20.0,1.0,1.0,0.0,9.0,9.0,11.0,13.0,1.0,7.0,1.0,,,,,,52.0,43.0,7.6,6.0,0.117791,,0,,0.24,0.01,0.47,,,,1.0,1.0,4.0,,,,,4.0,1.0,,,,3.0,,,6.0,3.0,,2.0,,,,,1.0,,1.0,1.0,,
14035863,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,15.0,12.0,1.0,,1.0,6.0,6.0,6.0,9.0,4.0,7.0,5.0,2.0,,,,,90.0,34.0,7.4,6.0,0.00513071,,3,,0.04,-0.45,0.23,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,3.0,,0.28,0.02,,,,,,,,,,2.0,1.0,,True,
