match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_penaltyConceded,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,player_sofascoreId,stat_aerialLost,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon
11352529,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,45.0,37.0,9.0,1.0,36.0,36.0,1.0,9.0,1.0,8.0,1.0,2.0,1.0,5.0,1.0,90.0,58.0,7.2,8.0,0.00016027,0,-0.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352529,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,41.0,33.0,6.0,4.0,23.0,27.0,10.0,14.0,4.0,2.0,,,,,,90.0,59.0,6.1,10.0,0.00401156,0,,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352529,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,48.0,43.0,4.0,2.0,39.0,42.0,4.0,6.0,3.0,1.0,,,,,,90.0,60.0,6.2,5.0,0.00068075,0,,4.0,5.0,,3.0,1.0,,2.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11352529,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,67.0,60.0,8.0,4.0,57.0,61.0,3.0,6.0,2.0,6.0,,,,,,90.0,76.0,6.0,9.0,0.00063501,0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352529,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,36.0,29.0,2.0,2.0,25.0,29.0,5.0,9.0,6.0,5.0,,,,,,90.0,59.0,6.0,11.0,0.0194315,0,,3.0,3.0,,2.0,,3.0,,,,,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11352529,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,34.0,30.0,3.0,2.0,18.0,19.0,12.0,16.0,,4.0,,,,,,90.0,41.0,6.5,6.0,0.0252522,0,,2.0,4.0,1.0,2.0,,,,,,,,,,1.0,,,2.0,2.0,alexanderiwobi,1.0,,,,,,,,,,,,,
11352529,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,38.0,33.0,3.0,1.0,23.0,24.0,10.0,14.0,,2.0,,,,,,90.0,58.0,7.1,6.0,0.0041593,0,,1.0,13.0,,10.0,2.0,1.0,1.0,,2.0,,,,,,,1.0,,,Palhinha,,2.0,,,,,,,,,,,,
11352529,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,9.0,6.0,,,6.0,7.0,,3.0,,1.0,,,,,,45.0,17.0,6.5,5.0,0.00026666,0,,1.0,2.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,True,,,,,,,,,,,
11352529,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,35.0,25.0,8.0,3.0,15.0,18.0,10.0,22.0,,4.0,,,,,,74.0,44.0,6.4,15.0,0.00969001,0,,4.0,3.0,,2.0,1.0,,,,,,2.0,,,5.0,,1.0,1.0,1.0,andreaspereira,1.0,,,,,,,,,,,,,
11352529,home,Fulham,Willian,willian,Willian,F,88,175,9698,M,31417,EUR,587088000,M,20,20,False,19.0,15.0,3.0,2.0,10.0,12.0,5.0,8.0,,,,,,,,45.0,24.0,6.6,6.0,0.00164332,0,,1.0,3.0,,,,,,,,,,,,1.0,,,4.0,3.0,willianborges88,,,,,,,,,,,,,,
