match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_keyPass,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_totalOffside,stat_ownGoals
14543946,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188.0,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,19.0,15.0,6.0,2.0,0.0,13.0,15.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,90.0,25.0,6.9,4.0,0.00028933,0,-0.4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175.0,6662,M,,1021721,EUR,838252800,D,96,96,False,34.0,30.0,1.0,,0.0,12.0,12.0,18.0,22.0,2.0,7.0,,,,,,90.0,63.0,6.5,14.0,0.0434631,1,,4.0,2.0,2.0,9.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,0.0233,,,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179.0,4436,M,,839095,EUR,920937600,D,46,46,False,51.0,46.0,4.0,1.0,0.0,26.0,28.0,20.0,23.0,3.0,3.0,,,,,,90.0,62.0,7.2,7.0,0.00814253,0,,2.0,,2.0,3.0,7.0,,,2.0,2.0,,,2.0,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Lucas Freitas,lucas-freitas,L. Freitas,D,43,184.0,1198,M,,1069729,EUR,979948800,D,43,43,False,21.0,19.0,1.0,,0.0,13.0,14.0,6.0,7.0,2.0,1.0,,,,,,39.0,25.0,6.3,3.0,0.00156717,0,,,,,3.0,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183.0,2505,M,,877591,EUR,858297600,D,2,2,False,55.0,47.0,2.0,2.0,0.0,25.0,27.0,22.0,28.0,,5.0,,,,,,90.0,81.0,7.9,19.0,0.215021,3,,7.0,2.0,2.0,3.0,4.0,,1.0,3.0,1.0,,1.0,,,3.0,1.0,,0.1267,,1.0,3.0,1.0,0.7376,,,,,,,,,,,
14543946,home,Vasco da Gama,Cauan Barros,barros-cauan,C. Barros,M,88,183.0,2254,M,,1444694,EUR,1083801600,M,88,88,False,83.0,78.0,4.0,3.0,0.0,37.0,37.0,41.0,46.0,2.0,7.0,,,,,,90.0,97.0,8.0,6.0,0.063523,1,,1.0,1.0,8.0,5.0,15.0,,1.0,2.0,2.0,1.0,,3.0,3.0,,2.0,3.0,0.0487,1.0,,,,,,,2.0,,,,,,,,
14543946,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177.0,1953,M,,973293,EUR,883785600,M,25,25,False,71.0,64.0,5.0,3.0,0.0,31.0,33.0,33.0,38.0,1.0,3.0,,,,,,86.0,78.0,6.4,7.0,0.0241406,1,,,,2.0,3.0,4.0,2.0,,,,1.0,,2.0,1.0,,,1.0,0.019,,1.0,,,,,,,1.0,,,,,,,
14543946,home,Vasco da Gama,Andrés Gómez,andres-gomez,A. Gómez,M,11,172.0,4196,M,,1160386,EUR,1031788800,M,11,11,False,12.0,10.0,1.0,,0.0,3.0,3.0,7.0,9.0,,7.0,,,,,,86.0,32.0,6.5,14.0,0.0561916,1,,5.0,1.0,,4.0,2.0,,3.0,2.0,1.0,1.0,,,,4.0,1.0,,0.0268,,,,,,,,1.0,,,,,,,,
14543946,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172.0,68539,M,Coutinho,119159,EUR,708307200,M,10,10,False,47.0,44.0,3.0,3.0,0.0,12.0,13.0,32.0,34.0,,4.0,,,,,,82.0,75.0,7.9,17.0,0.288879,4,,11.0,4.0,,7.0,5.0,1.0,1.0,5.0,3.0,1.0,,2.0,,3.0,,3.0,0.6824,,,1.0,1.0,0.9779,,,3.0,,1.0,2.0,,,,,
14543946,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173.0,4340,M,,851285,EUR,929491200,M,17,17,False,45.0,39.0,1.0,,1.0,12.0,13.0,27.0,32.0,1.0,6.0,,,,,,82.0,58.0,7.5,9.0,0.264437,2,,2.0,1.0,1.0,,4.0,,,2.0,2.0,1.0,,1.0,,2.0,,,0.27,,1.0,,,,,,2.0,,,1.0,1.0,1.0,,,
14543946,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187.0,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,False,11.0,8.0,,,0.0,5.0,5.0,3.0,6.0,,1.0,,,,,,90.0,21.0,7.1,7.0,0.36192,2,,,,,11.0,3.0,,,1.0,,2.0,,,,3.0,3.0,5.0,0.346,5.0,,,,,,,1.0,,1.0,,1.0,,True,1.0,
14543946,home,Vasco da Gama,David,david,David,M,7,179.0,2160,M,,840291,EUR,813888000,F,7,7,True,17.0,16.0,,,0.0,3.0,3.0,13.0,14.0,,3.0,,,,,,51.0,31.0,7.2,6.0,0.385829,4,,,,2.0,1.0,5.0,,,2.0,1.0,1.0,,2.0,,3.0,,,0.6148,,,2.0,,0.657,,,2.0,,1.0,1.0,1.0,,,,
14543946,home,Vasco da Gama,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187.0,766,M,,867907,EUR,823219200,D,29,29,True,14.0,14.0,2.0,2.0,0.0,10.0,10.0,4.0,4.0,1.0,,,,,,,8.0,16.0,6.9,,0.0021247,0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Matheus França,matheus-franca,Matheus França,F,9,184.0,3705,M,,1116593,EUR,1080777600,F,9,9,True,7.0,6.0,,,0.0,3.0,4.0,3.0,3.0,,1.0,,,,,,8.0,11.0,6.3,3.0,0.00526713,0,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,Matheus França,,,,,,,,,,
14543946,home,Vasco da Gama,Benjamín Garré,benjamin-garre,B. Garré,M,90,171.0,1416,M,,904847,EUR,963273600,M,15,15,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,,,,,10.0,10.0,6.7,1.0,0.00172238,0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180.0,1394,M,,1391962,EUR,1016409600,M,85,85,True,12.0,11.0,1.0,1.0,0.0,8.0,8.0,3.0,4.0,,,,,,,,10.0,12.0,6.7,1.0,0.00307768,0,,,,,,,,,,,,,,,,,,,,,,,,Matheus Carvalho,,1.0,,,,,,,,
14543946,home,Vasco da Gama,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190.0,953,M,,863276,EUR,867974400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Paulinho,paulinho,Paulinho,D,28,172.0,594,M,,1464309,EUR,1116806400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Paulinho,,,,,,,,,,
14543946,home,Vasco da Gama,Victor Luis,victor-luis,V. Luis,D,12,180.0,1056,M,,252781,EUR,740793600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14543946,home,Vasco da Gama,Paulinho Paula,paulinho-paula,Paulinho,M,18,173.0,1795,M,,879902,EUR,852681600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
