match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_fouls,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_goodHighClaim,stat_goalAssist,stat_hitWoodwork,stat_goals
11369399,home,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,True,19.0,16.0,9.0,7.0,11.0,12.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,79.0,28.0,6.4,4.0,0.00079265,0,-1.1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Joseba Zaldúa,joseba-zaldua,J. Zaldúa,D,,176,88,M,347450,EUR,709344000,D,2,2,False,,26.0,18.0,2.0,,8.0,11.0,11.0,17.0,3.0,6.0,,,,4.0,2.0,,,,79.0,42.0,6.5,11.0,0.00658271,0,,2.0,1.0,1.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,5,5,False,,29.0,24.0,5.0,4.0,14.0,18.0,10.0,11.0,2.0,3.0,,,1.0,4.0,,,,,66.0,37.0,6.7,5.0,0.0474475,0,,,,2.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,False,,46.0,42.0,6.0,3.0,27.0,28.0,15.0,20.0,2.0,3.0,,,2.0,2.0,,,,,90.0,56.0,6.7,6.0,0.00860936,2,,2.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0804,1.0,,,,,,,,,,,,,
11369399,home,Cádiz,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,15,15,False,,43.0,37.0,2.0,1.0,17.0,19.0,21.0,28.0,4.0,1.0,,,2.0,9.0,2.0,,,,90.0,56.0,6.6,10.0,0.153077,1,,4.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,0.0519,1.0,1.0,1.0,1.0,,,,,,,,,,
11369399,home,Cádiz,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,33,33,False,,41.0,32.0,3.0,3.0,14.0,17.0,19.0,26.0,6.0,3.0,1.0,,1.0,5.0,,,,,90.0,60.0,6.3,13.0,0.0819017,1,,2.0,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,,0.035,1.0,2.0,1.0,,,,,,,,,,,
11369399,home,Cádiz,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,,15.0,13.0,1.0,,4.0,4.0,10.0,14.0,5.0,1.0,2.0,,,4.0,,,,,57.0,25.0,6.3,8.0,0.0439501,1,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,0.1379,2.0,,1.0,,1.0,1.0,0.0681,,,,,,,
11369399,home,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,M,8,8,False,,55.0,52.0,4.0,3.0,19.0,20.0,34.0,36.0,2.0,1.0,,,1.0,1.0,1.0,,,,90.0,65.0,6.7,4.0,0.196318,1,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,1.0,0.0169,1.0,,1.0,,,,,,,,,,,
11369399,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,,54.0,49.0,5.0,1.0,26.0,26.0,23.0,28.0,11.0,13.0,1.0,,1.0,3.0,5.0,,,,90.0,75.0,6.7,7.0,0.0196267,0,,,,4.0,7.0,4.0,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,
11369399,home,Cádiz,Chris Ramos,chris-ramos,C. Ramos,F,9,193,1666,M,914819,EUR,853545600,M,16,16,False,,11.0,8.0,,,2.0,3.0,6.0,8.0,4.0,2.0,3.0,1.0,2.0,1.0,,,,,66.0,26.0,6.6,9.0,0.0205193,1,,,,,,,4.0,,,,,1.0,1.0,1.0,,0.0869,1.0,2.0,,,,,,,,,,,,
11369399,home,Cádiz,Roger Martí,roger-marti,R. Martí,F,9,178,227,M,212074,EUR,662860800,F,21,21,False,,25.0,20.0,1.0,1.0,9.0,9.0,11.0,17.0,6.0,3.0,,,,4.0,2.0,,,,90.0,38.0,7.1,10.0,0.124692,2,,1.0,,,,,2.0,3.0,,,,1.0,,1.0,,0.0577,1.0,2.0,2.0,1.0,,1.0,0.3374,1.0,,,,,,
11369399,home,Cádiz,Darwin Machís,darwin-machis,D. Machís,F,11,174,1580,M,252863,EUR,729043200,F,18,18,True,,12.0,10.0,2.0,1.0,2.0,2.0,8.0,14.0,1.0,3.0,,,,2.0,,,,,33.0,19.0,6.9,6.0,0.0039043,0,,4.0,,1.0,2.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
11369399,home,Cádiz,Iván Alejo,ivan-alejo,I. Alejo,M,14,184,174,M,352486,EUR,792374400,M,11,11,True,,9.0,8.0,1.0,,2.0,3.0,7.0,10.0,3.0,1.0,,,,3.0,1.0,,,,24.0,18.0,6.3,6.0,0.151298,0,,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
11369399,home,Cádiz,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1051,M,805245,EUR,839980800,F,25,25,True,,3.0,2.0,,,,,2.0,3.0,2.0,1.0,,,,,1.0,,,,24.0,7.0,6.3,2.0,0.00342197,2,,,,,,,1.0,,,,1.0,,1.0,,1.0,0.5637,,1.0,,,1.0,1.0,0.5609,,,,,,,
11369399,home,Cádiz,David Gil,david-gil,D. Gil,G,1,183,78,M,138390,EUR,758246400,G,13,13,True,,5.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,,,,,,1.0,,1.0,,,11.0,7.0,6.9,1.0,0.00063911,0,0.0241,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11369399,home,Cádiz,Brian Ocampo,brian-ocampo,B. Ocampo,M,10,173,942,M,941405,EUR,930268800,F,10,10,True,,8.0,7.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,,3.0,1.0,,,,11.0,15.0,7.0,2.0,0.0264904,2,,1.0,1.0,,,,,1.0,,,,,,,1.0,0.1774,1.0,,1.0,,,1.0,0.2719,,,,,,,
11369399,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Jorge Meré,jorge-mere,J. Meré,D,3,182,166,M,355046,EUR,861235200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Mamadou Mbaye,mamadou-mbaye,M. Mbaye,D,15,188,162,M,921621,EUR,898992000,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,José Mari,jose-mari,J. Mari,M,,181,49,M,141997,EUR,565747200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Álvaro Negredo,alvaro-negredo,Á. Negredo,F,,186,307,M,27838,EUR,493344000,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,home,Cádiz,Sergi Guardiola,sergi-guardiola,S. Guardiola,F,14,185,229,M,141945,EUR,675475200,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369399,away,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,857574,EUR,918691200,G,13,13,False,,25.0,19.0,6.0,1.0,19.0,23.0,,2.0,,1.0,,,1.0,12.0,,4.0,2.0,2.0,90.0,42.0,7.9,6.0,5.171e-05,0,1.2383,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,ALunin,2.0,,,
11369399,away,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,138572,EUR,695088000,D,2,2,False,,40.0,34.0,4.0,1.0,16.0,19.0,18.0,23.0,8.0,2.0,1.0,,2.0,4.0,3.0,,,,88.0,67.0,6.5,13.0,0.0331794,0,,2.0,,1.0,1.0,1.0,2.0,1.0,,,,3.0,,,,,,1.0,2.0,,,,,,,DaniCarvajal,,,,
11369399,away,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,142622,EUR,731116800,D,22,22,False,,47.0,42.0,9.0,6.0,33.0,35.0,9.0,12.0,2.0,5.0,,,5.0,5.0,1.0,,,,90.0,61.0,7.6,5.0,0.0290313,1,,,,,3.0,1.0,,1.0,,,2.0,1.0,1.0,,1.0,0.0139,,1.0,,,,,,,,ARüdiger,,,,
11369399,away,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,69404,EUR,632620800,D,6,6,False,True,43.0,40.0,1.0,1.0,32.0,33.0,8.0,10.0,3.0,3.0,,,3.0,5.0,1.0,,,,90.0,48.0,6.9,3.0,0.00172487,0,,,,1.0,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,nachofdez90,,,,
11369399,away,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,792073,EUR,802569600,D,23,23,False,,59.0,58.0,3.0,3.0,30.0,30.0,28.0,29.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,,,,90.0,69.0,6.9,4.0,0.0324806,0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,FerMendy,,,,
11369399,away,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,831808,EUR,901065600,M,15,15,False,,80.0,77.0,7.0,6.0,36.0,37.0,41.0,43.0,4.0,4.0,3.0,1.0,,5.0,2.0,,,,88.0,95.0,7.3,6.0,0.0451123,0,,,,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,Fede,,,,
