match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_fouls,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot
13345139,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186.0,588,M,253875,EUR,817948800,G,22,22,False,44.0,36.0,17.0,9.0,0.0,33.0,34.0,3.0,10.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,90.0,55.0,6.8,8.0,0.00090276,0,0.1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13345139,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175.0,1865,M,1388535,EUR,1149206400,D,26,26,False,46.0,41.0,5.0,2.0,2.0,14.0,16.0,28.0,32.0,4.0,3.0,,,,,,90.0,82.0,8.8,16.0,0.629102,0,,2.0,1.0,2.0,2.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,5.0,,,,,,,,,,,,,
13345139,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190.0,421,M,1127916,EUR,992217600,D,3,3,False,86.0,78.0,6.0,3.0,0.0,51.0,52.0,27.0,34.0,3.0,5.0,,,,,,90.0,91.0,6.8,8.0,0.013763,0,,,,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
13345139,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188.0,4795,M,807771,EUR,881971200,D,33,33,False,78.0,75.0,6.0,5.0,0.0,49.0,50.0,26.0,28.0,2.0,4.0,,,,,,90.0,86.0,7.6,3.0,0.0158358,2,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,True,1.0,1.0,1.0,1.0,0.0412,0.2872,,,,,,
13345139,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183.0,1253,M,1392044,EUR,1005696000,D,11,11,False,36.0,25.0,7.0,3.0,0.0,15.0,18.0,10.0,18.0,2.0,4.0,,,,,,62.0,52.0,6.9,13.0,0.0164631,1,,,,,4.0,2.0,8.0,,,2.0,1.0,,,,2.0,2.0,,1.0,1.0,,,,,,0.1307,,1.0,1.0,,,,
13345139,home,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179.0,1574,M,1126692,EUR,1112486400,M,27,27,False,32.0,25.0,4.0,3.0,0.0,7.0,7.0,18.0,25.0,,3.0,,,,,,78.0,38.0,6.9,8.0,0.0623001,0,,,,1.0,1.0,4.0,1.0,,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,2.0,,,,
13345139,home,Feyenoord,Jakub Moder,,,jakub-moder,J. Moder,M,7,191.0,7199,M,886242,EUR,923443200,M,7,7,False,49.0,40.0,4.0,1.0,0.0,15.0,19.0,25.0,32.0,2.0,8.0,,,,,,90.0,69.0,7.1,15.0,0.0366995,2,,2.0,,3.0,3.0,8.0,6.0,1.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,0.0611,0.0611,1.0,1.0,kubamoder,,,
13345139,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168.0,12525,M,981815,EUR,962150400,M,14,14,False,36.0,29.0,2.0,1.0,0.0,14.0,15.0,15.0,24.0,,1.0,,,,,,90.0,61.0,6.8,17.0,0.076329,6,,3.0,,,1.0,4.0,3.0,1.0,,4.0,1.0,,,1.0,,,3.0,1.0,,,2.0,1.0,,,0.6276,0.8602,3.0,,,1.0,1.0,1.0
13345139,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176.0,22233,M,1218066,EUR,1013385600,F,23,23,False,37.0,28.0,6.0,4.0,0.0,4.0,6.0,25.0,35.0,1.0,2.0,,,,,,69.0,59.0,7.0,19.0,0.407129,3,,4.0,1.0,1.0,,8.0,3.0,2.0,1.0,4.0,,1.0,,,3.0,2.0,2.0,,2.0,,,3.0,,,0.0638,,,,hadj.a20,,,
13345139,home,Feyenoord,Julián Carranza,,,julian-carranza,J. Carranza,F,21,176.0,1418,M,895591,EUR,958953600,F,19,19,False,13.0,10.0,1.0,1.0,0.0,6.0,8.0,4.0,5.0,,1.0,,,,,,62.0,18.0,7.1,5.0,0.0161717,3,,,,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,,,,2.0,,1.0,1.0,1.1986,1.1538,1.0,1.0,,1.0,,
