match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,player_firstName,player_lastName,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_hitWoodwork
10665962,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,15.0,11.0,6.0,2.0,9.0,9.0,2.0,6.0,10.0,1.0,90.0,23.0,6.4,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800,D,7,7,False,33.0,29.0,,,15.0,18.0,14.0,16.0,3.0,,89.0,57.0,6.5,9.0,2,1.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,33,33,False,41.0,34.0,10.0,3.0,22.0,24.0,12.0,17.0,7.0,,90.0,59.0,7.0,9.0,0,,,4.0,5.0,2.0,,,,,3.0,,4.0,2.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,27.0,23.0,1.0,,15.0,17.0,8.0,10.0,4.0,,90.0,43.0,7.1,5.0,2,,1.0,3.0,2.0,,,,,,6.0,3.0,,,,1.0,1.0,2.0,True,1.0,2.0,,,,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,44.0,42.0,3.0,3.0,26.0,27.0,16.0,17.0,7.0,,90.0,52.0,6.9,2.0,0,,,2.0,3.0,,,,,,2.0,,3.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Sulaiman Hahya Hazazi,hazazi-yahya,S. H. Hazazi,D,12,178.0,21,M,1102741,EUR,1044057600,D,12,12,False,34.0,28.0,4.0,,10.0,13.0,18.0,23.0,3.0,,89.0,47.0,6.5,11.0,0,2.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,Hazazi Yahya,,,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,M,9,9,False,26.0,17.0,3.0,1.0,6.0,6.0,11.0,20.0,4.0,,71.0,32.0,6.7,11.0,1,,,1.0,1.0,1.0,,,,,,,1.0,,2.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,74.0,69.0,5.0,3.0,25.0,27.0,44.0,48.0,6.0,,90.0,91.0,7.4,6.0,3,1.0,,6.0,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,3.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,
10665962,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,54.0,47.0,11.0,8.0,13.0,15.0,35.0,43.0,8.0,,85.0,74.0,7.9,16.0,2,4.0,,3.0,4.0,,2.0,3.0,2.0,,1.0,,,,3.0,2.0,,,,,,,,3.0,1.0,2.0,1.0,,,,,,,,,,,
10665962,home,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400,F,17,17,False,38.0,30.0,5.0,3.0,5.0,5.0,27.0,38.0,1.0,,90.0,55.0,7.2,16.0,3,5.0,,2.0,4.0,,1.0,3.0,2.0,1.0,,,1.0,,2.0,1.0,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,
