match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_outfielderBlock
12528091,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195.0,33,M,1133582,EUR,939081600,G,99,99,False,43.0,39.0,8.0,4.0,0.0,38.0,41.0,1.0,2.0,6.0,87.0,46.0,6.6,4.0,0.00031991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Batuhan Yavuz,Batuhan Yavuz,,yavuz-batuhan,B. Yavuz,D,2,177.0,42,M,1195735,EUR,1115164800,D,2,2,False,63.0,59.0,,,0.0,51.0,54.0,8.0,10.0,2.0,90.0,72.0,7.5,6.0,0.022943,0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182.0,320,M,385296,EUR,749606400,D,5,5,False,60.0,57.0,3.0,,0.0,53.0,54.0,4.0,6.0,1.0,87.0,67.0,6.6,4.0,0.00150409,0,,,2.0,1.0,,,,2.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185.0,292,M,171625,EUR,779068800,D,29,29,False,94.0,87.0,8.0,5.0,1.0,67.0,71.0,22.0,25.0,6.0,90.0,105.0,7.7,9.0,0.2021,0,2.0,1.0,1.0,1.0,,,1.0,2.0,,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Enes Keskin,,,enes-keskin,E. Keskin,M,8,185.0,32,M,897168,EUR,991526400,M,8,8,False,31.0,27.0,2.0,2.0,0.0,10.0,12.0,17.0,20.0,3.0,77.0,53.0,8.1,8.0,0.0354171,2,1.0,,,8.0,2.0,2.0,,2.0,,1.0,1.0,2.0,4.0,,,,1.0,2.0,1.0,1.0,0.3769,0.9309,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180.0,298,M,847013,EUR,869788800,M,42,42,False,68.0,65.0,,,0.0,37.0,39.0,28.0,30.0,4.0,90.0,82.0,6.8,9.0,0.0284505,1,1.0,,4.0,4.0,1.0,,,,2.0,2.0,2.0,3.0,1.0,1.0,,,1.0,1.0,,,0.5077,0.208,1.0,1.0,1.0,,,,,,,,,,,,
12528091,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171.0,91,M,802150,EUR,902793600,M,17,17,False,108.0,100.0,11.0,8.0,1.0,52.0,56.0,50.0,57.0,8.0,90.0,124.0,8.3,13.0,0.295652,1,5.0,,3.0,5.0,,,1.0,,,3.0,1.0,,1.0,2.0,3.0,2.0,1.0,1.0,,,0.0337,0.3092,,1.0,,1.0,,,,,,,,,,,
12528091,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181.0,157,M,1084884,EUR,979084800,M,88,88,False,47.0,40.0,2.0,1.0,0.0,18.0,18.0,22.0,30.0,6.0,90.0,57.0,7.1,10.0,0.0456995,0,1.0,,4.0,3.0,,,,,,3.0,2.0,1.0,,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166.0,109,M,60510,EUR,627177600,F,7,7,False,55.0,51.0,1.0,1.0,0.0,27.0,28.0,24.0,29.0,2.0,90.0,62.0,7.2,7.0,0.115606,0,2.0,3.0,4.0,3.0,,,,,,3.0,1.0,,,3.0,2.0,,,,,,,,,,,,True,,,,,,,,,,
12528091,home,Alanyaspor,Tonny Vilhena,,,tonny-vilhena,T. Vilhena,M,52,175.0,507,M,149659,EUR,789091200,F,52,52,False,28.0,22.0,2.0,,0.0,8.0,9.0,14.0,19.0,1.0,67.0,33.0,6.6,8.0,0.00619058,1,,,5.0,3.0,,,,,,1.0,1.0,,,1.0,1.0,,2.0,,,1.0,0.0514,,2.0,2.0,,,,1.0,,,,,,,,,
12528091,home,Alanyaspor,Arda Usluoğlu,Arda Usluoğlu,,arda-usluoglu,A. Usluoğlu,F,9,189.0,69,M,1618838,EUR,1160611200,F,15,15,False,16.0,12.0,1.0,1.0,0.0,5.0,7.0,7.0,9.0,,87.0,29.0,7.4,5.0,0.010185,6,,,,5.0,,,,1.0,,1.0,,,,1.0,1.0,,4.0,2.0,1.0,,0.5985,0.8751,,,1.0,,,1.0,3.0,,,,,,,,
12528091,home,Alanyaspor,Ui-Jo Hwang,,,ui-jo-hwang,U. Hwang,F,16,186.0,1040,M,791314,EUR,714960000,F,16,16,True,15.0,14.0,,,0.0,4.0,4.0,10.0,11.0,1.0,23.0,18.0,6.4,2.0,0.00554384,1,,,2.0,,,,,,,,,,,,,,,,,,0.0255,,1.0,1.0,,,,,1.0,,,,,,,,
12528091,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183.0,410,M,354860,EUR,775612800,D,94,94,True,10.0,8.0,,,0.0,7.0,8.0,1.0,3.0,1.0,13.0,14.0,6.6,4.0,0.00031665,1,1.0,,,,,,,,1.0,,,,,,,,,,,,0.1637,,,,,,,,1.0,,,,,,,,
12528091,home,Alanyaspor,Mert Furkan Bayram,Mert Furkan Bayram,,mert-furkan-bayram,M. F. Bayram,G,23,187.0,50,M,1149021,EUR,1104624000,G,23,23,True,1.0,1.0,,,0.0,1.0,1.0,,,,3.0,1.0,,,5.7e-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Umut Mert Toy,Umut Mert Toy,,toy-umut-mert,U. M. Toy,D,4,188.0,9,M,1474708,EUR,1083974400,D,4,4,True,9.0,9.0,1.0,1.0,0.0,6.0,6.0,3.0,3.0,1.0,3.0,9.0,,,0.00066728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Yusuf Karademir,Yusuf Karademir,,yusuf-karademir,Y. Karademir,M,38,181.0,10,M,2085002,EUR,1199404800,M,38,38,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,3.0,4.0,,,0.420014,0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191.0,137,M,105974,EUR,626227200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Ekin Ciftci,,,ciftci-ekin,E. Ciftci,D,89,172.0,1,M,2166430,EUR,1227139200,D,89,89,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,Muhammet Ali Apaydin,Muhammet,Ali Apaydin,muhammet-ali-apaydin,M. A. Apaydin,M,,175.0,1,M,1637930,EUR,1136073600,M,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528091,home,Alanyaspor,İslam Aydın,,,islam-ayd-and-305n,I. Ayd&#305;n,F,27,,1,M,2162490,EUR,1142899200,F,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528091,away,Sivasspor,Ali Şaşal Vural,,,ali-sasal-vural,A. Ş. Vural,G,,187.0,62,M,94540,EUR,647568000,G,35,35,False,23.0,14.0,13.0,5.0,0.0,14.0,16.0,,7.0,7.0,90.0,36.0,7.0,9.0,0.00015343,0,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,3.0,4.0,2.0,2.0,0.3232,
12528091,away,Sivasspor,Alaaddin Okumuş,,,alaaddin-okumus,A. Okumuş,D,22,175.0,23,M,844640,EUR,809136000,D,23,23,False,45.0,39.0,3.0,,0.0,22.0,24.0,18.0,25.0,2.0,90.0,67.0,6.7,12.0,0.0273469,0,4.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
