match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot,stat_bigChanceMissed
12499357,home,Venezia,Filip Stanković,filip-stankovic,F. Stanković,G,1,185,1020,M,986355,EUR,1014595200,G,35,35,False,25.0,19.0,8.0,2.0,0.0,18.0,22.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,90.0,33.0,6.6,6.0,0.00018694,0,-0.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499357,home,Venezia,Giorgio Altare,giorgio-altare,G. Altare,D,15,190,132,M,882004,EUR,902620800,D,15,15,False,53.0,49.0,3.0,1.0,0.0,31.0,31.0,19.0,24.0,2.0,2.0,4.0,5.0,,,,80.0,68.0,6.8,6.0,0.0249736,0,,2.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499357,home,Venezia,Michael Svoboda,michael-svoboda,M. Svoboda,D,30,195,196,M,888340,EUR,908409600,D,30,30,False,92.0,81.0,7.0,4.0,0.0,44.0,47.0,37.0,45.0,4.0,7.0,4.0,12.0,,,,90.0,104.0,7.1,12.0,0.11745,0,,,,4.0,5.0,,1.0,,1.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
12499357,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175,339,M,250501,EUR,739843200,D,5,5,False,67.0,59.0,5.0,1.0,0.0,23.0,26.0,36.0,41.0,1.0,4.0,2.0,7.0,,,,90.0,88.0,6.7,10.0,0.0241898,2,,,,1.0,4.0,1.0,,,1.0,2.0,2.0,1.0,,,,2.0,1.0,1.0,0.0595,,,,,,,,,,,,,
12499357,home,Venezia,Antonio Candela,candela-antonio,A. Candela,D,26,182,271,M,862464,EUR,956793600,M,27,27,False,10.0,7.0,,,0.0,2.0,3.0,5.0,7.0,1.0,6.0,,1.0,,,,45.0,19.0,6.7,5.0,0.0046498,0,,,,1.0,3.0,1.0,,,,,5.0,,,,,,4.0,1.0,,1.0,,,,,,,,,,,,
12499357,home,Venezia,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184,1622,M,876259,EUR,961286400,M,14,14,False,41.0,30.0,,,0.0,16.0,20.0,14.0,22.0,,3.0,1.0,3.0,,,,73.0,55.0,7.1,14.0,0.0163574,3,,1.0,,,5.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,0.1641,1.0,1.0,1.0,1.0,1.0,0.6659,,,,,,,
12499357,home,Venezia,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,48.0,43.0,2.0,,0.0,15.0,16.0,28.0,33.0,,4.0,,2.0,,,,90.0,67.0,7.0,10.0,0.128563,4,,1.0,,2.0,6.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,,0.2974,2.0,1.0,,2.0,,,,,,,,,
12499357,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,26.0,21.0,,,0.0,5.0,5.0,16.0,23.0,2.0,7.0,,3.0,,,,90.0,47.0,7.3,10.0,0.13157,1,,2.0,,,2.0,1.0,1.0,,1.0,,3.0,1.0,1.0,,,,2.0,2.0,0.0201,1.0,1.0,1.0,,,0.0102,1.0,,,,,,
12499357,home,Venezia,John Yeboah,john-yeboah,J. Yeboah,F,10,170,3981,M,879802,EUR,961718400,F,10,10,False,5.0,4.0,,,0.0,,,4.0,5.0,,1.0,,2.0,,,,45.0,9.0,6.5,3.0,0.00850879,1,,,,1.0,6.0,4.0,1.0,,,,,,,,,,,1.0,0.0473,1.0,1.0,1.0,,,0.4872,,,,,,,
12499357,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170,907,M,896180,EUR,1022544000,F,6,6,False,21.0,14.0,,,0.0,4.0,5.0,10.0,19.0,,1.0,1.0,,,,,73.0,35.0,6.5,15.0,0.0347981,1,,3.0,,,6.0,1.0,1.0,,,,1.0,,1.0,,,,,,0.1111,4.0,,1.0,,,0.8791,1.0,,,,,,
