match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,player_sofascoreId,captain,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork
12501532,home,Venezia,Ionuț Radu,ionut-radu,I. Radu,G,13,188.0,3683,M,815202,EUR,864777600,G,28,28,False,32.0,18.0,19.0,5.0,0.0,16.0,19.0,2.0,13.0,9.0,2.0,4.0,4.0,90.0,42.0,7.2,14.0,0.00049292,0,-0.1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501532,home,Venezia,Joel Schingtienne,schingtienne-joel,J. Schingtienne,D,3,188.0,258,M,1388438,EUR,1029283200,D,25,25,False,42.0,37.0,6.0,4.0,0.0,24.0,26.0,13.0,16.0,1.0,,,,90.0,53.0,6.7,5.0,0.0037442,0,,Joel Schingtienne,,1.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501532,home,Venezia,Jay Idzes,jay-idzes,J. Idzes,D,21,190.0,19111,M,933641,EUR,959904000,D,4,4,False,39.0,33.0,11.0,5.0,0.0,25.0,25.0,8.0,14.0,5.0,,,,90.0,48.0,6.5,9.0,0.0107563,0,,,,1.0,3.0,2.0,1.0,jayidzes,True,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12501532,home,Venezia,Fali Candé,fali-cande,F. Candé,D,5,184.0,402,M,892430,EUR,885600000,D,2,2,False,30.0,25.0,6.0,3.0,0.0,19.0,20.0,6.0,10.0,3.0,,,,90.0,52.0,7.7,8.0,0.00187991,1,,,,4.0,7.0,5.0,2.0,,,2.0,5.0,1.0,3.0,,2.0,,1.0,1.0,1.0,3.0,2.0,0.6165,0.2649,,,,,,,,,,,,
12501532,home,Venezia,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182.0,1060,M,869888,EUR,920419200,M,24,24,False,17.0,9.0,4.0,1.0,1.0,1.0,4.0,10.0,19.0,4.0,,,,83.0,34.0,7.3,14.0,0.555822,0,,,,2.0,3.0,1.0,,,,3.0,5.0,,1.0,1.0,1.0,3.0,,,,,,,,6.0,2.0,1.0,1.0,2.0,1.0,,,,,,
12501532,home,Venezia,Kike Pérez,kike-perez,K. Pérez,M,71,184.0,312,M,857178,EUR,855878400,M,71,71,False,43.0,36.0,6.0,4.0,0.0,20.0,23.0,17.0,22.0,8.0,,,,78.0,61.0,7.1,13.0,0.0271595,0,,,,,12.0,1.0,2.0,,,3.0,7.0,2.0,1.0,2.0,8.0,1.0,,,1.0,2.0,2.0,,,2.0,1.0,1.0,,1.0,,1.0,,,,,
12501532,home,Venezia,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184.0,1622,M,876259,EUR,961286400,M,14,14,False,33.0,25.0,4.0,2.0,0.0,13.0,17.0,12.0,16.0,5.0,,,,90.0,42.0,6.9,8.0,0.0102466,1,,,,,4.0,1.0,,,,,6.0,1.0,,3.0,3.0,,1.0,,,2.0,2.0,0.0371,0.0137,,,1.0,1.0,,,,,,,,
12501532,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170.0,907,M,896180,EUR,1022544000,M,6,6,False,11.0,6.0,4.0,2.0,0.0,3.0,5.0,3.0,6.0,,,,,90.0,24.0,6.5,8.0,0.0607197,0,,,,4.0,8.0,2.0,,,,,4.0,,2.0,2.0,3.0,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,
12501532,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182.0,433,M,933203,EUR,1015804800,M,77,77,False,8.0,6.0,2.0,1.0,0.0,5.0,6.0,1.0,2.0,2.0,,,,90.0,25.0,7.1,3.0,0.00041436,2,,,,,3.0,3.0,,,,1.0,8.0,2.0,,1.0,,,1.0,,1.0,6.0,2.0,0.0289,0.0764,,,1.0,,,,,1.0,,,,
12501532,home,Venezia,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174.0,968,M,965009,EUR,1033171200,F,11,11,False,9.0,8.0,,,0.0,1.0,1.0,7.0,10.0,3.0,,,,83.0,19.0,7.0,6.0,0.0099257,3,,,,,2.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,,0.8477,0.959,2.0,,1.0,,,,1.0,2.0,1.0,1.0,,
