match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyMiss,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_clearanceOffLine,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
10835048,home,Kozakken Boys,Dilivio Hoffman,,,dilivio-hoffman,D. Hoffman,M,178.0,4,M,928567,EUR,865987200,F,9,9,False,19.0,14.0,4.0,3.0,5.0,6.0,9.0,16.0,1.0,3.0,,,90.0,37.0,6.5,13.0,1,,3.0,5.0,12.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,
10835048,home,Kozakken Boys,Rick Mulder,Rick,Mulder,rick-mulder,R. Mulder,M,190.0,1,M,804916,EUR,849916800,M,6,6,True,17.0,13.0,2.0,,7.0,8.0,6.0,9.0,1.0,1.0,,,30.0,23.0,6.6,5.0,0,,,1.0,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,
10835048,home,Kozakken Boys,Ugur Altintas,Ugur Altintas,,ugur-altintas,U. Altintas,M,,2,M,1154982,EUR,924998400,F,11,11,True,15.0,11.0,2.0,1.0,1.0,2.0,12.0,17.0,,2.0,,,30.0,31.0,7.1,11.0,2,,4.0,,3.0,3.0,1.0,2.0,1.0,,3.0,1.0,,,1.0,1.0,,,,2.0,1.0,,3.0,,,,2.0,,,,,,,,
10835048,home,Kozakken Boys,Johnny Lommers,Johnny,Lommers,johnny-lommers,J. Lommers,F,,1,M,955219,EUR,890697600,F,19,19,True,2.0,,,,,,,2.0,,,,,14.0,3.0,6.3,3.0,0,19,,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
10835048,home,Kozakken Boys,Timo Regouin,,,timo-regouin,T. Regouin,F,189.0,6,M,1048759,EUR,1012176000,D,21,21,True,3.0,3.0,,,1.0,1.0,2.0,3.0,,,,,8.0,6.0,6.2,1.0,0,14,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
10835048,home,Kozakken Boys,Daniel Da Silva Mendes,Daniel Da Silva Mendes,,daniel-da-silva-mendes,D. D. S. Mendes,D,180.0,1,M,1411015,EUR,988070400,D,22,22,True,1.0,1.0,,,1.0,1.0,,,,1.0,,,7.0,2.0,5.8,,0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10835048,home,Kozakken Boys,Mike van de Meulenhof,,,mike-van-de-meulenhof,M. v. d. Meulenhof,G,181.0,11,M,825835,EUR,926380800,G,51,51,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,home,Kozakken Boys,Michael Mathilda,Michael Mathilda,,michael-mathilda,M. Mathilda,G,,1,M,1145378,EUR,1022716800,G,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,home,Kozakken Boys,Stephen Warmolts,Stephen,Warmolts,stephen-warmolts,S. Warmolts,D,182.0,4,M,339333,EUR,765936000,D,4,4,True,,,,,,,,,,,,,,,,,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,home,Kozakken Boys,Julian Geelhoedt,Julian Geelhoedt,,julian-geelhoedt,J. Geelhoedt,M,,1,,1411040,EUR,761270400,M,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,home,Kozakken Boys,Fabian Korporaal,Fabian,Korporaal,fabian-korporaal,F. Korporaal,M,,2,M,955215,EUR,882489600,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,home,Kozakken Boys,Diego Snepvangers,Diego,Snepvangers,diego-snepvangers,D. Snepvangers,F,175.0,3,,862164,EUR,896832000,M,7,7,True,,,,,,,,,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,Luuk Koopmans,,,luuk-koopmans,L. Koopmans,G,191.0,52,M,128992,EUR,753580800,G,23,23,False,19.0,10.0,17.0,8.0,2.0,3.0,8.0,16.0,3.0,5.0,1.0,1.0,90.0,25.0,6.4,9.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10835048,away,ADO Den Haag,Denzel Hall,,,denzel-hall,D. Hall,D,180.0,97,M,987523,EUR,990489600,D,5,5,False,36.0,29.0,4.0,2.0,12.0,15.0,17.0,21.0,,7.0,,,74.0,56.0,6.9,16.0,1,22,,,5.0,5.0,2.0,2.0,1.0,2.0,,2.0,3.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,Daryl Werker,,,daryl-werker,D. Werker,D,190.0,3,M,327387,EUR,772675200,D,33,33,False,39.0,28.0,9.0,3.0,18.0,21.0,10.0,18.0,8.0,4.0,,,90.0,54.0,7.1,13.0,0,,,1.0,3.0,11.0,1.0,,,1.0,,,10.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
10835048,away,ADO Den Haag,Finn van Breemen,Finn van Breemen,,finn-van-breemen,F. v. Breemen,D,193.0,221,M,1214249,EUR,1046131200,D,25,25,False,38.0,30.0,6.0,3.0,25.0,31.0,5.0,7.0,3.0,6.0,,,90.0,45.0,6.0,8.0,0,25,,1.0,6.0,1.0,,,,2.0,,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,
10835048,away,ADO Den Haag,Xander Severina,Xander Severina,,xander-severina,X. Severina,M,185.0,247,M,1110159,EUR,987033600,M,7,7,False,20.0,17.0,,,5.0,5.0,13.0,19.0,,2.0,,,77.0,34.0,8.3,11.0,2,7,4.0,1.0,5.0,3.0,3.0,,,,1.0,1.0,,,1.0,1.0,,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,
10835048,away,ADO Den Haag,Titouan Thomas,,,titouan-thomas,T. Thomas,M,183.0,80,M,966620,EUR,1010793600,M,17,17,False,55.0,44.0,5.0,3.0,24.0,29.0,24.0,31.0,4.0,12.0,,,90.0,76.0,7.9,13.0,1,8,5.0,,1.0,8.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,2.0,,,,4.0,3.0,,3.0,,,,1.0,,,,,,,,
10835048,away,ADO Den Haag,Nick Broekhuizen,Nick Broekhuizen,,nick-broekhuizen,N. Broekhuizen,M,182.0,29,M,1214251,EUR,1003276800,M,22,22,False,7.0,3.0,,,2.0,5.0,1.0,2.0,,1.0,,,45.0,12.0,6.3,5.0,1,7,,,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,
10835048,away,ADO Den Haag,Amir Absalem,Amir,Absalem,amir-absalem,A. Absalem,D,175.0,76,M,893583,EUR,866678400,M,24,24,False,31.0,22.0,3.0,,8.0,12.0,14.0,20.0,2.0,5.0,,,77.0,58.0,7.4,13.0,1,27,1.0,,1.0,5.0,1.0,,,1.0,,1.0,1.0,,4.0,4.0,,1.0,,,,,2.0,,,,,,1.0,,,,,,
10835048,away,ADO Den Haag,Silvinho Esajas,Silvinho,Esajas,silvinho-esajas,S. Esajas,D,193.0,88,M,1011489,EUR,1009843200,F,14,14,False,38.0,28.0,4.0,2.0,14.0,16.0,14.0,22.0,1.0,2.0,,,77.0,49.0,7.0,11.0,2,28,,,2.0,6.0,,1.0,,,,1.0,2.0,,4.0,2.0,,,,,,,,,,,2.0,,,,,,,,
10835048,away,ADO Den Haag,Mario Bilate,Mario,Bilate,mario-bilate,M. Bilate,F,190.0,11,M,146974,EUR,679622400,F,42,42,False,34.0,26.0,3.0,1.0,5.0,6.0,21.0,29.0,1.0,2.0,,,90.0,48.0,7.5,11.0,4,,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,,True,2.0,,,1.0,1.0,3.0,1.0,,,1.0,,1.0,,,,,,
10835048,away,ADO Den Haag,Joël Zwarts,,,joel-zwarts,J. Zwarts,F,190.0,58,M,907476,EUR,925084800,F,11,11,False,25.0,16.0,5.0,3.0,4.0,5.0,12.0,27.0,,7.0,,,90.0,50.0,7.5,23.0,4,29,7.0,1.0,6.0,7.0,2.0,4.0,2.0,,3.0,,2.0,,1.0,,,2.0,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,
10835048,away,ADO Den Haag,Thomas Verheydt,,,thomas-verheydt,T. Verheijdt,F,192.0,154,M,809285,EUR,696211200,F,9,9,True,20.0,14.0,1.0,1.0,6.0,8.0,8.0,12.0,2.0,2.0,,,45.0,33.0,7.2,11.0,2,28,,1.0,5.0,4.0,2.0,,,,2.0,2.0,3.0,,,,,,,,1.0,,2.0,,,,2.0,,1.0,1.0,,,,,
10835048,away,ADO Den Haag,Guillem Rodríguez,,,guillem-rodriguez,G. Rodríguez,D,173.0,70,M,1010512,EUR,887328000,D,45,45,True,7.0,2.0,2.0,1.0,,3.0,2.0,5.0,1.0,1.0,,,16.0,17.0,6.6,9.0,0,2,1.0,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,185.0,121,M,858242,EUR,929923200,D,4,4,True,1.0,,1.0,,,,,1.0,,1.0,,,13.0,2.0,6.2,2.0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,Jordy Wehrmann,,,jordy-wehrmann,J. Wehrmann,M,176.0,155,M,825842,EUR,922320000,M,8,8,True,4.0,2.0,1.0,,1.0,1.0,1.0,3.0,,2.0,,,13.0,6.0,6.2,2.0,1,4,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,
10835048,away,ADO Den Haag,Amar Ćatić,,,amar-catic,A. Ćatić,M,178.0,83,M,945979,EUR,916876800,F,34,34,True,6.0,4.0,,,2.0,3.0,2.0,4.0,,2.0,,,13.0,9.0,6.8,4.0,0,,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,
10835048,away,ADO Den Haag,Kilian Nikièma,Kilian Nikiema,,kilian-nikiema,K. Nikièma,G,188.0,2256,M,1149858,EUR,1056240000,G,28,28,True,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,David van de Riet,David van de Riet,,david-van-de-riet,D. v. d. Riet,G,194.0,11,M,1173538,EUR,1012953600,G,29,29,True,,,,,,,,,,,,,,,,,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,Dirk Carlson,,,dirk-carlson,D. Carlson,D,186.0,88,M,850318,EUR,891388800,D,3,3,True,,,,,,,,,,,,,,,,,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,Malik Sellouki,Malik Sellouki,,malik-sellouki,M. Sellouki,M,177.0,155,M,1064307,EUR,953596800,F,30,30,True,,,,,,,,,,,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835048,away,ADO Den Haag,Rafael Struick,Rafael Struick,,rafael-struick,R. Struick,F,185.0,7177,M,1213379,EUR,1048723200,F,27,27,True,,,,,,,,,,,,,,,,,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rafaelstruick
