match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialWon,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork,stat_interceptionWon,stat_goodHighClaim,stat_penaltyFaced,stat_blockedScoringAttempt,stat_penaltyConceded
14572755,home,BSC Young Boys,Marvin Keller,marvin-keller,M. Keller,G,1,187.0,238,M,1005744,EUR,1017792000,G,1,1,False,35.0,28.0,13.0,6.0,0.0,25.0,26.0,3.0,9.0,6.0,2.0,2.0,1.0,1.0,90.0,40.0,6.4,8.0,0.00095868,0.1548,0,-1.1532,0.07,0.0,-0.22,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Ryan Andrews,andrews-ryan,R. Andrews,D,2,170.0,136,M,1461597,EUR,1093478400,D,2,2,False,44.0,34.0,5.0,,1.0,15.0,16.0,19.0,28.0,1.0,,,,,90.0,68.0,6.9,18.0,0.537712,,0,,0.48,0.03,-0.4,,Ryan Andrews,,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Tanguy Zoukrou,tanguy-zoukrou,T. Zoukrou,D,4,189.0,139,M,1133520,EUR,1052265600,D,4,4,False,75.0,71.0,7.0,4.0,0.0,45.0,46.0,26.0,29.0,4.0,,,,,90.0,81.0,6.1,7.0,0.0106755,,0,,0.25,0.06,-0.34,,Tanguy Zoukrou,,,,5.0,,,,,,2.0,,,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Loris Benito,loris-benito,L. Benito,D,23,184.0,189,M,67308,EUR,694742400,D,23,23,False,86.0,79.0,13.0,9.0,0.0,46.0,49.0,33.0,37.0,3.0,,,,,90.0,97.0,7.1,9.0,0.0254901,,0,,0.33,0.19,-0.26,,,,1.0,,1.0,2.0,,,,,6.0,1.0,,,,,1.0,1.0,True,1.0,,,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Jaouen Hadjam,jaouen-hadjam,J. Hadjam,D,3,184.0,9146,M,1049534,EUR,1048636800,D,3,3,False,62.0,49.0,9.0,3.0,0.0,21.0,22.0,28.0,40.0,9.0,,,,,90.0,91.0,7.2,23.0,0.31886,,1,,0.71,0.02,-0.3,,Jaouen Hadjam,,4.0,2.0,4.0,6.0,,3.0,2.0,1.0,,3.0,2.0,,2.0,,1.0,,,1.0,jaouen.h3,3.0,1.0,0.0932,-0.49,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,45,182.0,2758,M,757742,EUR,853372800,M,45,45,False,50.0,45.0,4.0,3.0,0.0,26.0,26.0,19.0,24.0,4.0,,,,,90.0,64.0,8.5,7.0,0.210196,,2,,0.36,0.13,0.13,,,,3.0,2.0,3.0,5.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,,,,0.5146,0.53,2.0,1.0,1.0,0.7643,,,,,,,,,
14572755,home,BSC Young Boys,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190.0,345,M,330099,EUR,829526400,M,6,6,False,52.0,46.0,4.0,3.0,1.0,25.0,26.0,21.0,26.0,8.0,,,,,86.0,60.0,7.3,8.0,0.313125,,0,,0.32,0.13,-0.04,,,,3.0,1.0,,2.0,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Darian Maleš,darian-males,D. Maleš,M,39,188.0,208,M,988277,EUR,988848000,M,39,39,False,12.0,10.0,1.0,1.0,0.0,6.0,6.0,4.0,6.0,,,,,,35.0,15.0,6.4,3.0,0.0154312,,2,,0.01,0.2,-0.06,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.4576,-0.53,1.0,,,0.0721,1.0,,,,,,,,
14572755,home,BSC Young Boys,Armin Gigović,armin-gigovic,A. Gigović,M,37,187.0,1509,M,988893,EUR,1018051200,M,37,37,False,25.0,21.0,1.0,1.0,0.0,4.0,5.0,17.0,20.0,3.0,,,,,78.0,34.0,7.0,6.0,0.0554436,,1,,0.08,0.14,-0.04,,,,,,4.0,3.0,,1.0,,,,,,2.0,1.0,1.0,1.0,2.0,,1.0,,,,0.0454,0.01,1.0,,,0.0634,,1.0,,,,,,,
14572755,home,BSC Young Boys,Joël Monteiro,joel-monteiro,J. Monteiro,M,77,192.0,365,M,1065154,EUR,933811200,M,77,77,False,25.0,20.0,3.0,3.0,0.0,1.0,3.0,19.0,22.0,3.0,,,,,78.0,39.0,7.1,14.0,0.59232,,2,,0.6,0.33,-0.07,,,,1.0,,5.0,2.0,,2.0,1.0,1.0,1.0,,,,1.0,1.0,4.0,1.0,,1.0,,3.0,2.0,0.1693,-0.54,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Chris Bedia,chris-bedia,C. Bedia,F,29,189.0,741,M,359236,EUR,825984000,F,29,29,False,9.0,7.0,1.0,1.0,0.0,1.0,1.0,6.0,8.0,1.0,,,,,86.0,21.0,6.6,5.0,0.0355837,,4,,-0.06,0.24,-0.01,,,,,,5.0,3.0,,,,,,1.0,,1.0,,4.0,2.0,,,1.0,,1.0,3.0,1.6796,0.13,1.0,1.0,,0.9078,2.0,,2.0,,,,,,
14572755,home,BSC Young Boys,Christian Fassnacht,christian-fassnacht,C. Fassnacht,M,16,185.0,511,M,787422,EUR,752976000,M,16,16,True,19.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,14.0,,,,,,55.0,31.0,7.4,6.0,0.0343959,,3,,0.0,0.46,-0.06,,,,,,1.0,2.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,2.0,1.3973,0.32,1.0,1.0,,0.9185,2.0,,,1.0,1.0,,,,
14572755,home,BSC Young Boys,Sandro Lauper,sandro-lauper,S. Lauper,D,30,185.0,108,M,801072,EUR,846201600,M,30,30,True,6.0,4.0,1.0,,0.0,3.0,4.0,1.0,2.0,,,,,,12.0,8.0,6.5,2.0,0.00015381,,0,,0.01,0.01,-0.05,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Sergio Córdova,sergio-cordova,S. Córdova,F,9,188.0,672,M,881222,EUR,871084800,F,9,9,True,10.0,8.0,,,0.0,3.0,3.0,5.0,7.0,1.0,,,,,12.0,16.0,6.7,5.0,0.00315725,,0,,0.26,0.01,1.0,,,,,,2.0,2.0,,,,,,1.0,,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,
14572755,home,BSC Young Boys,Dominik Pech,dominik-pech,D. Pech,M,13,181.0,155,M,1418636,EUR,1157328000,M,13,13,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,10.0,4.0,6.4,,0.00114765,,0,,-0.01,0.01,-0.05,,Dominik Pech,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Felix Tsimba,felix-tsimba,F. Tsimba,F,19,185.0,115,M,1976070,EUR,1150934400,F,25,25,True,3.0,,,,0.0,,,,3.0,1.0,,,,,10.0,4.0,6.3,4.0,,,0,,-0.1,0.05,0.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
14572755,home,BSC Young Boys,Heinz Lindner,heinz-lindner,H. Lindner,G,12,187.0,150,M,37432,EUR,648172800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
